iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species
Ganoderma applanatum,1129535,Ganoderma applanatum,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Ganoderma,
Gari californica,354323,Gari californica,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,,Tellinoidea,Psammobiidae,,,Gari,Gari californica
Garveia annulata,63662,Garveia annulata,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Bougainvilliidae,,,Garveia,Garveia annulata
Gastroclonium parvum,495871,Gastroclonium parvum,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,,Champiaceae,,,Gastroclonium,Gastroclonium parvum
Gaultheria shallon,48441,Gaultheria shallon,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Gaultherieae,Gaultheria,Gaultheria shallon
Gavia immer,4626,Gavia immer,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,,Gaviidae,,,Gavia,Gavia immer
Gavia pacifica,4621,Gavia pacifica,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,,Gaviidae,,,Gavia,Gavia pacifica
Geitodoris heathi,47505,Geitodoris heathi,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Doridoidea,Discodorididae,,,Geitodoris,Geitodoris heathi
Gelidium purpurascens,339022,Gelidium purpurascens,Plantae,Rhodophyta,,,Florideophyceae,,,Gelidiales,,,,Gelidiaceae,,,Gelidium,Gelidium purpurascens
Geranium dissectum,53075,Geranium dissectum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,Geranium dissectum
Geranium molle,1178020,Geranium molle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,
Geranium robertianum,55925,Geranium robertianum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Geraniales,,,,Geraniaceae,,,Geranium,Geranium robertianum
Gerris,1246768,Gerris,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,Gerrini,Gerris,
Geum macrophyllum,77266,Geum macrophyllum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Rosoideae,Colurieae,Geum,Geum macrophyllum
Glebocarcinus oregonensis,429951,Glebocarcinus oregonensis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Glebocarcinus,Glebocarcinus oregonensis
Gloiocladia laciniata,429862,Gloiocladia laciniata,Plantae,Rhodophyta,,,Florideophyceae,,,Rhodymeniales,,,,Faucheaceae,,,Gloiocladia,Gloiocladia laciniata
Glycymeris septentrionalis,479438,Glycymeris septentrionalis,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Arcida,,,Arcoidea,Glycymerididae,,,Glycymeris,Glycymeris septentrionalis
Gnaphalium uliginosum,136366,Gnaphalium uliginosum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Gnaphalieae,Gnaphalium,Gnaphalium uliginosum
Gobiesox maeandricus,67409,Gobiesox maeandricus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gobiesociformes,,,,Gobiesocidae,Gobiesocinae,,Gobiesox,Gobiesox maeandricus
Gomphidius subroseus,48428,Gomphidius subroseus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Gomphidiaceae,,,Gomphidius,Gomphidius subroseus
Goodyera oblongifolia,50719,Goodyera oblongifolia,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Orchidaceae,Orchidoideae,Cranichideae,Goodyera,Goodyera oblongifolia
Gorgonocephalus eucnemis,465153,Gorgonocephalus eucnemis,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Euryalida,,,,Gorgonocephalidae,Gorgonocephalinae,,Gorgonocephalus,Gorgonocephalus eucnemis
Grammaria,874029,Grammaria,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Lafoeidae,,,Grammaria,
Graphis scripta,117987,Graphis scripta,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Graphis,Graphis scripta
Griffithsia pacifica,326993,Griffithsia pacifica,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Ceramiaceae,,,Griffithsia,Griffithsia pacifica
Grindelia stricta,61992,Grindelia stricta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Astereae,Grindelia,Grindelia stricta
Gryllus pennsylvanicus,122193,Gryllus pennsylvanicus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Ensifera,Gryllidea,Grylloidea,Gryllidae,Gryllinae,Gryllini,Gryllus,Gryllus pennsylvanicus
Habronattus hirsutus,220812,Habronattus hirsutus,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Entelegynae,Salticoidea,Salticidae,Salticinae,Plexippini,Habronattus,Habronattus hirsutus
Haematopus bachmani,4838,Haematopus bachmani,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Haematopodidae,,,Haematopus,Haematopus bachmani
Haemorhous purpureus,199841,Haemorhous purpureus,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Fringillidae,,,Haemorhous,Haemorhous purpureus
Halecium densum,874028,Halecium densum,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Haleciidae,,,Halecium,Halecium densum
Halesochila taylori,220866,Halesochila taylori,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,Halesochila,Halesochila taylori
Haliaeetus leucocephalus,5305,Haliaeetus leucocephalus,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,,Accipitridae,,,Haliaeetus,Haliaeetus leucocephalus
Halichondria bowerbanki,120498,Halichondria bowerbanki,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,Halichondria bowerbanki
Halichondria panicea,186854,Halichondria panicea,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,,Halichondriidae,,,Halichondria,Halichondria panicea
Haliotis kamtschatkana,56654,Haliotis kamtschatkana,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,,Haliotoidea,Haliotidae,,,Haliotis,Haliotis kamtschatkana
Halocynthia aurantium,473652,Halocynthia aurantium,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Halocynthia,Halocynthia aurantium
Halosydna brevisetosa,71236,Halosydna brevisetosa,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Aphroditiformia,,,Polynoidae,Lepidonotinae,,Halosydna,Halosydna brevisetosa
Hapalogaster mertensii,51635,Hapalogaster mertensii,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Hapalogaster,Hapalogaster mertensii
Haplotrema vancouverense,220933,Haplotrema vancouverense,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Oleacinoidei,Haplotrematoidea,Haplotrematidae,,,Haplotrema,Haplotrema vancouverense
Harpaphe haydeniana,47737,Harpaphe haydeniana,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Leptodesmidea,,Xystodesmoidea,Xystodesmidae,Xystodesminae,Xystodesmini,Harpaphe,Harpaphe haydeniana
Hedera helix,55882,Hedera helix,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Araliaceae,,,Hedera,Hedera helix
Hedophyllum bongardianum,1267794,Hedophyllum bongardianum,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Laminariaceae,,,Hedophyllum,Hedophyllum bongardianum
Helvella elastica,63246,Helvella elastica,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,Helvella elastica
Helvella vespertina,423950,Helvella vespertina,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,Helvella vespertina
Hemigrapsus nudus,48342,Hemigrapsus nudus,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Grapsoidea,Varunidae,Varuninae,,Hemigrapsus,Hemigrapsus nudus
Hemigrapsus oregonensis,69170,Hemigrapsus oregonensis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Grapsoidea,Varunidae,Varuninae,,Hemigrapsus,Hemigrapsus oregonensis
Hemilepidotus hemilepidotus,221165,Hemilepidotus hemilepidotus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Hemilepidotus,Hemilepidotus hemilepidotus
Henricia aspera aspera,1265168,Henricia aspera aspera,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,,Echinasteridae,,,Henricia,Henricia aspera
Henricia leviuscula,47664,Henricia leviuscula,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Spinulosacea,Spinulosida,,,,Echinasteridae,,,Henricia,Henricia leviuscula
Heptacarpus sitchensis,67627,Heptacarpus sitchensis,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Thoridae,,,Heptacarpus,Heptacarpus sitchensis
Heriades,699696,Heriades,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Apoidea,Megachilidae,Megachilinae,Osmiini,Heriades,
Hermissenda crassicornis,495552,Hermissenda crassicornis,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Myrrhinidae,,,Hermissenda,Hermissenda crassicornis
Herposiphonia plumula,1238397,Herposiphonia plumula,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Rhodomelaceae,,,Herposiphonia,Herposiphonia plumula
Heteropora alaskensis,873902,Heteropora alaskensis,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,,Heteroporidae,,,Heteropora,Heteropora alaskensis
Heteropora pacifica,465163,Heteropora pacifica,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,,Heteroporidae,,,Heteropora,Heteropora pacifica
Heterothrips,252606,Heterothrips,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Thysanoptera,Terebrantia,,,Heterothripidae,,,Heterothrips,
Heuchera micrantha,51274,Heuchera micrantha,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,,Heuchera,Heuchera micrantha
Hexagrammos decagrammus,68596,Hexagrammos decagrammus,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Hexagrammidae,Hexagramminae,,Hexagrammos,Hexagrammos decagrammus
Hexagrammos stelleri,186849,Hexagrammos stelleri,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Hexagrammidae,Hexagramminae,,Hexagrammos,Hexagrammos stelleri
Hieracium albiflorum,63937,Hieracium albiflorum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Hieracium,Hieracium albiflorum
Hilara,374103,Hilara,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,Empidoidea,Empididae,Empidinae,Hilarini,Hilara,
Hildenbrandia,68615,Hildenbrandia,Plantae,Rhodophyta,,,Florideophyceae,,,Hildenbrandiales,,,,Hildenbrandiaceae,,,Hildenbrandia,
Himatina trophina,633561,Himatina trophina,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Coryphellidae,,,Himatina,Himatina trophina
Hippasteria phrygiana,464048,Hippasteria phrygiana,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Goniasteridae,Hippasterinae,,Hippasteria,Hippasteria phrygiana
Hippolyte clarki,179835,Hippolyte clarki,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Hippolytidae,,,Hippolyte,Hippolyte clarki
Hirundo rustica,11901,Hirundo rustica,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Hirundinidae,,,Hirundo,Hirundo rustica
Histrionicus histrionicus,7111,Histrionicus histrionicus,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,,Anatidae,,,Histrionicus,Histrionicus histrionicus
Holcus lanatus,52793,Holcus lanatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Holcus,Holcus lanatus
Holodiscus discolor,53414,Holodiscus discolor,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Rosaceae,Amygdaloideae,Spiraeeae,Holodiscus,Holodiscus discolor
Homalothecium arenarium,163825,Homalothecium arenarium,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Homalothecium,Homalothecium arenarium
Homalothecium fulgescens,123819,Homalothecium fulgescens,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Homalothecium,Homalothecium fulgescens
Humilaria kennerleyi,873901,Humilaria kennerleyi,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,,,Humilaria,Humilaria kennerleyi
Hyalella,129189,Hyalella,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitrida,Hyaloidea,Hyalellidae,,,Hyalella,
Hybomitra frontalis,221539,Hybomitra frontalis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Orthorrhapha,,Tabanidae,Tabaninae,Tabanini,Hybomitra,Hybomitra frontalis
Hydractinia,203798,Hydractinia,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Hydractiniidae,,,Hydractinia,
Hydrallmania franciscana,873899,Hydrallmania franciscana,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Hydrallmania,Hydrallmania franciscana
Hygrocybe miniata,194659,Hygrocybe miniata,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Hygrocyboideae,Hygrocybeae,Hygrocybe,Hygrocybe miniata
Hylemya alcathoe,499888,Hylemya alcathoe,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Cyclorrhapha,Muscoidea,Anthomyiidae,,,Hylemya,Hylemya alcathoe
Hylocomiadelphus triquetrus,1138381,Hylocomiadelphus triquetrus,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomiadelphus,Hylocomiadelphus triquetrus
Hylocomium splendens,122555,Hylocomium splendens,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Hylocomium,Hylocomium splendens
Hymenena,339066,Hymenena,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,,Delesseriaceae,,Cryptopleureae,Hymenena,
Hypnum circinale,125464,Hypnum circinale,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hypnaceae,,,Hypnum,Hypnum circinale
Hypochaeris radicata,53104,Hypochaeris radicata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Hypochaeris,Hypochaeris radicata
Hypogymnia apinnata,222045,Hypogymnia apinnata,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,Hypogymnia apinnata
Hypogymnia enteromorpha,222048,Hypogymnia enteromorpha,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,Hypogymnia enteromorpha
Hypogymnia imshaugii,179042,Hypogymnia imshaugii,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,Hypogymnia imshaugii
Hypogymnia inactiva,126597,Hypogymnia inactiva,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,Hypogymnia inactiva
Hypogymnia occidentalis,222055,Hypogymnia occidentalis,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,Hypogymnia occidentalis
Hypogymnia physodes,117971,Hypogymnia physodes,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,Hypogymnia physodes
Hypogymnia tubulosa,179720,Hypogymnia tubulosa,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,Hypogymnia tubulosa
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,Hypomyces lactifluorum
Icmadophila ericetorum,119695,Icmadophila ericetorum,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Icmadophilaceae,,,Icmadophila,Icmadophila ericetorum
Ilex aquifolium,53856,Ilex aquifolium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Aquifoliales,,,,Aquifoliaceae,,,Ilex,Ilex aquifolium
Integripelta bilabiata,334556,Integripelta bilabiata,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Acanthostega,Catenicelloidea,Eurystomellidae,,,Integripelta,Integripelta bilabiata
Iris pseudacorus,47779,Iris pseudacorus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Iridaceae,Iridoideae,Irideae,Iris,Iris pseudacorus
Ischnura cervula,62229,Ischnura cervula,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Odonata,Zygoptera,,Coenagrionoidea,Coenagrionidae,,,Ischnura,Ischnura cervula
Isodictya rigida,459878,Isodictya rigida,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Isodictyidae,,,Isodictya,Isodictya rigida
Isomira comstocki,458157,Isomira comstocki,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Tenebrionidae,Alleculinae,Alleculini,Isomira,Isomira comstocki
Ixoreus naevius,145088,Ixoreus naevius,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Turdidae,,,Ixoreus,Ixoreus naevius
Jacobaea vulgaris,62498,Jacobaea vulgaris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Senecioneae,Jacobaea,Jacobaea vulgaris
Jordania zonope,222465,Jordania zonope,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Jordania,Jordania zonope
Junco hyemalis,10094,Junco hyemalis,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Passerellidae,,,Junco,Junco hyemalis
Juncus effusus,56153,Juncus effusus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,Juncus effusus
Juncus ensifolius,77569,Juncus ensifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,Juncus ensifolius
Juncus occidentalis,61826,Juncus occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,Juncus occidentalis
Juncus tenuis,69930,Juncus tenuis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Juncaceae,,,Juncus,Juncus tenuis
Juniperus communis,58725,Juniperus communis,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Juniperus,Juniperus communis
Juniperus maritima,164313,Juniperus maritima,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Juniperus,Juniperus maritima
Juniperus scopulorum,135883,Juniperus scopulorum,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Juniperus,Juniperus scopulorum
Kellia suborbicularis,253475,Kellia suborbicularis,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Galeommatida,,,Galeommatoidea,Lasaeidae,,,Kellia,Kellia suborbicularis
Kindbergia oregana,120909,Kindbergia oregana,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,Kindbergia oregana
Kindbergia praelonga,1122172,Kindbergia praelonga,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,Kindbergia praelonga
Kleidocerys franciscanus,1093116,Kleidocerys franciscanus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Ischnorhynchinae,,Kleidocerys,Kleidocerys franciscanus
Lacuna vincta,193902,Lacuna vincta,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Littorinoidea,Littorinidae,Lacuninae,,Lacuna,Lacuna vincta
Lafoea dumosa,423721,Lafoea dumosa,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Lafoeidae,,,Lafoea,Lafoea dumosa
Laqueus vancouveriensis,525797,Laqueus vancouveriensis,Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,,Laqueoidea,Laqueidae,Laqueinae,,Laqueus,Laqueus vancouveriensis
Larus californicus,4385,Larus californicus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,Larus californicus
Larus canus,4356,Larus canus,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,Larus canus
Larus glaucescens,4399,Larus glaucescens,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,Larus glaucescens
Larus glaucescens × occidentalis,243970,Larus glaucescens × occidentalis,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,
Larus glaucoides thayeri,556736,Larus glaucoides thayeri,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,,Laridae,Larinae,,Larus,Larus glaucoides
Lasionycteris noctivagans,40629,Lasionycteris noctivagans,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Nycticeiini,Lasionycteris,Lasionycteris noctivagans
Lasiurus cinereus,40523,Lasiurus cinereus,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,,Vespertilionoidea,Vespertilionidae,Vespertilioninae,Lasiurini,Lasiurus,Lasiurus cinereus
Lasius,931956,Lasius,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Aculeata,Formicoidea,Formicidae,Formicinae,Lasiini,Lasius,
Lathyrus japonicus,77638,Lathyrus japonicus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,Lathyrus japonicus
Lathyrus nevadensis pilosellus,241251,Lathyrus nevadensis pilosellus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Fabeae,Lathyrus,Lathyrus nevadensis
Leathesia marina,502380,Leathesia marina,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Ectocarpales,,,,Chordariaceae,,,Leathesia,Leathesia marina
Lecanora pacifica,117970,Lecanora pacifica,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecanora,Lecanora pacifica
Leiothlypis celata,979757,Leiothlypis celata,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Leiothlypis,Leiothlypis celata
Leiothlypis celata lutescens,979762,Leiothlypis celata lutescens,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,Parulidae,,,Leiothlypis,Leiothlypis celata
