iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Author,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting
Calliostoma annulatum,121181,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Calliostomatidae,Calliostomatinae,,Calliostoma,Calliostoma annulatum,Calliostoma annulatum,"(Lightfoot, 1786)",purple-ringed topsnail,1993-05-09,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Acmaea mitra,47676,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Acmaeidae,,,Acmaea,Acmaea mitra,Acmaea mitra,"Eschscholtz, 1833",whitecap limpet,1981-05-31,Andy Lamb & Donna Gibbs,DATA,,,observed
Rictaxis punctocaelatus,49779,Animalia,Mollusca,,,Gastropoda,Heterobranchia,,,,Acteonoidea,Acteonidae,,,Rictaxis,Rictaxis punctocaelatus,Rictaxis punctocaelatus,"(Carpenter, 1864)",bubble snail,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Batillaria attramentaria,68783,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Cerithioidea,Batillariidae,,,Batillaria,Batillaria attramentaria,Batillaria attramentaria,"(G. B. Sowerby I, 1855)",Japanese false cerith,,,DATA,2019-05-05,John Reynolds,observed
Epitonium indianorum,129921,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,Epitonioidea,Epitoniidae,,,Epitonium,Epitonium indianorum,Epitonium indianorum,"(Carpenter, 1864)",money wentletrap,2008-07-19,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Cryptobranchia concentrica,541593,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lepetidae,,,Cryptobranchia,Cryptobranchia concentrica,Cryptobranchia concentrica,"(Middendorff, 1857)",ringed blind limpet,2007-10-14,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Lottia digitalis,1106826,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,,Lottia digitalis,"(Rathke, 1833)",fingered limpet,,,DATA,2016-09-01,Andrew Simon,observed
Lottia pelta,63243,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,Lottia pelta,Lottia pelta,"(Rathke, 1833)",shield limpet,,,DATA,2017-04-10,Andrew Simon,observed
Lottia persona,339143,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,Lottia persona,Lottia persona,"(Rathke, 1833)",mask limpet,,,DATA,2015-08-28,Lauren Magner & Andrew Simon,observed
Lottia scutum,129962,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,,,Lottioidea,Lottiidae,Lottiinae,Lottiini,Lottia,Lottia scutum,Lottia scutum,"(Rathke, 1833)",plate limpet,2002-03-23,Andy Lamb & Donna Gibbs,DATA,2016-08-21,Tyrel Froese,observed
Odostomia,129939,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,,,Odostomia,,Odostomia sp.,,,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Turbonilla,84989,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,Turbonillinae,,Turbonilla,,Turbonilla sp.,,,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Margarites pupillus,129922,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Margaritidae,,,Margarites,Margarites pupillus,Margarites pupillus,"(Gould, 1849)",puppet margarite,2009-02-08,Andy Lamb & Donna Gibbs,DATA,2017-05-14,Scott Gilmore,observed
Lepidozona interstincta,131231,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Lepidozona,Lepidozona interstincta,Lepidozona interstincta,"(Gould, 1846)",smooth lepidozona,1995-01-17,Robert Forsyth & Tammy Forsyth,DATA,,,unobserved
Lepidozona mertensii,117621,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Lepidozona,Lepidozona mertensii,Lepidozona mertensii,"(Middendorff, 1847)",Merten's chiton,1995-01-17,Robert Forsyth & Tammy Forsyth,DATA,,,unobserved
Lepidozona trifida,500743,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Lepidozona,Lepidozona trifida,Lepidozona trifida,"(Carpenter, 1864)",three-rib chiton,1999-05-05,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Cyanoplax dentiens,71241,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,Cyanoplax,Cyanoplax dentiens,Cyanoplax dentiens,"(Gould, 1846)",Gould’s baby chiton,,,DATA,2017-05-14,Scott Gilmore,observed
Lepidochitona,130883,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,,,Lepidochitona,,Lepidochitona sp.,,,1893-06-01,Charles Newcombe,DATA,,,unobserved
Katharina tunicata,47632,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Katharina,Katharina tunicata,Katharina tunicata,"(W. Wood, 1815)",black leather chiton,1993-08-16,Andy Lamb & Donna Gibbs,DATA,2019-04-29,Andrew Simon,observed
Mopalia hindsii,51725,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia hindsii,Mopalia hindsii,"(Reeve, 1874)",Hind's mopalia,1999-07-31,Andy Lamb & Donna Gibbs,DATA,2019-07-01,'sarahs77',observed
Mopalia kennerleyi,360858,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia kennerleyi,Mopalia kennerleyi,"Carpenter, 1864",northern hairy chiton,1999-07-31,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Mopalia lignosa,51724,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia lignosa,Mopalia lignosa,"(Gould, 1846)",woody chiton,1999-07-31,Andy Lamb & Donna Gibbs,DATA,2018-08-10,Karolle Wall,observed
Mopalia muscosa,117633,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia muscosa,Mopalia muscosa,"(Gould, 1846)",mossy chiton,2008-10-10,Andy Lamb & Donna Gibbs,DATA,2017-05-26,Kris Krüg,observed
Mopalia phorminx,977159,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia phorminx,Mopalia phorminx,"Berry, 1919",feathery mopalia,2019-03-17,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Mopalia sinuata,429863,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia sinuata,Mopalia sinuata,"Carpenter, 1864",dwarf hairy mopalia,2019-03-17,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Mopalia spectabilis,364026,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia spectabilis,Mopalia spectabilis,"G.I. Cowan & I.M. Cowan, 1977",red-flecked mopalia,1999-05-04,Andy Lamb & Donna Gibbs,DATA,2016-05-25,Karolle Wall,observed
Mopalia swanii,339904,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia swanii,Mopalia swanii,"Carpenter, 1864",Swan's mopalia,2006-06-30,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Mopalia vespertina,364027,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Mopalia,Mopalia vespertina,Mopalia vespertina,"(Gould, 1852)",smooth mopalia,1973-04-20,Ian Mc Taggart-Cowan,DATA,2017-05-26,Kris Krüg,observed
Placiphorella rufa,547332,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,Placiphorella rufa,Placiphorella rufa,"S.S. Berry, 1917",red veiled-chiton,1999-05-05,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Placiphorella velata,55354,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,Placiphorella velata,Placiphorella velata,"Dall, 1879",veiled-chiton,2011-11-18,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Tonicella insignis,498132,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella insignis,Tonicella insignis,"(Reeve, 1847)",white-line chiton,1973-06-14,Philip Lambert,DATA,,,unobserved
Cryptochiton stelleri,49053,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Cryptoplacoidea,Acanthochitonidae,Cryptochitoninae,,Cryptochiton,Cryptochiton stelleri,Cryptochiton stelleri,"(Middendorff, 1847)",giant Pacific chiton,1973-09-20,Andy Lamb & Donna Gibbs,DATA,2016-04-24,Chessi Miltner,observed
Tonicella undocaerulea,194021,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella undocaerulea,Tonicella cf undocaerulea,"Sirenko, 1973",blue lined chiton,,,DATA,2015-09-25,Karolle Wall,observed
Tonicella lineata,47425,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella lineata,Tonicella lineata,"(Wood, 1815)",lined chiton,1995-01-17,Robert Forsyth & Tammy Forsyth,DATA,2016-06-06,Chessi Miltner,observed
Rhabdus rectius,957345,Animalia,Mollusca,,,Scaphopoda,,,Dentaliida,,,Rhabdidae,,,Rhabdus,Rhabdus rectius,Rhabdus rectius,"Carpenter, 1864",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Gadila aberrans,509660,Animalia,Mollusca,,,Scaphopoda,,,Gadilida,Gadilimorpha,,Gadilidae,,,Gadila,Gadila aberrans,Gadila aberrans,"(Dall, 1897)",,1961-06-22,Ian McTaggart-Cowan,DATA,,,unobserved
Clathrina,122021,Animalia,Porifera,,,Calcarea,Calcinea,,Clathrinida,,,Clathrinidae,,,Clathrina,,Clathrina sp.,,lattice-skin sponge,2017-06-30,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Leucilla nuttingi,117713,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Amphoriscidae,,,Leucilla,Leucilla nuttingi,Leucilla nuttingi,"(Urban, 1902)",stalked vase sponge,1985-07-29,Andy Lamb & Donna Gibbs,DATA,2013-10-13,Peter Luckham,observed
Leucandra heathi,345357,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Grantiidae,,,Leucandra,Leucandra heathi,Leucandra heathi,"Urban, 1906",bristly vase sponge,1971-08-21,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Leucosolenia eleanor,424817,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Leucosoleniidae,,,Leucosolenia,Leucosolenia eleanor,Leucosolenia eleanor,"Urban, 1906",spaghetti sponge,2006-06-23,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Leucosolenia nautilia,347319,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Leucosoleniidae,,,Leucosolenia,Leucosolenia nautilia,Leucosolenia nautilia,"de Laubenfels, 1930",lacy ball sponge,1994-09-10,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Sycon,347738,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Sycettidae,,,Sycon,,Sycon sp.,,tiny vase sponge,1994-10-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Cliona californiana,424811,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Clionaida,,,Clionaidae,,,Cliona,Cliona californiana,Cliona californiana,"de Laubenfels, 1932",yellow boring sponge,1973-09-20,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Aplysilla polyraphis,213993,Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,Darwinellidae,,,Aplysilla,Aplysilla polyraphis,Aplysilla polyraphis,"de Laubenfels, 1930",slippery purple sponge,2008-11-12,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Aplysilla,63646,Animalia,Porifera,,,Demospongiae,Keratosa,,Dendroceratida,,,Darwinellidae,,,Aplysilla,,Aplysilla sp.nov.,,slippery rose sponge,1985-12-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Pleraplysilla,623055,Animalia,Porifera,,,Demospongiae,Keratosa,,Dictyoceratida,,,Dysideidae,,,Pleraplysilla,,Pleraplysilla sp.nov.,,slippery white sponge,2006-09-29,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Polymastia pachymastia,117717,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,Polymastiidae,,,Polymastia,Polymastia pachymastia,Polymastia pachymastia,"de Laubenfels, 1932",aggregated nipple sponge,1994-10-07,Andy Lamb & Donna Gibbs,DATA,2016-02-07,Peter Luckham,observed
Adocia,464717,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Chalinidae,,,Adocia,,Adocia sp.,,pale orange carpet sponge,1994-09-10,Andy Lamb & Donna Gibbs,DATA,,,observed
Haliclona,129864,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Chalinidae,,,Haliclona,,Reniera sp.nov.,,gnarled finger sponge,2006-11-11,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Pachychalina,873877,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Niphatidae,,,Pachychalina,,Pachychalina sp.,,thick-strap sponges,1993-08-16,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Xestospongia hispida,873856,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,Petrosiidae,,,Xestospongia,Xestospongia hispida,Xestospongia hispida,"(Ridley & Dendy, 1886)",hard gnarled clump sponge,2005-12-10,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Acarnus erithacus,63669,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Acarnidae,,,Acarnus,Acarnus erithacus,Acarnus erithacus,"de Laubenfels, 1927",thick encrusting scarlet sponge,2008-08-29,Andy Lamb & Donna Gibbs,DATA,,,observed
Iophon lamella,196333,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Acarnidae,,,Iophon,Iophon lamella,Iophon lamella,"Wilson, 1904",white reticulated sponge,1973-09-20,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Amphilectus digitatus,459874,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Esperiopsidae,,,Amphilectus,Amphilectus digitatus,Amphilectus digitatus,"(Miklucho-maclay, 1870)",glove sponge,1981-05-31,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Isodictya rigida,459878,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Isodictyidae,,,Isodictya,Isodictya rigida,Isodictya rigida,"(Lambe, 1893)",orange finger sponge,1960-12-22,W. Clemens,DATA,,,unobserved
Semisuberites cribrosa,194571,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Esperiopsidae,,,Semisuberites,Semisuberites cribrosa,Semisuberites cribrosa,"(Miklucho-Maclay, 1870)",funnel sponge,1985-12-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Hamigera,342247,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Hymedesmiidae,,,Hamigera,,Hamigera sp.,,orange cratered encrusting sponge,1994-02-26,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Antho karykina,345142,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Microcionidae,Ophlitaspongiinae,,Antho,Antho karykina,Antho (Plocamia) karykina,"Laubenfels, 1927",bright red sponge,1985-12-08,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Clathria pennata,63672,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Microcionidae,Microcioninae,,Clathria,Clathria pennata,Clathria pennata,"(Lambe, 1895)",red velvety sponge,1971-08-21,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Myxilla lacunosa,459826,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Myxillidae,,,Myxilla,Myxilla lacunosa,Myxilla (Burtonanchora) lacunosa,"Lambe, 1893",sulphur sponge,1973-09-20,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Myxilla incrustans,256019,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Myxillidae,,,Myxilla,Myxilla incrustans,Myxilla (Myxilla) incrustans,"(Johnston, 1842)",rough scallop sponge,1973-06-14,Philip Lambert,DATA,,,unobserved
Weberella perlucida,424640,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,Polymastiidae,,,Weberella,Weberella perlucida,Weberella perlucida,"Austin, Ott, Reiswig, Romagosa & McDaniel, 2014",retractable nipple sponge,2007-10-21,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Craniella villosa,459732,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,Tetillidae,,,Craniella,Craniella villosa,Craniella villosa,"Lambe, 1893",tennis ball sponge,1985-12-07,Andy Lamb & Donna Gibbs,DATA,2013-10-13,Peter Luckham,observed
Halichondria sitiens,459775,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,Halichondria,Halichondria sitiens,Halichondria (Eumastia) sitiens,"(Schmidt, 1870)",breast sponge,2007-12-15,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Halichondria bowerbanki,120498,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,Halichondria,Halichondria bowerbanki,Halichondria bowerbanki,"Burton, 1930",Bowerbank's crumb of bread sponge,1973-09-20,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Halichondria panicea,186854,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Halichondriidae,,,Halichondria,Halichondria panicea,Halichondria panicea,"(Pallas, 1766)",yellow-green encrusting sponge,1968-08-02,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Homaxinella amphispicula,459847,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Suberitidae,,,Homaxinella,Homaxinella amphispicula,Homaxinella amphispicula,"(de Laubenfels, 1961)",tough yellow branching sponge,1999-05-04,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Suberites concinnus,873889,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Suberitidae,,,Suberites,Suberites concinnus,Suberites concinnus,"Lambe, 1895",peach ball sponge,1985-12-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Suberites latus,473057,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Suberitidae,,,Suberites,Suberites latus,Suberites latus,"Lambe, 1893",hermit crab sponge,2007-12-29,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Tethya californiana,127233,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tethyida,,,Tethyidae,,,Tethya,Tethya californiana,Tethya californiana,"de Laubenfels, 1932",orange rough ball sponge,1981-05-31,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Aphrocallistes vastus,424651,Animalia,Porifera,,,Hexactinellida,Hexasterophora,,Sceptrulophora,,,Aphrocallistidae,,,Aphrocallistes,Aphrocallistes vastus,Aphrocallistes vastus,"Schulze, 1886",cloud sponge,2011-10-30,Jackson Chu,DATA,,,unobserved
Mycale adhaerens,256010,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Mycalidae,,,Mycale,Mycale adhaerens,Mycale (Aegogropila) adhaerens,"(Lambe, 1893b)",,,,DATA,,,
Aplidium californicum,131232,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Aplidium,Aplidium californicum,Aplidium californicum,"(Ritter & Forsyth, 1917)",California sea pork,1994-10-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Aplidium solidum,195372,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Aplidium,Aplidium solidum,Aplidium solidum,"(Ritter & Forsyth, 1917)",red ascidian,1985-07-29,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Ascidia columbiana,428617,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Ascidiidae,,,Ascidia,Ascidia columbiana,Ascidia columbiana,"(Huntsman, 1912)",sea blisters,2011-11-18,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Ascidia paratropa,415129,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Ascidiidae,,,Ascidia,Ascidia paratropa,Ascidia paratropa,"(Huntsman, 1912)",glassy tunicate,1969-02-21,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Bathypera feminalba,800127,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Bathypera,Bathypera feminalba,Bathypera feminalba,"Young & Vazquez, 1995",tiny white tunicate,2009-04-04,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Boltenia villosa,194568,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Boltenia,Boltenia villosa,Boltenia villosa,"(Stimpson, 1864)",hairy tunicate,1986-04-08,,DATA,2015-05-16,Peter Luckham,observed
Botrylloides violaceus,81776,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Botrylloides,Botrylloides violaceus,Botrylloides violaceus,"Oka, 1927",lined compound ascidian,2007-10-14,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Chelyosoma productum,428793,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Chelyosoma,Chelyosoma productum,Chelyosoma productum,"Stimpson, 1864",disc-top tunicate,1969-02-22,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Ciona savignyi,81614,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Cionidae,,,Ciona,Ciona savignyi,Ciona savignyi,"Herdman, 1882",sea vase,1985-12-07,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Clavelina huntsmani,51984,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Clavelinidae,,,Clavelina,Clavelina huntsmani,Clavelina huntsmani,"Van Name, 1931",light-bulb tunicate,1995-02-24,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Cnemidocarpa finmarkiensis,47807,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Cnemidocarpa,Cnemidocarpa finmarkiensis,Cnemidocarpa finmarkiensis,"(Kiaer, 1893)",broadbase tunicate,1969-02-21,Andy Lamb & Donna Gibbs,DATA,2013-07-24,Karolle Wall,observed
Corella inflata,347987,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Corella,Corella inflata,Corella inflata,"Huntsman, 1912",brooding transparent tunicate,1999-07-31,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Corella willmeriana,447661,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Corella,Corella willmeriana,Corella willmeriana,"Herdman, 1898",transparent tunicate,1976-06-20,Rita M. O'Clair,DATA,,,unobserved
Cystodytes lobatus,339197,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polycitoridae,,,Cystodytes,Cystodytes lobatus,Cystodytes lobatus,"(Ritter, 1900)",lobed compound tunicate,1993-05-09,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Didemnum carnulentum,344918,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Didemnum,Didemnum carnulentum,Didemnum carnulentum,"Ritter & Forsyth, 1917",Pacific white crust,1985-07-29,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Didemnum,55512,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Didemnum,,Didemnum spp.,,white glove leather,1993-08-16,Andy Lamb & Donna Gibbs,DATA,2013-10-13,Peter Luckham,observed
Didemnum vexillum,126506,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Didemnum,Didemnum vexillum,Didemnum vexillum,"Kott, 2002",carpet sea squirt,2013-10-23,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Diplosoma listerianum,81778,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Diplosoma,Diplosoma listerianum,Diplosoma listerianum,"(Milne-Edwards, 1841)",gray encrusting compound tunicate,1999-07-31,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Distaplia occidentalis,347339,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Holozoidae,,,Distaplia,Distaplia occidentalis,Distaplia occidentalis,"Bancroft, 1899",mushroom compound tunicate,1981-05-31,Andy Lamb & Donna Gibbs,DATA,2019-05-04,Larry Taylor,observed
Eudistoma molle,448127,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polycitoridae,,,Eudistoma,Eudistoma molle,Eudistoma molle,"(Ritter, 1900)",red-dotted compound tunicate,1994-09-10,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Eudistoma purpuropunctatum,492675,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polycitoridae,,,Eudistoma,Eudistoma purpuropunctatum,Eudistoma purpuropunctatum,"Lambert, 1989",mauve lobed compound tunicate,2008-11-12,Andy Lamb & Donna Gibbs,DATA,,,unobserved
Halocynthia aurantium,473652,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Halocynthia,Halocynthia aurantium,Halocynthia aurantium,"(Pallas, 1787)",Pacific sea peach,1973-06-14,Philip Lambert,DATA,,,unobserved
