scientificName,scientificNameAuthorship,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,hybrid,variety,provincial_status,national_status,global_status,linkName,linkTaxonID,provincial_status_norm,national_status_clean,national_status_norm,national_status_check,bc_list,residencyStatus,residencyStatusCheck
Lepraria caesioalba,,Fungi,Ascomycota,,,Lecanoromycetes,,,Lecanorales,,,Stereocaulaceae,,,,,,,,Lepraria caesioalba,1404130,NA,,NA,FALSE,NA,NA,NA
Lepraria lobificans,,Fungi,Ascomycota,,,Lecanoromycetes,,,Lecanorales,,,Stereocaulaceae,,,,,,,,Lepraria lobificans,534751,NA,,NA,FALSE,NA,NA,NA
Leptochiton cancellatus,,Animalia,Mollusca,,,Polyplacophora,,,Lepidopleurida,,,Leptochitonidae,,,,,,,,Leptochiton cancellatus,482192,NA,,NA,FALSE,NA,NA,NA
Leptothorax calderoni,,Animalia,Arthropoda,,,Insecta,,,Hymenoptera,,Formicoidea,Formicidae,Myrmicinae,,,,,,,Leptothorax calderoni,69087,NA,,NA,FALSE,NA,NA,NA
Leptychaster pacificus,,Animalia,Echinodermata,,,Asteroidea,,,Paxillosida,,,Astropectinidae,,,,,,,,Leptychaster pacificus,293173,NA,,NA,FALSE,NA,NA,NA
Lignincola laevis,,Fungi,Ascomycota,,,Sordariomycetes,,,Microascales,,,Halosphaeriaceae,,,,,,,,Lignincola laevis,351402,NA,,NA,FALSE,NA,NA,NA
Lima vulgaris,,Animalia,Mollusca,,,Bivalvia,,,Limida,,Limoidea,Limidae,,,,,,,,Lima vulgaris,926694,NA,,NA,FALSE,NA,NA,NA
Lophozia guttulata,,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Lophoziaceae,,,,,,,,Lophozia guttulata,164793,NA,,NA,FALSE,NA,NA,NA
Lottia digitalis,,Animalia,Mollusca,,,Gastropoda,,,,,Lottioidea,Lottiidae,Lottiinae,,,,,,,Lottia digitalis,64287,NA,,NA,FALSE,NA,NA,NA
Lyonsia californica,,Animalia,Mollusca,,,Bivalvia,,,,,Pandoroidea,Lyonsiidae,,,,,,,,Lyonsia californica,179831,NA,,NA,FALSE,NA,NA,NA
Macoma balthica,,Animalia,Mollusca,,,Bivalvia,,,Cardiida,,Tellinoidea,Tellinidae,Macominae,,,,,,,Macoma balthica,203759,NA,,NA,FALSE,NA,NA,NA
Macoma calcarea,,Animalia,Mollusca,,,Bivalvia,,,Cardiida,,Tellinoidea,Tellinidae,Macominae,,,,,,,Macoma calcarea,861604,NA,,NA,FALSE,NA,NA,NA
Maculaura aquilonia,,Animalia,Nemertea,,,Pilidiophora,,,Heteronemertea,,,Lineidae,,,,,,,,Maculaura aquilonia,901915,NA,,NA,FALSE,NA,NA,NA
Marasmius rotula,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Marasmiaceae,Marasmieae,,,,,,,Marasmius rotula,63100,NA,,NA,FALSE,NA,NA,NA
Margarites inflatulus,,Animalia,Mollusca,,,Gastropoda,,,Trochida,,Trochoidea,Margaritidae,,,,,,,,Margarites inflatulus,1214202,NA,,NA,FALSE,NA,NA,NA
Marsupella tubulosa,,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,,,Gymnomitriaceae,,,,,,,,Marsupella tubulosa,1155357,NA,,NA,FALSE,NA,NA,NA
Mastocarpus latissimus,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,,,,,,Mastocarpus latissimus,865923,NA,,NA,FALSE,NA,NA,NA
Mazzaella minima,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Gigartinaceae,,,,,,,,Mazzaella minima,1435204,NA,,NA,FALSE,NA,NA,NA
Megayoldia thraciaeformis,,Animalia,Mollusca,,,Bivalvia,,,Nuculanida,,Nuculanoidea,Yoldiidae,Yoldiinae,,,,,,,Megayoldia thraciaeformis,957355,NA,,NA,FALSE,NA,NA,NA
Melampsoridium hiratsukanum,,Fungi,Basidiomycota,,,Pucciniomycetes,,,Pucciniales,,,Pucciniastraceae,,,,,,,,Melampsoridium hiratsukanum,351509,NA,,NA,FALSE,NA,NA,NA
Mesocalanus tenuicornis,,Animalia,Arthropoda,,,Copepoda,,,Calanoida,,,Calanidae,,,,,,,,Mesocalanus tenuicornis,329005,NA,,NA,FALSE,NA,NA,NA
Metacaprella kennerlyi,,Animalia,Arthropoda,,,Malacostraca,,,Amphipoda,,Caprelloidea,Caprellidae,Caprellinae,,,,,,,Metacaprella kennerlyi,117676,NA,,NA,FALSE,NA,NA,NA
Metzgeria consanguinea,,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Metzgeriales,,,Metzgeriaceae,,,,,,,,Metzgeria consanguinea,589964,NA,,NA,FALSE,NA,NA,NA
Micranthes punctata,,Plantae,Tracheophyta,,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,,,,,,,Micranthes punctata,772263,NA,,NA,FALSE,NA,NA,NA
Microthyrium macrosporum,,Fungi,Ascomycota,,,Dothideomycetes,,,Microthyriales,,,Microthyriaceae,,,,,,,,Microthyrium macrosporum,1421860,NA,,NA,FALSE,NA,NA,NA
Mimesa pauper,,Animalia,Arthropoda,,,Insecta,,,Hymenoptera,,Apoidea,Crabronidae,Pemphredoninae,,,,,,,Mimesa pauper,1575846,NA,,NA,FALSE,NA,NA,NA
Miscanthus sinensis,,Plantae,Tracheophyta,,,Liliopsida,,,Poales,,,Poaceae,Panicoideae,,,,,,,Miscanthus sinensis,165474,NA,,NA,FALSE,NA,NA,NA
Mitrella gausapata,,Animalia,Mollusca,,,Gastropoda,,,Neogastropoda,,Buccinoidea,Columbellidae,,,,,,,,Mitrella gausapata,347322,NA,,NA,FALSE,NA,NA,NA
Monocorophium insidiosum,,Animalia,Arthropoda,,,Malacostraca,,,Amphipoda,,Corophioidea,Corophiidae,Corophiinae,,,,,,,Monocorophium insidiosum,209052,NA,,NA,FALSE,NA,NA,NA
Monoculodes latimanus,,Animalia,Arthropoda,,,Malacostraca,,,Amphipoda,,,Oedicerotidae,,,,,,,,Monoculodes latimanus,0,NA,,NA,FALSE,NA,NA,NA
Mopalia egretta,,Animalia,Mollusca,,,Polyplacophora,,,Chitonida,,Mopalioidea,Mopaliidae,Mopaliinae,,,,,,,Mopalia egretta,1175099,NA,,NA,FALSE,NA,NA,NA
Mopalia ferreirai,,Animalia,Mollusca,,,Polyplacophora,,,Chitonida,,Mopalioidea,Mopaliidae,Mopaliinae,,,,,,,Mopalia ferreirai,550971,NA,,NA,FALSE,NA,NA,NA
Mopalia phorminx,,Animalia,Mollusca,,,Polyplacophora,,,Chitonida,,Mopalioidea,Mopaliidae,Mopaliinae,,,,,,,Mopalia phorminx,977159,NA,,NA,FALSE,NA,NA,NA
Myriogramme spectabilis,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Delesseriaceae,Phycodryoideae,,,,,,,Myriogramme spectabilis,1435208,NA,,NA,FALSE,NA,NA,NA
Naohidemyces vacciniorum,,Fungi,Basidiomycota,,,Pucciniomycetes,,,Pucciniales,,,Pucciniastraceae,,,,,,,,Naohidemyces vacciniorum,628810,NA,,NA,FALSE,NA,NA,NA
Nebria vandykei,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Caraboidea,Carabidae,Nebriinae,,,,,,,Nebria vandykei,225501,NA,,NA,FALSE,NA,NA,NA
Neoalbatrellus caeruleoporus,,Fungi,Basidiomycota,,,Agaricomycetes,,,Russulales,,,Albatrellaceae,,,,,,,,Neoalbatrellus caeruleoporus,351628,NA,,NA,FALSE,NA,NA,NA
Neoamphitrite edwardsi,,Animalia,Annelida,,,Polychaeta,,,,,,Terebellidae,,,,,,,,Neoamphitrite edwardsi,0,NA,,NA,FALSE,NA,NA,NA
Neodilsea borealis,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,,,,,,Neodilsea borealis,888929,NA,,NA,FALSE,NA,NA,NA
Nephasoma diaphanes,,Animalia,Sipuncula,,,Sipunculidea,,,Golfingiiformes,,,Golfingiidae,,,,,,,,Nephasoma diaphanes,0,NA,,NA,FALSE,NA,NA,NA
Neptunea lyrata,,Animalia,Mollusca,,,Gastropoda,,,Neogastropoda,,Buccinoidea,Buccinidae,Neptuneinae,,,,,,,Neptunea lyrata,919604,NA,,NA,FALSE,NA,NA,NA
Noctiluca scintillans,,Chromista,Myzozoa,,,Dinophyceae,,,Noctilucales,,,Noctilucaceae,,,,,,,,Noctiluca scintillans,,NA,,NA,FALSE,NA,NA,NA
Notoparmelia kerguelensis,,Fungi,Ascomycota,,,Lecanoromycetes,,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,,,,Notoparmelia kerguelensis,993235,NA,,NA,FALSE,NA,NA,NA
Nuculana minuta,,Animalia,Mollusca,,,Bivalvia,,,Nuculanida,,Nuculanoidea,Nuculanidae,Nuculaninae,,,,,,,Nuculana minuta,482983,NA,,NA,FALSE,NA,NA,NA
Nuculana navisa,,Animalia,Mollusca,,,Bivalvia,,,Nuculanida,,Nuculanoidea,Nuculanidae,Nuculaninae,,,,,,,Nuculana navisa,1211878,NA,,NA,FALSE,NA,NA,NA
Nutricola ovalis,,Animalia,Mollusca,,,Bivalvia,,,Venerida,,Veneroidea,Veneridae,Callocardiinae,,,,,,,Nutricola ovalis,339139,NA,,NA,FALSE,NA,NA,NA
Obelia longissima,,Animalia,Cnidaria,,,Hydrozoa,,,Leptothecata,,,Campanulariidae,,,,,,,,Obelia longissima,191174,NA,,NA,FALSE,NA,NA,NA
Oithona atlantica,,Animalia,Arthropoda,,,Copepoda,,,Cyclopoida,,,Oithonidae,,,,,,,,Oithona atlantica,1395861,NA,,NA,FALSE,NA,NA,NA
Oithona similis,,Animalia,Arthropoda,,,Copepoda,,,Cyclopoida,,,Oithonidae,,,,,,,,Oithona similis,203469,NA,,NA,FALSE,NA,NA,NA
Onuphis iridescens,,Animalia,Annelida,,,Polychaeta,,,Eunicida,,,Onuphidae,Onuphinae,,,,,,,Onuphis iridescens,409370,NA,,NA,FALSE,NA,NA,NA
Ophiobolus acuminatus,,Fungi,Ascomycota,,,Dothideomycetes,,,Pleosporales,,,Phaeosphaeriaceae,,,,,,,,Ophiobolus acuminatus,1004186,NA,,NA,FALSE,NA,NA,NA
Ophiopholis kennerlyi,,Animalia,Echinodermata,,,Ophiuroidea,,,Amphilepidida,,Ophiactoidea,Ophiopholidae,,,,,,,,Ophiopholis kennerlyi,129228,NA,,NA,FALSE,NA,NA,NA
Paciocinebrina interfossa,,Animalia,Mollusca,,,Gastropoda,,,Neogastropoda,,Muricoidea,Muricidae,Ocenebrinae,,,,,,,Paciocinebrina interfossa,910801,NA,,NA,FALSE,NA,NA,NA
Pandalus borealis,,Animalia,Arthropoda,,,Malacostraca,,,Decapoda,,Pandaloidea,Pandalidae,,,,,,,,Pandalus borealis,437504,NA,,NA,FALSE,NA,NA,NA
Paracalanus parvus,,Animalia,Arthropoda,,,Copepoda,,,Calanoida,,,Paracalanidae,,,,,,,,Paracalanus parvus,201772,NA,,NA,FALSE,NA,NA,NA
Paraleucobryum sauteri,,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,Dicranaceae,,,,,,,,Paraleucobryum sauteri,1047417,NA,,NA,FALSE,NA,NA,NA
Paramoera bousfieldi,,Animalia,Arthropoda,,,Malacostraca,,,Amphipoda,,Calliopioidea,Pontogeneiidae,,,,,,,,Paramoera bousfieldi,1276991,NA,,NA,FALSE,NA,NA,NA
Pectinaria californiensis,,Animalia,Annelida,,,Polychaeta,,,,,,Pectinariidae,,,,,,,,Pectinaria californiensis,339247,NA,,NA,FALSE,NA,NA,NA
Peltigera hydrothyria,,Fungi,Ascomycota,,,Lecanoromycetes,,,Peltigerales,,,Peltigeraceae,,,,,,,,Peltigera hydrothyria,117300,NA,,NA,FALSE,NA,NA,NA
Phlebia ludoviciana,,Fungi,Basidiomycota,,,Agaricomycetes,,,Polyporales,,,Meruliaceae,,,,,,,,Phlebia ludoviciana,0,NA,,NA,FALSE,NA,NA,NA
Phlegmacium pansa,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Cortinariaceae,,,,,,,,Phlegmacium pansa,1636090,NA,,NA,FALSE,NA,NA,NA
Phragmidium montivagum,,Fungi,Basidiomycota,,,Pucciniomycetes,,,Pucciniales,,,Phragmidiaceae,,,,,,,,Phragmidium montivagum,1027292,NA,,NA,FALSE,NA,NA,NA
Phyllachora graminis,,Fungi,Ascomycota,,,Sordariomycetes,,,Phyllachorales,,,Phyllachoraceae,,,,,,,,Phyllachora graminis,628454,NA,,NA,FALSE,NA,NA,NA
Piricauda pelagica,,Fungi,Ascomycota,,,,,,,,,,,,,,,,,Piricauda pelagica,1223289,NA,,NA,FALSE,NA,NA,NA
Pista brevibranchiata,,Animalia,Annelida,,,Polychaeta,,,,,,Terebellidae,Terebellinae,,,,,,,Pista brevibranchiata,318286,NA,,NA,FALSE,NA,NA,NA
Plagiomnium affine,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,,,,,,Plagiomnium affine,485472,NA,,NA,FALSE,NA,NA,NA
Plagiothecium latebricola,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Plagiotheciaceae,,,,,,,,Plagiothecium latebricola,166994,NA,,NA,FALSE,NA,NA,NA
Platanthera hyperborea,,Plantae,Tracheophyta,,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,,,,,,,Platanthera hyperborea,167020,NA,,NA,FALSE,NA,NA,NA
Pleonosporium vancouverianum,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Wrangeliaceae,Spongoclonioideae,,,,,,,Pleonosporium vancouverianum,500288,NA,,NA,FALSE,NA,NA,NA
Poa cusickii,,Plantae,Tracheophyta,,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,,,,,,Poa cusickii,78638,NA,,NA,FALSE,NA,NA,NA
Pohlia tundrae,,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,Mniaceae,,,,,,,,Pohlia tundrae,167149,NA,,NA,FALSE,NA,NA,NA
Polyozellus multiplex,,Fungi,Basidiomycota,,,Agaricomycetes,,,Thelephorales,,,Thelephoraceae,,,,,,,,Polyozellus multiplex,154877,NA,,NA,FALSE,NA,NA,NA
Polypodium vulgare,,Plantae,Tracheophyta,,,Polypodiopsida,,,Polypodiales,,,Polypodiaceae,Polypodioideae,,,,,,,Polypodium vulgare,127079,NA,,NA,FALSE,NA,NA,NA
Polyporoletus sublividus,,Fungi,Basidiomycota,,,Agaricomycetes,,,Russulales,,,Albatrellaceae,,,,,,,,Polyporoletus sublividus,351910,NA,,NA,FALSE,NA,NA,NA
Polysiphonia morrowii,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,,,,,,Polysiphonia morrowii,1396483,NA,,NA,FALSE,NA,NA,NA
Polysiphonia stricta,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,,,,,,,,Polysiphonia stricta,564938,NA,,NA,FALSE,NA,NA,NA
Psathyrella lutensis,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Psathyrellaceae,,,,,,,,Psathyrella lutensis,801984,NA,,NA,FALSE,NA,NA,NA
Pseudarchaster alascensis,,Animalia,Echinodermata,,,Asteroidea,,,Paxillosida,,,Pseudarchasteridae,,,,,,,,Pseudarchaster alascensis,1166154,NA,,NA,FALSE,NA,NA,NA
Pseudarchaster pusillus,,Animalia,Echinodermata,,,Asteroidea,,,Paxillosida,,,Pseudarchasteridae,,,,,,,,Pseudarchaster pusillus,1166157,NA,,NA,FALSE,NA,NA,NA
Puccinia porphyrogenita,,Fungi,Basidiomycota,,,Pucciniomycetes,,,Pucciniales,,,Pucciniaceae,,,,,,,,Puccinia porphyrogenita,871570,NA,,NA,FALSE,NA,NA,NA
Pylaiella littoralis,,Chromista,Ochrophyta,,,Phaeophyceae,,,Ectocarpales,,,Acinetosporaceae,,,,,,,,Pylaiella littoralis,202295,NA,,NA,FALSE,NA,NA,NA
Pyropia abbottiae,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,,,,,,Pyropia abbottiae,1137253,NA,,NA,FALSE,NA,NA,NA
Pyropia fallax,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,,,,,,Pyropia fallax,866004,NA,,NA,FALSE,NA,NA,NA
Pyropia kurogii,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,,,,,,Pyropia kurogii,1435212,NA,,NA,FALSE,NA,NA,NA
Racomitrium macounii,,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,,,,Racomitrium macounii,167686,NA,,NA,FALSE,NA,NA,NA
Ramaria gelatinosa,,Fungi,Basidiomycota,,,Agaricomycetes,,,Agaricales,,,Clavariaceae,,,,,,,,Ramaria gelatinosa,0,NA,,NA,FALSE,NA,NA,NA
Rehmia cinereovirens,,Fungi,Ascomycota,,,Lecanoromycetes,,,Rhizocarpales,,,Rhizocarpaceae,,,,,,,,Rehmia cinereovirens,1648956,NA,,NA,FALSE,NA,NA,NA
Rehmia reducta,,Fungi,Ascomycota,,,Lecanoromycetes,,,Rhizocarpales,,,Rhizocarpaceae,,,,,,,,Rehmia reducta,1648962,NA,,NA,FALSE,NA,NA,NA
Remispora maritima,,Fungi,Ascomycota,,,Sordariomycetes,,,Microascales,,,Halosphaeriaceae,,,,,,,,Remispora maritima,1303519,NA,,NA,FALSE,NA,NA,NA
Remispora stellata,,Fungi,Ascomycota,,,Sordariomycetes,,,Microascales,,,Halosphaeriaceae,,,,,,,,Remispora stellata,1303525,NA,,NA,FALSE,NA,NA,NA
Rhabdus rectius,,Animalia,Mollusca,,,Scaphopoda,,,Dentaliida,,,Rhabdidae,,,,,,,,Rhabdus rectius,957345,NA,,NA,FALSE,NA,NA,NA
Rossmanomyces pyrolae,,Fungi,Basidiomycota,,,Pucciniomycetes,,,Pucciniales,,,Coleosporiaceae,,,,,,,,Rossmanomyces pyrolae,1151233,NA,,NA,FALSE,NA,NA,NA
Rubus procerus,,Plantae,Tracheophyta,,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,,,,,,Rubus procerus,1340663,NA,,NA,FALSE,NA,NA,NA
Sarcodiotheca furcata,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Solieriaceae,,,,,,,,Sarcodiotheca furcata,327100,NA,,NA,FALSE,NA,NA,NA
Savoiea robusta,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,,,,,,Savoiea robusta,946600,NA,,NA,FALSE,NA,NA,NA
Scagelia pylaisaei,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Ceramiaceae,Ceramioideae,,,,,,,Scagelia pylaisaei,327028,NA,,NA,FALSE,NA,NA,NA
Scaphinotus cavicollis,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Caraboidea,Carabidae,Carabinae,,,,,,,Scaphinotus cavicollis,510255,NA,,NA,FALSE,NA,NA,NA
Scoletoma zonata,,Animalia,Annelida,,,Polychaeta,,,Eunicida,,,Lumbrineridae,,,,,,,,Scoletoma zonata,905634,NA,,NA,FALSE,NA,NA,NA
Scoloplos armiger,,Animalia,Annelida,,,Polychaeta,,,,,,Orbiniidae,Orbiniinae,,,,,,,Scoloplos armiger,345092,NA,,NA,FALSE,NA,NA,NA
Scrippsiella trochoidea,,Chromista,Myzozoa,,,Dinophyceae,,,Peridiniales,,,Peridiniaceae,,,,,,,,Scrippsiella trochoidea,,NA,,NA,FALSE,NA,NA,NA
Scytinostroma ochroleucum,,Fungi,Basidiomycota,,,Agaricomycetes,,,Polyporales,,,Dacryobolaceae,,,,,,,,Scytinostroma ochroleucum,1031332,NA,,NA,FALSE,NA,NA,NA
Serpula vermicularis,,Animalia,Annelida,,,Polychaeta,,,Sabellida,,,Serpulidae,,,,,,,,Serpula vermicularis,117576,NA,,NA,FALSE,NA,NA,NA
Sirotrema pusilla,,Fungi,Basidiomycota,,,Tremellomycetes,,,Tremellales,,,Tremellaceae,,,,,,,,Sirotrema pusilla,0,NA,,NA,FALSE,NA,NA,NA
Soldatovia polyactocephala,,Animalia,Chordata,,,,,,Perciformes,,,Stichaeidae,Chirolophinae,,,,,,,Soldatovia polyactocephala,621174,NA,,NA,FALSE,NA,NA,NA
Sparassis crispa,,Fungi,Basidiomycota,,,Agaricomycetes,,,Polyporales,,,Sparassidaceae,,,,,,,,Sparassis crispa,63014,NA,,NA,FALSE,NA,NA,NA
Sphaerulina populicola,,Fungi,Ascomycota,,,Dothideomycetes,,,Mycosphaerellales,,,Mycosphaerellaceae,,,,,,,,Sphaerulina populicola,1020245,NA,,NA,FALSE,NA,NA,NA
Sphagnum pulchrum,,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,,,,,,Sphagnum pulchrum,132819,NA,,NA,FALSE,NA,NA,NA
Sphagnum recurvum,,Plantae,Bryophyta,,,Sphagnopsida,,,Sphagnales,,,Sphagnaceae,,,,,,,,Sphagnum recurvum,169231,NA,,NA,FALSE,NA,NA,NA
Spiraea × pyramidata,,Plantae,Tracheophyta,,,Magnoliopsida,,,Rosales,,,Rosaceae,,,,,,,,Spiraea × pyramidata,,NA,,NA,FALSE,NA,NA,NA
Sporormiella australis,,Fungi,Ascomycota,,,Dothideomycetes,,,Pleosporales,,,Sporormiaceae,,,,,,,,Sporormiella australis,384379,NA,,NA,FALSE,NA,NA,NA
Stenogramma interruptum,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Phyllophoraceae,,,,,,,,Stenogramma interruptum,339049,NA,,NA,FALSE,NA,NA,NA
Sternaspis affinis,,Animalia,Annelida,,,Polychaeta,,,,,,Sternaspidae,,,,,,,,Sternaspis affinis,497145,NA,,NA,FALSE,NA,NA,NA
Stilbum vulgare,,Fungi,Basidiomycota,,,Agaricostilbomycetes,,,Agaricostilbales,,,Chionosphaeraceae,,,,,,,,Stilbum vulgare,1017923,NA,,NA,FALSE,NA,NA,NA
Sundstroemia setigera,,Chromista,Ochrophyta,,,Bacillariophyceae,,,Rhizosoleniales,,,Rhizosoleniaceae,,,,,,,,Sundstroemia setigera,1661607,NA,,NA,FALSE,NA,NA,NA
Symphyocladiella dendroidea,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,,,,,,Symphyocladiella dendroidea,1435213,NA,,NA,FALSE,NA,NA,NA
Symphyocladiella rosea,,Plantae,Rhodophyta,,,Florideophyceae,,,Ceramiales,,,Rhodomelaceae,,,,,,,,Symphyocladiella rosea,1365820,NA,,NA,FALSE,NA,NA,NA
Symphyotrichum foliaceum,,Plantae,Tracheophyta,,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,,,,,,Symphyotrichum foliaceum,56113,NA,,NA,FALSE,NA,NA,NA
Symplectoscyphus tricuspidatus,,Animalia,Cnidaria,,,Hydrozoa,,,Leptothecata,,,Symplectoscyphidae,,,,,,,,Symplectoscyphus tricuspidatus,552293,NA,,NA,FALSE,NA,NA,NA
Testudinalia testudinalis,,Animalia,Mollusca,,,Gastropoda,,,,,Lottioidea,Lottiidae,,,,,,,,Testudinalia testudinalis,415169,NA,,NA,FALSE,NA,NA,NA
Thorlaksonius brevirostris,,Animalia,Arthropoda,,,Malacostraca,,,Amphipoda,,Amphilochoidea,Pleustidae,Pleustinae,,,,,,,Thorlaksonius brevirostris,1071954,NA,,NA,FALSE,NA,NA,NA
Thracia trapezoides,,Animalia,Mollusca,,,Bivalvia,,,,,Thracioidea,Thraciidae,,,,,,,,Thracia trapezoides,957343,NA,,NA,FALSE,NA,NA,NA
Tortanus discaudatus,,Animalia,Arthropoda,,,Copepoda,,,Calanoida,,,Tortanidae,,,,,,,,Tortanus discaudatus,567473,NA,,NA,FALSE,NA,NA,NA
Traskorchestia traskiana,,Animalia,Arthropoda,,,Malacostraca,,,Amphipoda,,Talitroidea,Talitridae,Talitrinae,,,,,,,Traskorchestia traskiana,130223,NA,,NA,FALSE,NA,NA,NA
Travisia pupa,,Animalia,Annelida,,,Polychaeta,,,,,,Travisiidae,,,,,,,,Travisia pupa,1239975,NA,,NA,FALSE,NA,NA,NA
Trichotropis cancellata,,Animalia,Mollusca,,,Gastropoda,,,Littorinimorpha,,Capuloidea,Capulidae,Capulinae,,,,,,,Trichotropis cancellata,447177,NA,,NA,FALSE,NA,NA,NA
Tritella pilimana,,Animalia,Arthropoda,,,Malacostraca,,,Amphipoda,,Caprelloidea,Caprellidae,Caprellinae,,,,,,,Tritella pilimana,1240405,NA,,NA,FALSE,NA,NA,NA
Tuckermannopsis subalpina,,Fungi,Ascomycota,,,Lecanoromycetes,,,Lecanorales,,,Parmeliaceae,,,,,,,,Tuckermannopsis subalpina,0,NA,,NA,FALSE,NA,NA,NA
Ulota reptans,,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,,,,,,Ulota reptans,170067,NA,,NA,FALSE,NA,NA,NA
Urticina crassicornis,,Animalia,Cnidaria,,,Anthozoa,,,Actiniaria,,Actinioidea,Actiniidae,,,,,,,,Urticina crassicornis,127236,NA,,NA,FALSE,NA,NA,NA
Vitreolina columbiana,,Animalia,Mollusca,,,Gastropoda,,,Littorinimorpha,,Vanikoroidea,Eulimidae,,,,,,,,Vitreolina columbiana,1081810,NA,,NA,FALSE,NA,NA,NA
Weeksia coccinea,,Plantae,Rhodophyta,,,Florideophyceae,,,Gigartinales,,,Dumontiaceae,,,,,,,,Weeksia coccinea,1435217,NA,,NA,FALSE,NA,NA,NA
Wildemania amplissima,,Plantae,Rhodophyta,,,Bangiophyceae,,,Bangiales,,,Bangiaceae,,,,,,,,Wildemania amplissima,564958,NA,,NA,FALSE,NA,NA,NA
Xylophaga washingtona,,Animalia,Mollusca,,,Bivalvia,,,Myida,,Pholadoidea,Xylophagaidae,,,,,,,,Xylophaga washingtona,1206285,NA,,NA,FALSE,NA,NA,NA
Zalerion maritima,,Fungi,Ascomycota,,,Sordariomycetes,,,Lulworthiales,,,Lulworthiaceae,,,,,,,,Zalerion maritima,1223274,NA,,NA,FALSE,NA,NA,NA
Zootermopsis nevadensis,,Animalia,Arthropoda,,,Insecta,,,Blattodea,,Blattoidea,Archotermopsidae,,,,,,,,Zootermopsis nevadensis,296482,NA,,NA,FALSE,NA,NA,NA
Acronicta lepusculina,,Animalia,Arthropoda,,,Insecta,,,Lepidoptera,,Noctuoidea,Noctuidae,Acronictinae,,,,S3S5,unknown,G5,Acronicta lepusculina,212439,s3s5,unknown,NA,FALSE,blue,NA,NA
Aedes euedes,,Animalia,Arthropoda,,,Insecta,,,Diptera,,Culicoidea,Culicidae,Culicinae,,,,S4S5,unknown,G5,Aedes euedes,458900,s4s5,unknown,NA,FALSE,yellow,NA,NA
Aedes punctor,,Animalia,Arthropoda,,,Insecta,,,Diptera,,Culicoidea,Culicidae,Culicinae,,,,S5,unknown,G5,Aedes punctor,1112115,s5,unknown,NA,FALSE,yellow,NA,NA
Aedes vexans,,Animalia,Arthropoda,,,Insecta,,,Diptera,,Culicoidea,Culicidae,Culicinae,,,,S5,unknown,G5,Aedes vexans,155387,s5,unknown,NA,FALSE,yellow,NA,NA
Agoliinus canadensis,,Animalia,Arthropoda,,,Insecta,,,Coleoptera,,Scarabaeoidea,Scarabaeidae,Aphodiinae,,,,SNR,unknown,G5,Agoliinus canadensis,457251,snr,unknown,NA,FALSE,not-listed,NA,NA
