iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Subtaxon Author,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting,Notes,Origin,Critical Notes
Acila castrensis,339158,Acila castrensis,"(Hinds, 1843)",Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculida,,,Nuculoidea,Nuculidae,,,Acila,castrensis,,nutclam or nutshell,1961-05-13,Dan B. Quayle,RBCM,,,unobserved,,native,
Magallana gigas,605992,Magallana gigas,"(Thunberg, 1793)",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Ostreida,,,Ostreoidea,Ostreidae,Crassostreinae,,Magallana,gigas,,Pacific oyster,,,,2016-08-17,Andrew Simon,observed,,non-native,
Pododesmus macrochisma,68652,Pododesmus macrochisma,"(Deshayes, 1839)",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Anomioidea,Anomiidae,,,Pododesmus,macrochisma,,green false-jingle,1986-04-08,,RBCM,2016-04-06,Karolle Wall,observed,,native,
Chlamys hastata,180013,Chlamys hastata,"(G. B. Sowerby II, 1842)",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,Pedinae,Chlamydini,Chlamys,hastata,,spiny pink scallop,1962-01-01,Dan Quayle,RBCM,2013-10-13,Peter Luckham,observed,,native,"The name Chlamys hastata hericia, reported by Dan Quayle (RBCM 989-00923-001), is unaccepted (WoRMS Editorial Board 2021)."
Chlamys rubida,84496,Chlamys rubida,"(Hinds, 1845)",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,Pedinae,Chlamydini,Chlamys,rubida,,smooth pink scallop,1961-05-13,Dan Quayle,RBCM,,,unobserved,,native,RBCM records report this specimen under the name of Chlamys islandica—an erroneous application of an Atlantic species concept.
Crassadoma gigantea,54526,Crassadoma gigantea,"(J.E. Gray, 1825)",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,Pedinae,Crassadomini,Crassadoma,gigantea,,giant rock scallop,1969-02-21,Andy Lamb,PMLS,2015-05-16,Karolle Wall,observed,,native,
Patinopecten caurinus,203116,Patinopecten caurinus,"(Gould, 1850)",Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,Pedinae,Fortipectinini,Patinopecten,caurinus,,giant Pacific sea scallop,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Tresus capax,126927,Tresus capax,"(Gould, 1850)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Mactroidea,Mactridae,Lutrariinae,,Tresus,capax,,fat gaper,1993-05-09,Charlie Gibbs,PMLS,2016-02-07,Peter Luckham,observed,,native,
Tresus nuttallii,117611,Tresus nuttallii,"(Conrad, 1837)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Mactroidea,Mactridae,Lutrariinae,,Tresus,nuttallii,,Pacific gaper,1958-09-05,Ian McTaggart-Cowan,RBCM,2019-05-04,Emily Adamczyk,observed,,native,
Zemysina impolita,1118984,Zemysina impolita,"(S. S. Berry, 1953)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Ungulinoidea,Ungulinidae,,,Zemysina,impolita,,rough diplodon,1958-09-05,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,"McTaggart-Cowan reports Diplodonta orbella (=Zemysina orbella) (RBCM 979-00293). However, this taxon has since been split, with Zemysina orbella recognized as the southern and Zemysina impolita as the northern species."
Humilaria kennerleyi,873901,Humilaria kennerleyi,"(Reeve, 1863)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,Venerinae,,Humilaria,kennerleyi,,Kennerley's venus,1958-09-05,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Leukoma staminea,333608,Leukoma staminea,"(Conrad, 1837)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,Venerinae,,Leukoma,staminea,,Pacific littleneck clam,2007-10-14,Andy Lamb,PMLS,2016-09-01,Andrew Simon,observed,,native,
Ruditapes philippinarum,343269,Ruditapes philippinarum,"(A. Adams & Reeve, 1850)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,Tapetinae,,Ruditapes,philippinarum,,Japanese littleneck,,,,2016-08-21,Tyrel Froese,observed,,non-native,
Saxidomus gigantea,130233,Saxidomus gigantea,"(Deshayes, 1839)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,Callocardiinae,,Saxidomus,gigantea,,Washington butter clam,2006-06-23,Andy Lamb,PMLS,2016-08-17,Andrew Simon,observed,,native,
Compsomyax subdiaphana,957357,Compsomyax subdiaphana,"(Carpenter, 1864)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Veneroidea,Veneridae,Clementiinae,,Compsomyax,subdiaphana,,milky venus,1961-06-22,,RBCM,,,unobserved,,native,
Entodesma navicula,339164,Entodesma navicula,"(Adams & Reeve, 1850)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Lyonsiidae,,,Entodesma,navicula,,rock entodesma,1969-02-22,Andy Lamb,PMLS,,,unobserved,,native,
Lyonsia bracteata,1118981,Lyonsia bracteata,"(Gould, 1850)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Lyonsiidae,,,Lyonsia,bracteata,,scaly lyonsia,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,Accessioned in collections at the RBCM as Lyonsia californica (RBCM 979-03305). The original ID by Ian McTaggart-Cowan is Lyonsia pugetensis which is now accepted as Lyonsia bracteata (WoRMS Editorial Board 2021).
Mytilimeria nuttalli,873896,Mytilimeria nuttalli,"Conrad, 1837",Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Lyonsiidae,,,Mytilimeria,nuttalli,,bladderclam,1985-07-29,Andy Lamb,PMLS,,,unobserved,,native,
Pandora filosa,906400,Pandora filosa,"(Carpenter, 1864)",Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Pandoridae,,,Pandora,filosa,,threaded pandora,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Pandora wardiana,906421,Pandora wardiana,"A. Adams, 1860",Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Pandoridae,,,Pandora,wardiana,,giant pandora,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Thracia trapezoides,957343,Thracia trapezoides,"Conrad, 1849",Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Thracioidea,Thraciidae,,,Thracia,trapezoides,,trapezoid thracia,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Enteroctopus dofleini,48863,Enteroctopus dofleini,"(Wülker, 1910)",Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,,Octopodoidea,Enteroctopodidae,,,Enteroctopus,dofleini,,giant pacific octopus,1993-05-09,Charlie Gibbs,PMLS,2007-10-23,Jackson Chu,observed,,native,
Octopus rubescens,47455,Octopus rubescens,"Berry, 1953",Animalia,Mollusca,,,Cephalopoda,Coleoidea,Octopodiformes,Octopoda,Incirrata,,Octopodoidea,Octopodidae,,,Octopus,rubescens,,Pacific red octopus,1995-02-25,Charlie Gibbs,PMLS,,,unobserved,,native,
Berryteuthis magister,432390,Berryteuthis magister,"(Berry, 1913)",Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Oegopsida,,,Onychoteuthoidea,Gonatidae,,,Berryteuthis,magister,,schoolmaster armhook squid,1956-01-29,W. Barraclough,RBCM,,,unobserved,,native,
Rossia pacifica,151358,Rossia pacifica,"Berry, 1911",Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Sepiida,Sepiolina,,Sepioloidea,Sepiolidae,Rossiinae,,Rossia,pacifica,,stubby squid,1994-02-27,Charlie Gibbs,PMLS,,,unobserved,,native,
Doryteuthis opalescens,153981,Doryteuthis opalescens,"(Berry, 1911)",Animalia,Mollusca,,,Cephalopoda,Coleoidea,Decapodiformes,Myopsida,,,,Loliginidae,,,Doryteuthis,opalescens,,California market squid,,,,2015-08-06,Chessi Miltner,observed,,native,
Phyllaplysia taylori,49864,Phyllaplysia taylori,"Dall, 1900",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Aplysiida,,,Aplysioidea,Aplysiidae,,,Phyllaplysia,taylori,,zebra leafslug,1985-12-07,Andy Lamb,PMLS,2015-05-21,Karolle Wall,observed,,native,
Acteocina culcitella,49788,Acteocina culcitella,"(Gould, 1853)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Bulloidea,Tornatinidae,,,Acteocina,culcitella,,pillow barrel-bubble,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,"Accessioned in collections at the RBCM as Cylichnella culcitella, an unrecognized name (WoRMS Editorial Board 2021)."
Aglaja ocelligera,49842,Aglaja ocelligera,"(Bergh, 1894)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Philinoidea,Aglajidae,,,Aglaja,ocelligera,,spotted aglaja,1996-05-29,Charlie Gibbs,PMLS,2015-05-20,Karolle Wall,observed,,native,
Melanochlamys diomedea,345334,Melanochlamys diomedea,"(Bergh, 1894)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Philinoidea,Aglajidae,,,Melanochlamys,diomedea,,Diomedes aglajid,1975-06-17,Philip Lambert,RBCM,2018-05-29,Karolle Wall,unobserved,Reported as (syn) Aglaja diomedea,native,
Cylichna attonsa,49792,Cylichna attonsa,"Carpenter, 1865",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Cylichnoidea,Cylichnidae,,,Cylichna,attonsa,,deep trouble chalice-bubble,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Gastropteron pacificum,49839,Gastropteron pacificum,"Bergh, 1894",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Philinoidea,Gastropteridae,,,Gastropteron,pacificum,,winged sea slug,1994-02-27,Charlie Gibbs,PMLS,,,unobserved,,native,
Haminoea vesicula,49812,Haminoea vesicula,"(Gould, 1855)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,,Cephalaspidea,,,Haminoeoidea,Haminoeidae,,,Haminoea,vesicula,,white bubble shell,2018-06-24,Karin Fletcher,PMLS,2018-05-30,Karolle Wall,observed,,native,
Myosotella myosotis,225386,Myosotella myosotis,"(Draparnaud, 1801)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Ellobiida,,,Ellobioidea,Ellobiidae,Pythiinae,,Myosotella,myosotis,,mouse-eared snail,,,,2016-09-01,Andrew Simon,observed,,non-native,
Diodora aspera,64148,Diodora aspera,"(Rathke, 1833)",Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,,Fissurelloidea,Fissurellidae,Diodorinae,,Diodora,aspera,,rough keyhole limpet,1969-02-21,Andy Lamb,PMLS,2019-05-04,Norah Brown,observed,,native,
Puncturella cucullata,904312,Puncturella cucullata,"(Gould, 1846)",Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,,Fissurelloidea,Fissurellidae,Zeidorinae,,Puncturella,cucullata,,hooded puncturella,1986-09-30,,RBCM,,,unobserved,,native,"Accessioned in RBCM collections under the name Cranopsis cucullata, an unaccepted synonym (WoRMS Editorial Board 2021)."
Haliotis kamtschatkana,56654,Haliotis kamtschatkana,"Jonas, 1845",Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Lepetellida,,,Haliotoidea,Haliotidae,,,Haliotis,kamtschatkana,,northern abalone,1981-05-31,Andy Lamb,PMLS,,,unobserved,,native,
Crepidula nummaria,117325,Crepidula cf nummaria,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Calyptraeoidea,Calyptraeidae,,,Crepidula,nummaria,,northern white slippersnail,1994-09-10,Andy Lamb,PMLS,,,unobserved,,,
Crepidula norrisiarum,485954,Crepidula norrisiarum,"Williamson, 1905",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Calyptraeoidea,Calyptraeidae,,,Crepidula,norrisiarum,,hooked slippersnail,1995-02-26,Charlie Gibbs,PMLS,,,unobserved,,native,"Reports of Crepidula cf adunca have been determined as Crepidula norrisiarum (Collin et al., in press)."
Trichotropis cancellata,447177,Trichotropis cancellata,"Hinds, 1843",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Capuloidea,Capulidae,,,Trichotropis,cancellata,,checkered hairysnail,1985-08-02,Andy Lamb,PMLS,,,unobserved,,native,
Melanella micans,733259,Melanella micans,"(Carpenter, 1865)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Vanikoroidea,Eulimidae,,,Melanella,micans,,shining balcis,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Lacuna variegata,339150,Lacuna variegata,"Carpenter, 1864",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Littorinoidea,Littorinidae,Lacuninae,,Lacuna,variegata,,variable lacuna,2009-02-08,Andy Lamb,PMLS,,,unobserved,,native,
Littorina scutulata,69995,Littorina scutulata,"Gould, 1849",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Littorinoidea,Littorinidae,Littorininae,,Littorina,scutulata,,checkered periwinkle,,,,2016-08-26,Lauren Magner,observed,,native,
Littorina sitkana,129298,Littorina sitkana,"Philippi, 1846",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Littorinoidea,Littorinidae,Littorininae,,Littorina,sitkana,,Sitka periwinkle,,,,2017-02-23,Kathleen Buckley,observed,,native,
Cryptonatica aleutica,507519,Cryptonatica aleutica,"(Dall, 1919)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Naticoidea,Naticidae,Naticinae,,Cryptonatica,aleutica,,Aleutian moonsnail,2009-01-30,Andy Lamb,PMLS,,,unobserved,,native,
Euspira pallida,873876,Euspira pallida,"(Broderip & G. B. Sowerby I, 1829)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Naticoidea,Naticidae,Polinicinae,,Euspira,pallida,,pale northern moonsnail,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Neverita lewisii,447427,Neverita lewisii,"(Gould, 1847)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Naticoidea,Naticidae,Polinicinae,,Neverita,lewisii,,Lewis' moon snail,1961-06-23,,RBCM,2016-02-07,Peter Luckham,observed,,native,"Reported as Euspira lewisii, an unaccepted synonym (WoRMS Editorial Board 2021)."
Fusitriton oregonensis,448389,Fusitriton oregonensis,"(Redfield, 1846)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Tonnoidea,Cymatiidae,,,Fusitriton,oregonensis,,Oregon triton,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,unobserved,,native,
Marsenina rhombica,337741,Marsenina rhombica,"(Dall, 1871)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Velutinoidea,Velutinidae,Velutininae,,Marsenina,rhombica,,marbled lamellarid,2016-02-07,Andy Lamb,PMLS,,,unobserved,,native,
Marsenina stearnsii,53555,Marsenina stearnsii,"(Dall, 1871)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Velutinoidea,Velutinidae,Velutininae,,Marsenina,stearnsii,,stearn's ear shell,,,,2016-04-07,Karolle Wall,observed,,native,
Velutina plicatilis,482348,Velutina plicatilis,"(O. F. Müller, 1776)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Velutinoidea,Velutinidae,Velutininae,,Velutina,plicatilis,,oblique lamellaria,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Velutina velutina,482347,Velutina velutina,"(O. F. Müller, 1776)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Velutinoidea,Velutinidae,Velutininae,,Velutina,velutina,,spiral velvet snail,2008-03-07,Andy Lamb,PMLS,,,unobserved,,native,
Petaloconchus compactus,883089,Petaloconchus cf compactus,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,,Vermetoidea,Vermetidae,,,Petaloconchus,compactus,,northern compact wormsnail,1985-12-07,Andy Lamb,PMLS,,,unobserved,,native,"Reported as Vermetus compactus (Carpenter, 1864), an unaccepted synonym (WoRMS Editorial Board 2021); this genus requires more work."
Ophiodermella fancherae,957347,Ophiodermella fancherae,"(Dall, 1903)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Conoidea,Borsoniidae,,,Ophiodermella,fancherae,,sea snail,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Lirabuccinum dirum,117642,Lirabuccinum dirum,"(Reeve, 1846)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Tudiclidae,,,Lirabuccinum,dirum,,dire whelk,1985-12-07,Andy Lamb,PMLS,2019-05-05,Kiara Ganon,observed,,native,
Alia carinata,129933,Alia carinata,"(Hinds, 1844)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Alia,carinata,,carinate dovesnail,,,,2017-05-26,Karolle Wall,observed,reported as Mitrella carinata,native,
Amphissa columbiana,117643,Amphissa columbiana,"Dall, 1916",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Amphissa,columbiana,,wrinkled amphissa,1981-05-31,Andy Lamb,RBCM,,,unobserved,,native,
Amphissa versicolor,129932,Amphissa versicolor,"Dall, 1871",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Amphissa,versicolor,,variegated amphissa,2008-11-12,Andy Lamb,PMLS,,,unobserved,,native,
Mitrella gausapata,347322,Mitrella gausapata,"(Gould, 1850)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Mitrella,gausapata,,sea snail,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Nitidella,246721,Nitidella sp.,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Columbellidae,,,Nitidella,,,,1959-12-11,Dan Quayle,RBCM,,,unobserved,,native,
Fusinus,129947,Fusinus sp.,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Fasciolariidae,Fusininae,,Fusinus,,,,1959-12-11,Dan Quayle,RBCM,,,unobserved,,native,
Oenopota,496394,Oenopota sp.,,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Conoidea,Mangeliidae,,,Oenopota,,,,1959-12-11,Dan Quayle,RBCM,,,unobserved,,native,
Ceratostoma foliatum,116687,Ceratostoma foliatum,"(Gmelin, 1791)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Ceratostoma,foliatum,,leafy hornmouth,1986-04-08,,RBCM,2013-10-13,Peter Luckham,observed,,native,
Nucella canaliculata,69998,Nucella canaliculata,"(Duclos, 1832)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,canaliculata,,channelled dogwinkle,1994-10-23,Andy Lamb,PMLS,,,unobserved,,native,
Nucella lamellosa,117641,Nucella lamellosa,"(Gmelin, 1791)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,lamellosa,,wrinkled dogwinkle,1961-06-22,Ian McTaggart-Cowan,RBCM,2015-04-04,Andrew Simon,observed,,native,
Nucella ostrina,122704,Nucella ostrina,"(Gould, 1852)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Nucella,ostrina,,northern striped dogwinkle,2008-02-17,Andy Lamb,PMLS,2019-04-29,Andrew Simon,observed,,native,
Paciocinebrina interfossa,910801,Paciocinebrina interfossa,"(Carpenter, 1864)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Paciocinebrina,interfossa,,sculptured rocksnail,2009-10-10,Andy Lamb,PMLS,,,unobserved,,native,
Paciocinebrina lurida,910800,Paciocinebrina lurida,"(Middendorff, 1848)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Ocenebrinae,,Paciocinebrina,lurida,,lurid rocksnail,1994-09-10,Andy Lamb,PMLS,,,unobserved,,native,
Scabrotrophon maltzani,500269,Scabrotrophon maltzani,"(Kobelt, 1878)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Trophoninae,,Scabrotrophon,maltzani,,sandpaper trophon,1985-12-07,Andy Lamb,PMLS,,,unobserved,,native,
Trophonopsis orpheus,506559,Trophonopsis orpheus,"(Gould, 1849)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Muricoidea,Muricidae,Pagodulinae,,Trophonopsis,orpheus,,orpheus trophon,1961-06-22,Ian McTaggart-Cowan,RBCM,,,unobserved,,native,
Nassarius mendicus,129938,Nassarius mendicus,"(Gould, 1850)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,,Buccinoidea,Nassariidae,Nassariinae,,Nassarius,mendicus,,western lean nassa,2018-06-19,Andy Lamb,PMLS,,,unobserved,,native,
Neostylidium eschrichtii,897701,Neostylidium eschrichtii,"(Middendorff, 1849)",Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,,,,Cerithioidea,Cerithiidae,Bittiinae,,Neostylidium,eschrichtii,,threaded bittium,,,,2015-08-28,Lauren Magner & Andrew Simon,observed,,native,
Hallaxa chani,48721,Hallaxa chani,"Gosliner & G. C. Williams, 1975",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Chromodoridoidea,Actinocyclidae,,,Hallaxa,chani,,Chan's dorid,,,,2009-11-15,Karin Fletcher,observed,,native,
Aegires albopunctatus,48981,Aegires albopunctatus,"MacFarland, 1905",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Doridoidei,Onchidoridoidea,Aegiridae,,,Aegires,albopunctatus,,salt-and-pepper nudibranch,1996-05-29,Charlie Gibbs,PMLS,2018-06-18,Karin Fletcher,unobserved,,native,
Aeolidia loui,498117,Aeolidia loui,"Kienberger, Carmona, Pola, Padula, Gosliner & Cervera, 2016",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Aeolidiidae,,,Aeolidia,loui,,shag-rug nudibranch,,,,2016-04-01,Karolle Wall,observed,,native,
Aeolidia papillosa,498116,Aeolidia papillosa,"(Linnaeus, 1761)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Aeolidiidae,,,Aeolidia,papillosa,,papillate sea slug,1969-02-22,Andy Lamb,PMLS,2016-02-07,Peter Luckham,observed,,native,
Cerberilla mosslandica,50477,Cerberilla mosslandica,"McDonald & Nybakken, 1975",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Aeolidioidea,Aeolidiidae,,,Cerberilla,mosslandica,,brown burrowing aeolid,,,,2018-06-19,Karin Fletcher,observed,,native,
Apata pricei,631469,Apata pricei,"(MacFarland, 1966)",Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,,Fionoidea,Apataidae,,,Apata,pricei,,Price's aeolid,2013-05-17,Andy Lamb,PMLS,2014-04-09,Karin Fletcher,unobserved,reported as Flabellina pricei,native,"Two subspecies are recognized: a Californian subspecies, Apata pricei pricei, as originally described from Monterey, California, and a Western Pacific subspecies, Apata pricei komandorica. No specimens have been sequenced to determine which subspecies are present in the Salish Sea. However, we do not appear to have the subspecies originally described in MacFarland 1966."
