Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID
Homalothecium aureum,(Spruce) H. Rob.,golden curl-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4? (2015),reported,unobserved,1969-08-21,C.C. Chuang,UBC,B208326,,,,,"reported as Homalothecium pinnatifidum; H. aureum var. pinnatifidum is considered synonymous, acc. Tropicos; however, the Bryophyte Flora of North America treats H. pinnatifidum as synonymous with H. aureum",451921
Homalothecium fulgescens,(Mitt. ex Müll. Hal.) A. Jaeger,yellow curl-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5,confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208316,2/1/2019,Andrew Simon,https://www.inaturalist.org/observations/20023021,https://static.inaturalist.org/photos/30907082/medium.jpeg?1549077007,,123819
Homalothecium nuttallii,(Wilson) A. Jaeger,Nuttall’s homalothecium,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5,reported,unobserved,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,,,,,,67892
Isothecium cristatum,(Hampe) H. Rob.,isothecium moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4,confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208342,4/5/2019,Andrew Simon,https://www.inaturalist.org/observations/22070922,https://static.inaturalist.org/photos/34178858/medium.jpeg?1554525972,,68058
Isothecium stoloniferum,Brid.,cat's tail moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5,confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208319,5/5/2019,Andrew Simon,https://www.inaturalist.org/observations/24706336,https://static.inaturalist.org/photos/38205338/medium.jpeg?1557193078,,67903
Kindbergia oregana,(Sull.) Ochyra,Oregon beaked moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S5,confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208317,1/24/2019,Andrew Simon,https://www.inaturalist.org/observations/19857229,https://static.inaturalist.org/photos/30615119/medium.jpeg?1548392791,,120909
Pseudoscleropodium purum,(Hedw.) M. Fleisch.,neat feather-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,exotic,unlisted,new 2019,observed,,,,,1/30/2019,Andrew Simon,https://www.inaturalist.org/observations/19981459,https://static.inaturalist.org/photos/30836368/medium.jpeg?1548904568,,123645
Scleropodium cespitans,L.F. Koch,tufted feather-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5 (2015),confirmed,observed,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,4/5/2019,Andrew Simon,https://www.inaturalist.org/observations/22070934,https://static.inaturalist.org/photos/34179280/medium.jpeg?1554526734,,67909
Scleropodium obtusifolium,(Mitt.) Kindb.,blunt-leaved scleropodium,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4S5 (2015),reported,unobserved,2016-04-09,Terry McIntosh,UBC,B238988,,,,,,123794
Scleropodium touretii,(Brid.) L.F. Koch,glasswort feather-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Brachytheciaceae,,native,S4? (2015),confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208310,5/5/2019,Andrew Simon,https://www.inaturalist.org/observations/24706319,https://static.inaturalist.org/photos/38205227/medium.jpeg?1557193000,,67907
Hylocomium splendens,(Hedw.) Schimp.,glittering wood-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hylocomiaceae,,native,S5,confirmed,observed,2016-04-09,Terry McIntosh,UBC,B238979,8/7/2017,Andrew Simon,https://www.inaturalist.org/observations/7536467,https://static.inaturalist.org/photos/9831203/medium.jpeg?1503013662,,122555
Pleurozium schreberi,(Willd. ex Brid.) Mitt.,red-stemmed feather moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hylocomiaceae,,native,S5 (2015),confirmed,observed,2016-04-09,Terry McIntosh,UBC,B238991,3/4/2019,Andrew Simon,https://www.inaturalist.org/observations/20960472,https://static.inaturalist.org/photos/32360999/medium.jpeg?1551752591,,130677
Rhytidiadelphus loreus,(Hedw.) Warnst.,lanky moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hylocomiaceae,,native,S5,confirmed,observed,2016-04-09,Terry McIntosh,UBC,B238997,2/26/2019,Andrew Simon,https://www.inaturalist.org/observations/20794386,https://static.inaturalist.org/photos/32070372/medium.jpeg?1551233041,,124422
Rhytidiadelphus squarrosus,(Hedw.) Warnst.,square gooseneck moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hylocomiaceae,,native,S5 (2015),reported,unobserved,2016-04-09,Terry McIntosh,UBC,B238999,,,,,,123754
Rhytidiadelphus triquetrus,(Hedw.) Warnst.,stairstep moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hylocomiaceae,,native,S5,confirmed,observed,2016-04-10,Terry McIntosh,UBC,B239040,1/24/2019,Andrew Simon,https://www.inaturalist.org/observations/19857228,https://static.inaturalist.org/photos/30615115/medium.jpeg?1548392771,,123923
Buckiella undulata,(Hedw.) Ireland,waved silk-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hypnaceae,,native,S4 (2015)  ,confirmed,observed,2016-04-09,Terry McIntosh,UBC,B238975,2/26/2019,Andrew Simon,https://www.inaturalist.org/observations/20794374,https://static.inaturalist.org/photos/32070230/medium.jpeg?1551232896,,123497
Eurynchiastrum pulchellum,(Hedwig) Ignatov & Huttunen,,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hypnaceae,,unlisted,unlisted,reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Hypnum circinale,Hook.,coiled-leaf claw-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hypnaceae,,native,S5,confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B181256,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336523,https://static.inaturalist.org/photos/19534955/medium.jpeg?1528727147,,125464
Hypnum cupressiforme,Hedw.,cypess-leaved plaitmoss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hypnaceae,,native,S4S5 (2011),new 2019,observed,,,,,1/16/2019,Andrew Simon,https://www.inaturalist.org/observations/19726537,https://static.inaturalist.org/photos/30392643/medium.jpeg?1547887687,,163992
Hypnum dieckii,Ren. & Card.,Dieck's hypnum moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hypnaceae,,native,S4S5 (2015),reported,unobserved,1970-08-29,Wilfred B. Schofield,UBC,B111546,,,,,,
Hypnum subimponens,Lesq.,curly claw-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hypnaceae,,native,S4S5 (2015),confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208315,2/26/2019,Andrew Simon,https://www.inaturalist.org/observations/20794382,https://static.inaturalist.org/photos/32070298/medium.jpeg?1551232961,,130684
Pseudotaxiphyllum elegans,(Brid.) Z. Iwats.,elegant silk moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Hypnaceae,,native,S4S5 (2015),confirmed,observed,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336528,https://static.inaturalist.org/photos/19535526/medium.jpeg?1528727953,,
Plagiothecium laetum,Schimp.,bright silk-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Plagiotheciaceae,,native,S4S5 (2015),new 2019,unobserved,2019-05-05,Steve Joya & Olivia Lee,Bioblitz 2019,,,,,,,123563
Heterocladium macounii,Best,Macoun's bileaf moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Pterigynandraceae,,native,S4S5 (2011),confirmed,observed,1970-08-29,Wilfred B. Schofield,UBC,B64030,5/17/2019,Andrew Simon,https://www.inaturalist.org/observations/25649048,https://static.inaturalist.org/photos/39751058/medium.jpeg?1558657984,,163713
Claopodium bolanderi,Best,Bolander’s claopodium moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Thuidiaceae,,native,S4S5 (2015),confirmed,observed,2016-04-09,Terry McIntosh,UBC,B238957,1/24/2019,Andrew Simon,https://www.inaturalist.org/observations/19857215,https://static.inaturalist.org/photos/30615003/medium.jpeg?1548392520,,160663
Claopodium crispifolium,(Hook.) Renauld & Cardot,rough moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Thuidiaceae,,native,S4S5 (2015),confirmed,observed,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,2/1/2019,Andrew Simon,https://www.inaturalist.org/observations/20023022,https://static.inaturalist.org/photos/30907100/medium.jpeg?1549077067,,128661
Claopodium whippleanum,(Sull.) Renauld & Cardot,Whipple's claopodium moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Hypnales,,,Thuidiaceae,,native,S3S4 (2015),confirmed,observed,2016-04-09,Terry McIntosh,UBC,B238984,5/5/2019,Andrew Simon,https://www.inaturalist.org/observations/24706288,https://static.inaturalist.org/photos/38204955/medium.jpeg?1557192788,,67868
Hedwigia stellata,Hedenäs,starry hoar-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Leucodontales,,,Hedwigiaceae,,native,S3S4 (2015),confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208334,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336538,https://static.inaturalist.org/photos/19536388/medium.jpeg?1528728974,,163552
Pseudobraunia californica,(Lesq.) Broth.,California pseudobraunia moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Leucodontales,,,Hedwigiaceae,,native,S3S4 (2015),confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208338,5/16/2019,Andrew Simon,https://www.inaturalist.org/observations/25247936,https://static.inaturalist.org/photos/39085338/medium.jpeg?1558061854,,156472
Antitrichia californica,Sull.,California antitrichia moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Leucodontales,,,Leucodontaceae,,native,S4 (2015),confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208324,3/21/2019,Andrew Simon,https://www.inaturalist.org/observations/21474053,https://static.inaturalist.org/photos/33227610/medium.jpeg?1553228506,,67846
Antitrichia curtipendula,(Timm ex Hedw.) Brid.,pendulous wing-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Leucodontales,,,Leucodontaceae,,native,S5 (2015),confirmed,observed,2016-04-09,Terry McIntosh,UBC,B238960,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/9343459,https://static.inaturalist.org/photos/12678079/medium.jpeg?1514891910,,126107
Dendroalsia abietina,(Hook.) E. Britton,plume moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Leucodontales,,,Leucodontaceae,,native,S3S4 (2015),reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,55340
Nogopterium gracile,(Hedw.) Crosby & W.R. Buck,bird's-foot wing-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Leucodontales,,,Leucodontaceae,,native,S2 (2015),confirmed,observed,1969-08-21,A.J. Sharp,UBC,B150937,4/28/2019,Andrew Simon,https://www.inaturalist.org/observations/24711289,https://static.inaturalist.org/photos/38212031/original.jpeg?1557197840,relatively common; probably should be downlisted,518546
Metaneckera menziesii,(Drumm.) Steere,Menzies’ metaneckera,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Leucodontales,,,Neckeraceae,,native,S4S5 (2015),reported,unobserved,1969-08-21,C.C. Chuang,UBC,B208321,,,,,,69909
Neckera douglasii,Hook.,Douglas’ neckera moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Leucodontales,,,Neckeraceae,,native,S4S5 (2011),reported,unobserved,1969-08-21,C.C. Chuang,UBC,B208322,,,,,,69912
Porotrichum bigelovii,(Sull.) Kindb.,Bigelow’s porotrichum moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Leucodontales,,,Neckeraceae,,native,S4S5 (2015),confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208311,5/17/2019,Andrew Simon,https://www.inaturalist.org/observations/25648306,https://static.inaturalist.org/photos/39749799/medium.jpeg?1558657181,,67841
Amphidium californicum,(Hampe ex Müll. Hal.) Broth.,California yoke moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Orthotrichales,,,Orthotrichaceae,,native,S4 (2015),reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,B45017,,,,,,158304
Orthotrichum consimile,Mitt.,bristle-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Orthotrichales,,,Orthotrichaceae,,native,S4S5 (2015),confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208333,1/24/2019,Andrew Simon,https://www.inaturalist.org/observations/19857230,https://static.inaturalist.org/photos/30615123/medium.jpeg?1548392799,,165946
Orthotrichum lyellii,Hook. & Taylor,Lyell's bristle-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Orthotrichales,,,Orthotrichaceae,,native,S4S5 (2015),confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208323,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336541,https://static.inaturalist.org/photos/19536613/medium.jpeg?1528729220,,67951
Orthotrichum pulchellum,Brunt.,beautiful bristle-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Orthotrichales,,,Orthotrichaceae,,native,S3S4 (2015),new 2019,observed,,,,,1/16/2019,Andrew Simon,https://www.inaturalist.org/observations/19726533,https://static.inaturalist.org/photos/30392585/original.jpeg?1547887301,,165965
Orthotrichum pulchellum,,Elegant Bristle-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Orthotrichales,,,Orthotrichaceae,,,,new 2019,observed,,,,,1/16/2019,Andrew Simon,https://www.inaturalist.org/observations/19726533,https://static.inaturalist.org/photos/30392585/medium.jpeg?1547887301,,165965
Orthotrichum rupestre,Schleich ex Schwägr.,rock bristle-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Orthotrichales,,,Orthotrichaceae,,native ,S4 (2015),confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B145265,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336546,https://static.inaturalist.org/photos/19536882/medium.jpeg?1528729541,,165970
Orthotrichum speciosum,Nees in J. W. Sturm,showy bristle-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Orthotrichales,,,Orthotrichaceae,,native ,S4S5 (2015),reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Ulota phyllantha,Brid.,frizzled pincushion,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Orthotrichales,,,Orthotrichaceae,,native,S4S5 (2015),confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B134326,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336534,https://static.inaturalist.org/photos/19536074/medium.jpeg?1528728703,,170066
Zygodon viridissimus,(Dicks.) Brid.,green yoke-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Orthotrichales,,,Orthotrichaceae,,native,S4? (2015),confirmed,observed,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,6/19/2017,Andrew Simon,https://www.inaturalist.org/observations/13336521,https://static.inaturalist.org/photos/19534789/medium.jpeg?1528726918,,170457
Atrichum selwynii,Austin,crane's-bill moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Polytrichales,,,Polytrichaceae,,native,S5? (2015)  ,reported,unobserved,1969-08-21,C.C. Chuang,UBC,B208332,,,,,,55331
Atrichum undulatum,(Hedw.) P. Beauv.,common smooth cap,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Polytrichales,,,Polytrichaceae,,native,S5 (2015),confirmed,observed,2016-04-10,Terry McIntosh,St. John Point Conservation Report,,3/25/2019,Andrew Simon,https://www.inaturalist.org/observations/21618298,https://static.inaturalist.org/photos/33467225/medium.jpeg?1553566422,,124155
Polytrichum commune,Hedw.,common haircap moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Polytrichales,,,Polytrichaceae,,native,S5 (2015),confirmed,observed,2016-04-09,Terry McIntosh,Edith Point Ecological Baseline Report,,4/28/2019,Andrew Simon,https://www.inaturalist.org/observations/24711219,https://static.inaturalist.org/photos/38210619/medium.jpeg?1557196910,,68293
Polytrichum juniperinum,Hedw.,juniper haircap moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Polytrichales,,,Polytrichaceae,,native,S5 (2015),reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,B107335,,,,,,68286
Polytrichum piliferum,Hedw.,bristly haircap moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Polytrichales,,,Polytrichaceae,,native,S5 (2015),confirmed,observed,1969-08-21,C.C. Chuang,UBC,B208329,4/5/2019,Andrew Simon,https://www.inaturalist.org/observations/22070929,https://static.inaturalist.org/photos/34179040/medium.jpeg?1554526366,,67905
Crumia latifolia,(Kindb.) Schof.,wideleaf crumia moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Pottiales,,,Pottiaceae,,native,S3 (2015),reported,unobserved,5/29/1914,John Macoun,UBC,B81387,,,,,Village Bay,
Didymodon vinealis,(Brid.) R.H. Zander,soft-tufted beard-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Pottiales,,,Pottiaceae,,native,S5 (2015),reported,unobserved,1914-06-03,John Macoun,UBC,B77347,,,,,reported as Barbula cylindrica,161892
Gymnostomum aeruginosum,Sm.,verdigris tufa-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Pottiales,,,Pottiaceae,,native,S4S5 (2011),reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,B82965,,,,,,
Syntrichia princeps,(De Not.) Mitt.,brown screw-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Pottiales,,,Pottiaceae,,native,S4S5 (2015),confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B169690,1/23/2019,Andrew Simon,https://www.inaturalist.org/observations/19836680,https://static.inaturalist.org/photos/30580665/medium.jpeg?1548306114,,67915
Syntrichia ruralis,(Hedw.) F. Weber & D. Mohr,star moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Pottiales,,,Pottiaceae,,native,S5 (2015),reported,unobserved,1969-08-12,A.J. Sharp,UBC,B170165,,,,,,244075
Timmiella crassinervis,(Hampe) L.F. Koch,timmiella moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Pottiales,,,Pottiaceae,,native,S3S4 (2015),confirmed,observed,1962-06-04,Wilfred B. Schofield,UBC,B178528,3/26/2019,Andrew Simon,https://www.inaturalist.org/observations/21652936,https://static.inaturalist.org/photos/33522488/medium.jpeg?1553652595,,169775
Tortula bolanderi,(Lesq. & James) M. A. Howe,screw-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Pottiales,,,Pottiaceae,,native,S2 (2015),reported,unobserved,6/4/1962,Wilfred B. Schofield,UBC,B150408,,,,,Bennett Bay,
Tortula muralis,Hedw.,wall screw-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Pottiales,,,Pottiaceae,,native,S4? (2015),confirmed,observed,1969-07-11,Wilfred B. Schofield,UBC,B151653,4/19/2019,Andrew Simon,https://www.inaturalist.org/observations/22740065,https://static.inaturalist.org/photos/35237927/medium.jpeg?1555727268,,123498
Trichostomum tenuirostre,(Hook. & Taylor) Lindb.,narrow-fruited crisp-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Pottiales,,,Pottiaceae,,native,S4S5 (2011),reported,unobserved,2016-04-09,Terry McIntosh,UBC,B238977,,,,,,274953
Weissia controversa,Hedw.,green-tufted stubble-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Pottiales,,,Pottiaceae,,native,S4 (2015),reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,B171226,,,,,,170306
Blindia acuta,(Hedw.) Bruch & Schimp.,sharp-leaved blindia,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Seligerales,,,Seligeriaceae,,native,S5 (2015),reported,unobserved,1962-06-04,Wilfred B. Schofield,UBC,B44570,,,,,,156309
Leptobryum pyriforme,(Hedw.) Wilson,golden thread-moss,Plantae,Bryophyta,,,Bryopsida,Bryidae,,Splachnales,,,Meesiaceae,,native,S4S5 (2015),reported,unobserved,2009-01-01,Curtis R. Bjork,Mayne Flora List,,,,,,,
Timmia austriaca,Hedw.,sheathed timmia,Plantae,Bryophyta,,,Bryopsida,Timmiidae,,Timmiales,,,Timmiaceae,,native,S5 (2015),reported,unobserved,2016-04-09,Terry McIntosh,UBC,B238964,,,,,,
Prasiola meridionalis,Setchell & N.L. Gardner,green alga,Plantae,Chlorophyta,,,Trebouxiophyceae,,,Prasiolales,,,Prasiolaceae,,unlisted,unlisted,reported,unobserved,1/17/1999,Andy Lamb,PMLS,,,,,,,429864
Bryopsis sp.,,sea fern,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Bryopsidaceae,,,,reported,unobserved,1/13/1996,Andy Lamb,PMLS,,,,,,,
Codium fragile,Hariot,green sea fingers,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Codiaceae,,unlisted,unlisted,reported,unobserved,1914,anonymous,UBC,A61239,,,,,,67555
Codium setchellii,,spongy cushion,Plantae,Chlorophyta,,,Ulvophyceae,,,Bryopsidales,,,Codiaceae,,,,reported,unobserved,8/23/1997,Charlie Gibbs,PMLS,,,,,,,
Cladophora sp.,,sea moss,Plantae,Chlorophyta,,,Ulvophyceae,,,Cladophorales,,,Cladophoraceae,,,,reported,unobserved,3/7/1999,Donna Gibbs,PMLS,,,,,,,
Urospora penicilliformis,,green hair,Plantae,Chlorophyta,,,Ulvophyceae,,,Codiolales,,,Acrosiphoniaceae,,,,reported,unobserved,1/16/1999,Charlie Gibbs,PMLS,,,,,,,
Acrosiphonia arcta,,,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulotrichales,,,Ulotrichaceae,,,,new 2019,observed,,,,,5/4/2019,Katy Hind & Divya Bhalaik,https://www.inaturalist.org/observations/24526865,https://static.inaturalist.org/photos/37925371/medium.jpeg?1556994125,,464879
Acrosiphonia coalita,,green rope,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulotrichales,,,Ulotrichaceae,,,,reported,unobserved,5/20/2001,Andy Lamb,PMLS,,,,,,,
Blidingia marginata,(J.Agardh) P.J.L.Dangeard ex Bliding,seaweed,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Kornmanniaceae,,unlisted,unlisted,reported,unobserved,1914-06,John Macoun,UBC,A61265,,,,,,
Kornmannia leptoderma,,epiphytic sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Kornmanniaceae,,,,reported,unobserved,8/12/1995,Andy Lamb,PMLS,,,,,,,
Blidingia spp.,,tiny-tube sea lettuces,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,,,reported,unobserved,2/12/2006,Andy Lamb,PMLS,,,,,,inc. Blidingia minima var. vexata,
Ulva fenestrata,Postels & Ruprecht,sea lettuce,Plantae,Chlorophyta,,,Ulvophyceae,,,Ulvales,,,Ulvaceae,,unlisted,unlisted,confirmed,observed,1914,John Macoun,UBC,A61470,5/4/2019,Katy Hind,https://www.inaturalist.org/observations/24520842,https://static.inaturalist.org/photos/37916386/medium.jpg?1556988647,,152972
