iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,area,HJ_comment,FPNW_note,critical_comments,reviewed,id
Tellima grandiflora,51655,Prunus avium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tellima,grandiflora,saanich,"Occasional seedlings, TCB Beaver Lake 1982.",,,,COMP-Saanich:958
Thinopyrum obtusiflorum,1301269,Prunus cerasifera,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Thinopyrum,obtusiflorum,saanich,"Zika Fort Rodd Hill, Beacon Hill 2006. A&OC Cattle Point 2006.",,,,COMP-Saanich:959
Thlaspi arvense,79358,Prunus emarginata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Thlaspideae,Thlaspi,arvense,saanich,"Moist, woody, or open places; common throughout.",,,,COMP-Saanich:960
Thuja plicata,48252,Prunus laurocerasus,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Cupressaceae,Cupressoideae,,Thuja,plicata,saanich,Zika Fort Rodd Hill 2006. Many iNaturalist reports throughout - no information on naturalization.,,,,COMP-Saanich:961
Thymus pulegioides,169753,Prunus lusitanica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lamiaceae,Nepetoideae,Mentheae,Thymus,pulegioides,saanich,"FL Uplands Park 2014. Zika several collections Victoria, Oak Bay and Saanich. Many iNaturalist observations Victoria and Oak Bay- not much information on naturalization.",,,,COMP-Saanich:962
Thysanocarpus curvipes,58088,Prunus mahaleb,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Thelypodieae,Thysanocarpus,curvipes,saanich,"Fenneman moist, mixed forest East Saanich Indian Reserve #2 2012.",,,,COMP-Saanich:963
Tiarella trifoliata laciniata,51650,Prunus pugetensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,saanich,Zika Beacon Hill Park 2002.,,,,COMP-Saanich:964
Tiarella trifoliata trifoliata,51649,Prunus spinosa,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,,Saxifragaceae,,Heuchereae,Tiarella,trifoliata,saanich,"Native of Europe; along the roads or borders of open fields; escapee from cultivation and well established in many areas; most abundant in Saanichton, Langford, and Royal Oak. TCB Dallas Road 1993, FL Wallace Drive 1998.",,,,COMP-Saanich:965
Torilis arvensis,56846,Prunus virginiana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,,Apiaceae,Apioideae,Scandiceae,Torilis,arvensis,saanich,"Streambanks, thickets, and rocky cliffs; Victoria and Esquimalt. AC Mt Finlayson 1977, HLR Jocelyn Hill. 1996.",,,,COMP-Saanich:966
Torreyochloa pallida pauciflora,81431,Pseudognaphalium luteoalbum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Torreyochloa,pallida,saanich,"FL Cattle Point, Uplands Park. date?",,,,COMP-Saanich:967
Toxicoscordion venenosum venenosum,81432,Pseudognaphalium stramineum,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,,Melanthiaceae,,Melanthieae,Toxicoscordion,venenosum,saanich,"Open, moist places; rare; known from the Saanichton area, where it was collected by V. E. L. Goddard in 1932 and East Saanich Road by M. C. Melburn in 1962. Anderson Trial Island 1915, WAN Saanichton date? FL Gonzales Bay 2007.",,,,COMP-Saanich:968
Tragopogon dubius,54143,Pseudognaphalium thermale,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Tragopogon,dubius,saanich,"Dry, open places; common throughout.",,,,COMP-Saanich:969
Tragopogon porrifolius,54141,Pseudotsuga menziesii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Tragopogon,porrifolius,saanich,"Moist to dry areas; generally distributed throughout the forested areas; very common, and the top-ranking tree in the economy of British Columbia. Named for Archibald Menzies (1754-1842), a Scottish physician, who discovered it in 1791 at Nootka Sound on Vancouver Island.",,,,COMP-Saanich:970
Tragopogon pratensis,79385,Psilocarphus elatior,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Tragopogon,pratensis,saanich,"Open, moist places; rare; Uplands, Saanichton, and Sidney. Roberyson iNaturalist observation James Island 2020, several iNaturalist observations Oak bay and Chatham Islands.",,,,COMP-Saanich:971
Trifolium arvense,79408,Psilocarphus oregonus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,arvense,saanich,No nearby records found.,,,,COMP-Saanich:972
Trifolium campestre,57076,Psilocarphus tenellus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,campestre,saanich,"Moist, open ground; sporadic; Victoria, Saanichton, and Goldstream.",,,,COMP-Saanich:973
Trifolium cyathiferum,60198,Pteridium aquilinum var. pubescens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,cyathiferum,saanich,"Partial shade to open, exposed places; common throughout.",,,,COMP-Saanich:974
Trifolium depauperatum,58164,Pterospora andromedea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,depauperatum,saanich,"Dry, open coniferous forest; rare; known only from Sidney, Langford, Thetis Lake Park, and the Highland district.",,,,COMP-Saanich:975
Trifolium dichotomum,61179,Pterostegia drymarioides,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dichotomum,saanich,Hyde Gowland Tod Park iNaturalist observation 2021. No PNW herbarium records.,not in FPNW2,,,COMP-Saanich:976
Trifolium dubium,53313,Puccinellia distans,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,dubium,saanich,"Newcombe collection re-identified as P. nuttalliana, no other records for peninsula. GD says no valid records for BC.",,,,COMP-Saanich:977
Trifolium fragiferum,58167,Puccinellia lemmonii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,fragiferum,saanich,MCM collection re-identified as P. nuttalliana,,,,COMP-Saanich:978
Trifolium gracilentum,58165,Puccinellia maritima,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,gracilentum,saanich,No vouchers found V. Not known from area. Several iNaturalist reports for area. On Lomer & Penny's non-established list. Original id based on mis-identified P. nutkaensis.,,,,COMP-Saanich:979
Trifolium hybridum,61824,Puccinellia nutkaensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,hybridum,saanich,"Wet saline soils; occasional; Oak Bay, Saanichton Spit, and Sidney.",,,,COMP-Saanich:980
Trifolium incarnatum,64268,Puccinellia nuttalliana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,incarnatum,saanich,"Shores and wet alkaline soil; rare; known from the Uplands and Esquimalt Lagoon, where it was collected by M. C. Melburn in 1961 and 1964. E-Flora shows many collections throughout 1960s to 2000s.",,,,COMP-Saanich:981
Trifolium microcephalum,58911,Puccinellia pumila,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microcephalum,saanich,"Shores; rare; known from the Beacon Hill area, where it was collected by J. W. Eastham in 1936. Pojar Sidney Island 1976. LEP head of Misery Bay 1983.",,,,COMP-Saanich:982
Trifolium microdon,57079,Pyracantha coccinea,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,microdon,saanich,"Macoun Central Saanich 1915, TCB spreading Oak Bay 1989. FL has collections of P. fortuneana (Maxim.) H.L. Li from Coquitlam.",,,,COMP-Saanich:983
Trifolium oliganthum,71122,Pyrola aphylla,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,oliganthum,saanich,"Moist, shady, coniferous forest; rare; Royal Oak, Goldstream, and the Highland district; P. aphylla is a leafless form of species like P. asarifolia, picta, dentata, or chlorantha ?? Vouchers at V",,,,COMP-Saanich:984
Trifolium pratense,51875,Pyrola asarifolia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,pratense,saanich,"Moist, open, coniferous forest; most common species of Pyrola in the area.",,,,COMP-Saanich:985
Trifolium repens,55745,Pyrola chlorantha,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,repens,saanich,"The only given locality for this species is Waugh Creek in the Goldstream area, where it was collected by C. F. Newcombe in 1919. As part of Waugh Creek is out of the area of study, validity of this record is not certain. Also, voucher not found.",,,,COMP-Saanich:986
Trifolium retusum,79430,Pyrola dentata,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,retusum,saanich,"Dry, coniferous forest; very rare; known only from the Esquimalt area, where it was collected by W. A. Newcombe in 1931.",,,,COMP-Saanich:987
Trifolium striatum,79432,Pyrola picta,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,striatum,saanich,"The only given locality for this species is Waugh Creek in the Goldstream area, C. F. Newcombe, 1919. As part of Waugh Creek is out of the area of study, validity of this record is not positively established.",,,,COMP-Saanich:988
Trifolium subterraneum,60201,Pyrus communis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,subterraneum,saanich,"Harrison Uplands Park and Gordon Head 1966,",,,,COMP-Saanich:989
Trifolium variegatum,57080,Quercus garryana,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,variegatum,saanich,"Dry, open, rocky sites; common throughout; only native oak to British Columbia. A number of introduced oak species can be found growing on the peninsula, the most common being the European Q. robur L. and the evergreen Q. ilex L.",,,,COMP-Saanich:990
Trifolium willdenovii,57081,Ranunculus × heimburgerae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,willdenovii,saanich,"TCB and M. Heimberger many collections Oak Bay shoreline, Trial Island, Chatham Islands.",not in FPNW2,,,COMP-Saanich:991
Trifolium wormskioldii,71146,Ranunculus acris,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Trifolieae,Trifolium,wormskioldii,saanich,Native of Europe; widely established on moist soil throughout.,,,,COMP-Saanich:992
Triglochin concinna concinna,81439,Ranunculus alismifolius var. alismifolius,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Juncaginaceae,,,Triglochin,concinna,saanich,"Swampy ground and margins of ponds; sporadic in Uplands, Oak Bay, and Cadboro Bay; decreasing; Carter Uplands 1914.",,,,COMP-Saanich:993
Triglochin maritima,60264,Ranunculus aquatilis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,,Juncaginaceae,,,Triglochin,maritima,saanich,Ponds and sluggish streams; occasional throughout; vars. present aquatilis and diffusus With.,,,,COMP-Saanich:994
Triodanis perfoliata,64293,Ranunculus bulbosus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Campanulaceae,Campanuloideae,,Triodanis,perfoliata,saanich,"Collected May 1, 1995 in the Deep Cove area, north of Victoria (Birch Road, west of Saanich Road - Lomer 95-003, and across from Deep Cove Store on West Saanich Road - Lomer 95-006). According to Vascular plants of British Columbia this species was last collected in B.C. in 1890.",,,,COMP-Saanich:995
Triphysaria pusilla,57276,Ranunculus californicus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Orobanchaceae,,Pedicularideae,Triphysaria,pusilla,saanich,"Trial Island and Chatham Islands. Short, grassy ground; some with Festuca sp. and Camassia leichtlinii. 1977 Grass forb meadow at south end of island 1974 Grassy swale among rocky outcrops",,,,COMP-Saanich:996
Tripleurospermum inodorum,79441,Ranunculus flammula,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Asteroideae,Anthemideae,Tripleurospermum,inodorum,saanich,Wet ground to partly submerged; common throughout in suitable habitats.,,,,COMP-Saanich:997
Trisetum canescens,64229,Ranunculus gmelinii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Trisetum,canescens,saanich,TCB Uplands Park 1991.,,,,COMP-Saanich:998
Trisetum cernuum,79444,Ranunculus lobbii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Poeae,Trisetum,cernuum,saanich,"Aquatic annual; rare; known from Colwood, where it was collected by C. F. Newcombe in 1919 and Lost Lake, where it was collected by W. A. Newcombe in 1929;. Langford, Oak Bay, Blenkinsop Lake, Mt Douglas X-road. GD notes 1948 collection in RNVPoBC.",,,,COMP-Saanich:999
Triteleia grandiflora,79452,Ranunculus macounii,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Triteleia,grandiflora,saanich,Wet places; sporadic in Beaver Lake area and Sidney.,,,,COMP-Saanich:1000
Triteleia hyacinthina,57132,Ranunculus occidentalis var. occidentalis,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,,Asparagaceae,Brodiaeoideae,,Triteleia,hyacinthina,saanich,Moist to well-drained dry soil; common throughout.,,,,COMP-Saanich:1001
Triticum aestivum,64161,Ranunculus orthorhynchus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Poaceae,Pooideae,Triticeae,Triticum,aestivum,saanich,Moist fields and streams; common throughout.,,,,COMP-Saanich:1002
Tsuga heterophylla,48254,Ranunculus parviflorus,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,,Pinaceae,,,Tsuga,heterophylla,saanich,"Collected from a proposed golf course at the end of Creed Road in Saanich March 10, 2002 by A. & O. Ceska. First known from Oregon 1981 and Washington 1995. Probably introduced with grass seed. FL Strathcona Park and Roost Farm, East Saanich Road.",,,,COMP-Saanich:1003
Turritis glabra,79460,Ranunculus repens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,,Brassicaceae,,Turritideae,Turritis,glabra,saanich,Native of Europe; commonly established in most areas; a noxious garden weed.,,,,COMP-Saanich:1004
Typha angustifolia,60316,Ranunculus sceleratus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Typhaceae,,,Typha,angustifolia,saanich,"Brackish, grassy places; rare; collected in Island View Beach by A. Hockly in 1968. TCB Chatham Island 1992. Miskelly Panama Flats iNaturalist report 2014.",,,,COMP-Saanich:1005
Typha latifolia,48685,Ranunculus uncinatus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,,Typhaceae,,,Typha,latifolia,saanich,Moist soil; common throughout.,,,,COMP-Saanich:1006
Ulex europaeus,51751,Raphanus raphanistrum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,,Fabaceae,Faboideae,Genisteae,Ulex,europaeus,saanich,Native of Eurasia; waste ground and fields; occasionally abundant.,,,,COMP-Saanich:1007
Ulmus alata,84292,Raphanus sativus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Ulmaceae,,,Ulmus,alata,saanich,Native of Europe; agricultural weed; common in some areas.,,,,COMP-Saanich:1008
Ulmus minor,79461,Reseda alba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Ulmaceae,,,Ulmus,minor,saanich,Native of Europe; occasional escapee from cultivation; collected in Victoria by L. J. Clark in 1968.,,,,COMP-Saanich:1009
Uropappus lindleyi,50806,Rhinanthus minor ssp. groenlandicus,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,,Asteraceae,Cichorioideae,Cichorieae,Uropappus,lindleyi,saanich,"Meadows and grassy fields; sporadic at Cedar Hill, Saanich, Langford and Sidney; circumboreal. Prob ssp groenlandicus (Chabert) Neum.",,,,COMP-Saanich:1010
Urtica dioica,51884,Rhododendron groenlandicum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Urticaceae,,,Urtica,dioica,saanich,"Swamps, bogs, and moist coniferous woods; abundant in the past in suitable habitats.",,,,COMP-Saanich:1011
Urtica urens,53315,Rhynchospora alba,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,,Urticaceae,,,Urtica,urens,saanich,Wet places; rare; reported only from Pike Lake by M. C. Melburn in 1965.,,,,COMP-Saanich:1012
Utricularia minor,79466,Ribes bracteosum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lentibulariaceae,,,Utricularia,minor,saanich,"Moist, shady woods and streambanks; occasional in Thetis Lake Park, Goldstream, and the Highland district.",,,,COMP-Saanich:1013
Utricularia macrorhiza,79465,Ribes divaricatum var. divaricatum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,,Lentibulariaceae,,,Utricularia,macrorhiza,saanich,"Moist, open woods and thickets; occasional throughout.",,,,COMP-Saanich:1014
Vaccaria hispanica,79469,Ribes lacustre,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,,Caryophyllaceae,,Caryophylleae,Vaccaria,hispanica,saanich,Woods and damp thickets; occasional throughout in suitable habitat.,,,,COMP-Saanich:1015
Vaccinium cespitosum,79470,Ribes lobbii,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,cespitosum,saanich,"Open woods, slopes; occasional in Royal Oak, Saanichton, Sidney, and Goldstream.",,,,COMP-Saanich:1016
Vaccinium ovatum,48349,Ribes sanguineum,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,ovatum,saanich,Open woodland; common throughout.,,,,COMP-Saanich:1017
Vaccinium oxycoccos,126560,Robinia pseudoacacia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,oxycoccos,saanich,Native of the eastern United States; occasional along roads and farms.,,,,COMP-Saanich:1018
Vaccinium parvifolium,48354,Romanzoffia sitchensis,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,parvifolium,saanich,Montain to alpine range in IFBC. Only voucher at V was mis-identified Cymbelaria muralis from a garden.,,,,COMP-Saanich:1019
Vaccinium uliginosum,64714,Romanzoffia tracyi,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,,Ericaceae,Vaccinioideae,Vaccinieae,Vaccinium,uliginosum,saanich,"Wet sea-cliffs; occasional; Dallas Road, Victoria; not collected recently. All Dallas Road collections from a garden. Nearest native site Metchosin.",,,,COMP-Saanich:1020
Valeriana sitchensis scouleri,80266,Rorippa austriaca,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Valerianoideae,,Valeriana,sitchensis,saanich,FL Queenswood Nursery weed 2007.,,,,COMP-Saanich:1021
Valerianella locusta,55752,Rorippa curvipes,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,,Caprifoliaceae,Valerianoideae,,Valerianella,locusta,saanich,Macoun Fernwood 1918. Copley Victoria (?)1922. Goddard Sidney 1927.,,,,COMP-Saanich:1022
