Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting Status,iNat Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,iNaturalist Photo,Notes,ID,Critical Notes
Oedignathus inermis,"(Stimpson, 1860)",granular claw crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,unlisted,unlisted,reported,unobserved,2008-08-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,194566,
Phyllolithodes papillosus,"Brandt, 1848",heart crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,unlisted,unlisted,reported,unobserved,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,424896,
Placetron wosnessenskii,"Schalfeew, 1892",scaled crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,unlisted,unlisted,reported,unobserved,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459657,
Rhinolithodes wosnessenskii,"Brandt, 1848",rhinoceros crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Lithodoidea,Lithodidae,,unlisted,unlisted,reported,unobserved,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459660,
Munida quadrispina,"Benedict, J.E. (1902)",squat lobster,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Munididae,,unlisted,unlisted,new 2019,observed,,,,,,2019-07-05,Randi Mulder,https://www.inaturalist.org/observations/28244312,https://static.inaturalist.org/photos/44014860/medium.jpg?1562351914,,334674,
Hyas lyratus,"Dana, 1851",Pacific lyre crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Oregoniidae,,unlisted,unlisted,reported,unobserved,1961-05-13,Dan Quayle,RBCM,982-00207-001,1898319325,,,,,,459591,
Oregonia gracilis,"Dana, 1851",graceful decorator crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Oregoniidae,,unlisted,unlisted,confirmed,observed,1973-09-21,Andy Lamb & Donna Gibbs,PMLS,,,2017-05-29,Karolle Wall,https://www.inaturalist.org/observations/7647272,https://static.inaturalist.org/photos/10005307/medium.jpg?1503684106,,84267,
Elassochirus gilli,"(J.E. Benedict, 1892)",orange hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,reported,unobserved,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459568,
Elassochirus tenuimanus,"(Dana, 1851)",widehand hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,reported,unobserved,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459569,
Pagurus armatus,"(Dana, 1851)",blackeyed hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,reported,unobserved,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459543,
Pagurus beringanus,"(J.E. Benedict, 1892)",Bering hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,confirmed,observed,,,RBCM,986-00191-005,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854421,https://static.inaturalist.org/photos/3256322/medium.jpg?1459377930,,362749,missing RBCM metadata (this record is not in GBIF)
Pagurus caurinus,"J.F.L. Hart, 1971",Greenmark hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,confirmed,observed,2005-12-10,Andy Lamb & Donna Gibbs,PMLS,,,2015-05-16,Peter Luckham,http://www.inaturalist.org/observations/2854836,https://static.inaturalist.org/photos/3256948/original.jpg?1459382325,,180026,
Pagurus dalli,"(J.E. Benedict, 1892)",whiteknee hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,reported,unobserved,2013-01-02,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459635,
Pagurus granosimanus,"(Stimpson, 1859)",grainy hermit crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,confirmed,observed,1994-10-23,Andy Lamb & Donna Gibbs,PMLS,,,2013-05-09,Karolle Wall,http://www.inaturalist.org/observations/3910074,https://static.inaturalist.org/photos/4596479/medium.jpg?1471493094,,127555,
Pagurus hirsutiusculus,"(Dana, 1851)",hairy hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,confirmed,observed,2016-01-23,Andy Lamb & Donna Gibbs,PMLS,,,2016-08-26,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/3971319,https://static.inaturalist.org/photos/4682746/medium.jpg?1472268817,,63219,
Pagurus kennerlyi,"(Stimpson, 1864)",bluespine hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,reported,unobserved,1999-10-02,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459637,
Pagurus ochotensis,"Brandt, 1851",Alaskan hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,confirmed,observed,2013-10-20,Andy Lamb & Donna Gibbs,PMLS,,,2018-05-18,Karolle Wall,https://www.inaturalist.org/observations/12631603,https://static.inaturalist.org/photos/18270877/medium.jpg?1526799193,,202044,
Pagurus quaylei,"J.F.L. Hart, 1971",Quayle's hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,reported,unobserved,2008-06-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,366957,
Pagurus samuelis,"(Stimpson, 1857)",blueband hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,reported,unobserved,2009-03-19,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,49095,
Pagurus stevensae,"J.F.L. Hart, 1971",Stevens' hermit,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Paguroidea,Paguridae,,unlisted,unlisted,reported,unobserved,2008-03-01,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459640,
Pandalopsis lucidirimicola,"Jensen, 1998",sparkling shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,unlisted,unlisted,reported,unobserved,1995-11-24,Daniel Kent,RBCM,997-00068-001,1898318861,,,,,,459643,
Pandalus borealis,"Krøyer, 1838",northern shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,unlisted,unlisted,reported,unobserved,1956-01-29,W. Barraclough,RBCM,978-00057-001,1898295012,,,,,,437504,
Pandalus danae,"Stimpson, 1857",coonstripe shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,unlisted,unlisted,reported,unobserved,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,154708,
Pandalus eous,"Makarov, 1935",spiny pink shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,unlisted,unlisted,reported,unobserved,1995-02-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459644,
Pandalus hypsinotus,"Brandt, 1851",coonstriped shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,unlisted,unlisted,new 2016,observed,,,,,,2015-04-22,Karolle Wall,http://www.inaturalist.org/observations/3706255,https://static.inaturalist.org/photos/4303885/medium.jpg?1468968848,,226884,
Pandalus platyceros,"Brandt, 1851",Pacific prawn,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,unlisted,unlisted,reported,unobserved,1995-02-25,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,180394,
Pandalus stenolepis,"Rathbun, 1902",rough patch shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pandaloidea,Pandalidae,,unlisted,unlisted,reported,unobserved,1995-02-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459645,
Lophopanopeus bellus,"Stimpson, 1860)",black-clawed crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Xanthoidea,Panopeidae,,unlisted,unlisted,confirmed,observed,2007-10-21,Andy Lamb & Donna Gibbs,PMLS,,,2016-04-08,Karolle Wall,http://www.inaturalist.org/observations/2909657,https://static.inaturalist.org/photos/3329220/medium.jpg?1460259560,,50818,
Fabia subquadrata,"Dana, 1851",pea crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Pinnotheroidea,Pinnotheridae,,unlisted,unlisted,reported,unobserved,1934-09-06,Joesphine F.L. Hart,RBCM,985-00143-001,1898269203,,,,,,117669,
Scyra acutifrons,"Dana, 1851",sharpnose crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Majoidea,Pisidae,,unlisted,unlisted,confirmed,observed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,2013-10-13,Peter Luckham,http://www.inaturalist.org/observations/2854858,https://static.inaturalist.org/photos/3256981/medium.jpg?1459382536,,47712,
Petrolisthes cinctipes,"(J.W. Randall, 1840)",flat porcelain crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Porcellanidae,,unlisted,unlisted,reported,unobserved,2008-10-06,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,53620,
Petrolisthes eriomerus,"Stimpson, 1871",flattop crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Galatheoidea,Porcellanidae,,unlisted,unlisted,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,2017-05-26,Kris Krüg,http://inaturalist.ca/observations/6371780,https://static.inaturalist.org/photos/8040295/medium.jpg?1495832540,,47803,
Sergestes similis,"(Hansen, 1903)",,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Dendrobranchiata,Sergestoidea,Sergestidae,,unlisted,unlisted,reported,unobserved,1965-01-29,W. Barraclough,RBCM,015-00030-001,1898267324,,,,,,295635,
Eualus butleri,"Jensen, 2004",sponge eualid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,unlisted,unlisted,reported,unobserved,2016-01-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459508,
Heptacarpus kincaidi,"(M.J. Rathbun, 1902)",Kincaid's shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,unlisted,unlisted,reported,unobserved,1996-09-28,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459524,
Heptacarpus stylus,"(Stimpson, 1864)",stiletto shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,unlisted,unlisted,reported,unobserved,2006-03-05,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,458674,
Heptacarpus tenuissimus,"Holmes, 1900",slender shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,unlisted,unlisted,reported,unobserved,2002-03-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459527,
Heptacarpus tridens,"(Rathbun, 1902)",threespine shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,unlisted,unlisted,reported,unobserved,1999-10-02,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459522,
Lebbeus eludus,"Jensen, 2006",elusive lebbeid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,unlisted,unlisted,reported,unobserved,2009-05-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459480,
Lebbeus grandimanus,"(Brazhnikov, 1907)",candy stripe shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,unlisted,unlisted,reported,unobserved,1996-09-28,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459598,
Lebbeus mundus,"Jensen, 2006",cleaner lebbeid,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,unlisted,unlisted,reported,unobserved,2008-02-16,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,459601,
Hemigrapsus nudus,"(Dana, 1851)",purple shore crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Varunidae,,unlisted,unlisted,confirmed,observed,1948-06-05,,RBCM,976-01171-005,1898278739,2016-08-17,Rolando Lampitoc,http://www.inaturalist.org/observations/4021637,https://static.inaturalist.org/photos/4751775/medium.jpg?1472864560,,48342,
Hemigrapsus oregonensis,"(Dana, 1851)",yellow shore crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Grapsoidea,Varunidae,,unlisted,unlisted,new 2016,observed,,,,,,2015-08-28,Andrew Simon,http://www.inaturalist.org/observations/2580697,https://static.inaturalist.org/photos/2880914/medium.JPG?1452763668,,69170,
Euphausia sp.,,krill,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Euphausiacea,,,Euphausiidae,,unlisted,unlisted,reported,unobserved,1973-09-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,195136,
Bopyroides hippolytes,"(Kröyer, 1838)",shrimp parasitic isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Cymothoida,Bopyroidea,Bopyridae,,unlisted,unlisted,reported,unobserved,2010-07-17,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,873867,
Pentidotea resecata,"(Stimpson, 1857)",eelgrass isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,Idoteidae,,unlisted,unlisted,new 2016,observed,,,,,,2016-05-08,Karolle Wall,http://www.inaturalist.org/observations/4078193,https://static.inaturalist.org/photos/4836960/medium.jpg?1473523745,,141842,
Pentidotea wosnesenskii,"(Brandt, 1851)",rockweed isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Valvifera,,Idoteidae,,unlisted,unlisted,new 2017,observed,,,,,,2017-04-08,Tyrel Froese,https://www.inaturalist.org/observations/5620541,https://static.inaturalist.org/photos/6948591/medium.jpeg?1491711405,,126295,
Ligia occidentalis,"(Dana, 1853)",western sea roach,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Ligiidae,,unlisted,unlisted,new 2016,observed,,,,,,2016-06-27,Andrew Simon,http://www.inaturalist.org/observations/3540153,https://static.inaturalist.org/photos/4126134/medium.JPG?1467143426,,117674,
Ligia pallasii,"Brandt, 1833",common rock louse,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Ligiidae,,unlisted,unlisted,new 2017,observed,,,,,,2017-08-04,Tyson Ehlers,https://www.inaturalist.org/observations/8914894,https://static.inaturalist.org/photos/12001696/medium.jpeg?1511497443,,84264,
Ligidium gracile,"(Dana, 1854)",isopod,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Oniscidea,,Ligiidae,,unlisted,unlisted,new 2017,observed,,,,,,2017-05-27,Ayla Malcolm,https://www.inaturalist.org/observations/6613083,https://static.inaturalist.org/photos/8441837/medium.jpg?1497493994,,339104,
Gnorimosphaeroma oregonense,"(Dana, 1853)",Oregon pillbug,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Isopoda,Sphaeromatidea,Sphaeromatoidea,Sphaeromatidae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,David Metzger,https://www.inaturalist.org/observations/24633050,https://static.inaturalist.org/photos/38088741/medium.jpg?1557101083,,123798,
Lepeophtheirus sp.,,parasitic copepod,Animalia,Arthropoda,Crustacea,,Maxillopoda,,,Siphonostomatoida,,,Caligidae,,unlisted,unlisted,reported,unobserved,2008-02-03,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,329133,
Terebratalia transversa,"(Sowerby, 1846)",transverse lamp shell,Animalia,Brachiopoda,Rhychonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Terebrataliinae,unlisted,unlisted,reported,unobserved,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,122157,
Bugula californica,"Robertson, 1905",spiral bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,unlisted,unlisted,confirmed,observed,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,2017-05-26,Karolle Wall,https://www.inaturalist.org/observations/7674532,https://static.inaturalist.org/photos/10050677/medium.jpg?1503853386,,551808,
Caulibugula californica,"(Robertson, 1905)",parasol bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,unlisted,unlisted,reported,unobserved,2002-03-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Dendrobeania lichenoides,"(Robertson, 1900)",leaf crust bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,unlisted,unlisted,reported,unobserved,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Dendrobeania murrayana,"(Johnston, 1847)",fan bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Buguloidea,Bugulidae,,unlisted,unlisted,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Cellaria diffusa,"Robertson, 1905",spindly rabbit-ear bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Cellarioidea,Cellariidae,,unlisted,unlisted,reported,unobserved,1995-02-24,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Celleporina robertsoniae,"(Canu & Bassler, 1923)",rusty bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Celleporidae,,unlisted,unlisted,reported,unobserved,1997-04-15,Andy Lamb & Donna Gibbs,PMLS,,,,,,,misspelled Celleprina robertsoni,,
Cribrilina sp.,"(Fabricius, 1780)",encrusting bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Cribrilinoidea,Cribrilinidae,,unlisted,unlisted,new 2019,observed,,,,,,2019-05-04,Norah Brown,https://www.inaturalist.org/observations/24539878,https://static.inaturalist.org/photos/37945340/medium.jpeg?1557004411,,203432,
Membranipora villosa,"Hincks, 1880",kelp-encrusting bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Malacostegina,Membraniporoidea,Membraniporidae,,unlisted,unlisted,confirmed,observed,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,2016-08-17,Andrew Simon,http://www.inaturalist.org/observations/3910076,https://static.inaturalist.org/photos/4596489/medium.jpg?1471493170,reported as Membranipora serrilamella,360867,
Primavelans insculpta,"(Hincks, 1883)",fluted bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Pacificincolidae,,unlisted,unlisted,reported,unobserved,1995-02-26,Andy Lamb & Donna Gibbs,PMLS,,,,,,,reported as Hippodiplosia insculpta,,
Phidolopora pacifica,"(Robertson, 1908)",lattice-work bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Celleporoidea,Phidoloporidae,,unlisted,unlisted,reported,unobserved,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,
Schizoporella japonica,"Ortmann, 1890",orange encrusting bryozoan,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,Schizoporelloidea,Schizoporellidae,,unlisted,unlisted,confirmed,observed,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,2019-05-04,Joan Septembre,https://www.inaturalist.org/observations/24768697,https://static.inaturalist.org/photos/38304964/medium.jpeg?1557286702,misspelled Schizoporella japonicus,196034,"Jim Carlton: ""Schizoporella unicornis = introduced species in the PNW is Schizoporella japonica, although we have at least one other introduced Schizoporella down in California (S. unicornis now restricted to Europe I believe)"" "
