iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Accession Number,GBIF ID,iNaturalist Observation Link,iNaturalist Obs Photo Link,Notes,Critical Notes,Common name
Sebastes emphaeus,64468,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,Sebastes emphaeus,Sebastes emphaeus,unlisted,unlisted,confirmed,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,2015-05-16,Peter Luckham,,,http://www.inaturalist.org/observations/2854781,https://static.inaturalist.org/photos/3257132/medium.jpg?1459384258,,,Puget Sound rockfish
Sebastes flavidus,64477,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,Sebastes flavidus,Sebastes flavidus,unlisted,unlisted,reported,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,yellowtail rockfish
Sebastes maliger,63386,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,Sebastes maliger,Sebastes maliger,unlisted,unlisted,confirmed,1982-06-08,C. E. Kasserra,CMN,2016-02-07,Peter Luckham,CMNFI 1985-0086.2,,http://www.inaturalist.org/observations/2763497,https://static.inaturalist.org/photos/3127787/medium.jpg?1457578777,,,quillback rockfish
Sebastes melanops,47760,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,Sebastes melanops,Sebastes melanops,unlisted,unlisted,reported,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,black rockfish
Sebastes nigrocinctus,230757,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,Sebastes nigrocinctus,Sebastes nigrocinctus,unlisted,unlisted,reported,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,tiger rockfish
Sebastes ruberrimus,63695,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Sebastidae,Sebastinae,,Sebastes,Sebastes ruberrimus,Sebastes ruberrimus,unlisted,unlisted,confirmed,1982-06-08,C. E. Kasserra,CMN,2015-05-16,Peter Luckham,CMNFI 1985-0086.1,,http://www.inaturalist.org/observations/2854164,https://static.inaturalist.org/photos/3256011/medium.jpg?1459375796,,,yellow-eye rockfish
Syngnathus leptorhynchus,54538,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Syngnathiformes,,,Syngnathidae,Syngnathinae,,Syngnathus,Syngnathus leptorhynchus,Syngnathus leptorhynchus,unlisted,unlisted,confirmed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,2016-07-03,Paz Touchburn,,,http://www.inaturalist.org/observations/3612908,https://static.inaturalist.org/photos/4172035/medium.JPG?1467577966,,,bay pipefish
Clavelina huntsmani,51984,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Clavelinidae,,,Clavelina,Clavelina huntsmani,Clavelina huntsmani,unlisted,unlisted,reported,1995-02-24,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,light-bulb tunicate
Pycnoclavella stanleyi,424274,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Clavelinidae,,,Pycnoclavella,Pycnoclavella stanleyi,Pycnoclavella stanleyi,unlisted,unlisted,reported,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,yellow social ascidian
Didemnum carnulentum,344918,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Didemnum,Didemnum carnulentum,Didemnum carnulentum,unlisted,unlisted,reported,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,Pacific white crust
Didemnum,55512,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Didemnum,,Didemnum spp.,unlisted,unlisted,confirmed,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,2013-10-13,Peter Luckham,,,http://www.inaturalist.org/observations/2976349,https://static.inaturalist.org/photos/3420624/medium.jpg?1461099539,,Didemnum spp. in our dive log data for Galiano Island is most likely via our Didemnun/Trididemnum category. This category has traditionally been used for encrusting whitish compound tunicate that often forms large sheets . We have followed this procedure based upon Gretchen Lambert's advice. An impossible task to go further in the field and without specimen sampling.,white glove leather
Didemnum vexillum,126506,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Didemnum,Didemnum vexillum,Didemnum vexillum,unlisted,unlisted,reported,2013-10-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,"Requires review; confer with Gretchen Lambert; the Didemnum vexillum name is the result of a recent interaction with Gretchen Lambert. This is the correct name for the invasive species shown in our book (page 357, CH43) which was tentatively termed Didemnum.",carpet sea squirt
Diplosoma listerianum,81778,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Diplosoma,Diplosoma listerianum,Diplosoma listerianum,unlisted,unlisted,reported,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,gray encrusting compound tunicate
Trididemnum alexi,798823,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Trididemnum,Trididemnum alexi,Trididemnum alexi,unlisted,unlisted,reported,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,speckled compound tunicate
Distaplia occidentalis,347339,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Holozoidae,,,Distaplia,Distaplia occidentalis,Distaplia occidentalis,unlisted,unlisted,confirmed,1981-05-31,Andy Lamb & Donna Gibbs,PMLS,2019-05-04,Larry Taylor,,,https://www.inaturalist.org/observations/30012080,https://static.inaturalist.org/photos/46864041/medium.jpeg?1564701493,,,mushroom compound tunicate
Cystodytes lobatus,339197,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polycitoridae,,,Cystodytes,Cystodytes lobatus,Cystodytes lobatus,unlisted,unlisted,reported,1993-05-09,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,lobed compound tunicate
Eudistoma molle,448127,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polycitoridae,,,Eudistoma,Eudistoma molle,Eudistoma molle,unlisted,unlisted,reported,1994-09-10,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,red-dotted compound tunicate
Aplidium californicum,131232,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Aplidium,Aplidium californicum,Aplidium californicum,unlisted,unlisted,reported,1994-10-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,California sea pork
Aplidium solidum,195372,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Aplidium,Aplidium solidum,Aplidium solidum,unlisted,unlisted,reported,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,red ascidian
Synoicum parfustis,424278,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Synoicum,Synoicum parfustis,Synoicum parfustis,unlisted,unlisted,reported,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,peach-coloured compound tunicate
Eudistoma purpuropunctatum,492675,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polycitoridae,,,Eudistoma,Eudistoma purpuropunctatum,Eudistoma purpuropunctatum,unlisted,unlisted,confirmed,2008-11-12,Andy Lamb & Donna Gibbs,PMLS,2013-10-13,Peter Luckham,,,http://www.inaturalist.org/observations/2976065,https://static.inaturalist.org/photos/3420229/medium.jpg?1461098012,,,mauve lobed compound tunicate
Ascidia columbiana,428617,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Ascidiidae,,,Ascidia,Ascidia columbiana,Ascidia columbiana,unlisted,unlisted,reported,2011-11-18,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,sea blisters
Ascidia paratropa,415129,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Ascidiidae,,,Ascidia,Ascidia paratropa,Ascidia paratropa,unlisted,unlisted,reported,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,glassy tunicate
Ciona savignyi,81614,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Cionidae,,,Ciona,Ciona savignyi,Ciona savignyi,unlisted,unlisted,reported,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,sea vase
Chelyosoma productum,428793,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Chelyosoma,Chelyosoma productum,Chelyosoma productum,unlisted,unlisted,reported,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,disc-top tunicate
Corella inflata,347987,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Corella,Corella inflata,Corella inflata,unlisted,unlisted,reported,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,brooding transparent tunicate
Corella willmeriana,447661,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Corellidae,,,Corella,Corella willmeriana,Corella willmeriana,unlisted,unlisted,reported,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,transparent tunicate
Perophora annectens,372665,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,Perophoridae,,,Perophora,Perophora annectens,Perophora annectens,unlisted,unlisted,reported,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,yellow social tunicate
Boltenia villosa,194568,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Boltenia,Boltenia villosa,Boltenia villosa,unlisted,unlisted,confirmed,,,RBCM,2015-05-16,Peter Luckham,986-00191-019,,http://www.inaturalist.org/observations/2854899,https://static.inaturalist.org/photos/3257040/medium.jpg?1459383044,,not represented in GBIF / RBCM catalogue,hairy tunicate
Halocynthia igaboja,428524,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Halocynthia,Halocynthia igaboja,Halocynthia igaboja,unlisted,unlisted,confirmed,1994-02-26,Andy Lamb & Donna Gibbs,PMLS,2015-05-16,Peter Luckham,,,http://www.inaturalist.org/observations/2854905,https://static.inaturalist.org/photos/3257048/medium.jpg?1459383148,,,bristly tunicate
Cnemidocarpa finmarkiensis,47807,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Cnemidocarpa,Cnemidocarpa finmarkiensis,Cnemidocarpa finmarkiensis,unlisted,unlisted,confirmed,1969-02-21,Andy Lamb & Donna Gibbs,PMLS,2013-07-24,Karolle Wall,,,http://www.inaturalist.org/observations/4015210,https://static.inaturalist.org/photos/3420358/medium.jpg?1461098569,,,broadbase tunicate
Styela montereyensis,333922,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,Styela montereyensis,Styela montereyensis,unlisted,unlisted,new 1978,,,,1978-02-19,Rick Harbo,,,https://www.inaturalist.org/observations/31752058,https://static.inaturalist.org/photos/49728830/original.jpeg?1567113798,,,stalked tunicate
Molgula pacifica,800031,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Molgulidae,,,Molgula,Molgula pacifica,Molgula pacifica,unlisted,unlisted,reported,1993-08-16,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,globular ascidian
Bathypera feminalba,800127,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Bathypera,Bathypera feminalba,Bathypera feminalba,unlisted,unlisted,reported,2009-04-04,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,tiny white tunicate
Halocynthia aurantium,473652,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Halocynthia,Halocynthia aurantium,Halocynthia aurantium,unlisted,unlisted,reported,1973-06-14,Philip Lambert,RBCM,,,973-00137-008,1898284570,,,,,Pacific sea peach
Pyura haustor,333504,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Pyura,Pyura haustor,Pyura haustor,unlisted,unlisted,reported,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,warty tunicate
Pyura mirabilis,552416,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Pyura,Pyura mirabilis,Pyura mirabilis,unlisted,unlisted,reported,2013-10-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,Aladdin's lamp tunicate
Botrylloides violaceus,81776,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Botrylloides,Botrylloides violaceus,Botrylloides violaceus,unlisted,unlisted,reported,2007-10-14,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,lined compound ascidian
Metandrocarpa taylori,371195,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Metandrocarpa,Metandrocarpa taylori,Metandrocarpa taylori,unlisted,unlisted,reported,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,orange social tunicate
Styela gibbsii,521988,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,Styela gibbsii,Styela gibbsii,unlisted,unlisted,reported,1985-07-29,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,brown tunicate
Hydrolagus colliei,84182,Animalia,Chordata,Vertebrata,,Holocephali,,,Chimaeriformes,,,Chimaeridae,,,Hydrolagus,Hydrolagus colliei,Hydrolagus colliei,unlisted,unlisted,reported,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,spotted ratfish
Beringraja binoculata,607477,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,Anacanthobatidae,Rajinae,,Beringraja,Beringraja binoculata,Beringraja binoculata,unlisted,unlisted,reported,1995-02-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,big skate
Beringraja rhina,883875,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,,Rajiformes,,,Anacanthobatidae,Rajinae,,Beringraja,Beringraja rhina,Beringraja rhina,unlisted,unlisted,reported,2010-11-12,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,longnose skate
Squalus suckleyi,201523,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,Squalomorphi,Squaliformes,,,Squalidae,,,Squalus,Squalus suckleyi,Squalus suckleyi,unlisted,unlisted,confirmed,1982-06-08,C. E. Kasserra,CMN,2017-08-14,Tyson Ehlers,CMNFI 1985-0086.5,,https://www.inaturalist.org/observations/8898612,https://static.inaturalist.org/photos/11974205/medium.jpeg?1511380177,Reported as Squalus acanthias,,North Pacific spiny dogfish shark
Anthopleura artemisia,51658,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Anthopleura,Anthopleura artemisia,Anthopleura artemisia,unlisted,unlisted,confirmed,1996-09-29,Andy Lamb & Donna Gibbs,PMLS,2013-10-13,Peter Luckham,,,http://www.inaturalist.org/observations/2976378,https://static.inaturalist.org/photos/3421025/medium.jpg?1461100891,,,burrowing anemone
Anthopleura elegantissima,52564,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Anthopleura,Anthopleura elegantissima,Anthopleura elegantissima,unlisted,unlisted,confirmed,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,2015-08-28,Andrew Simon,,,http://www.inaturalist.org/observations/2580645,https://static.inaturalist.org/photos/2880823/medium.JPG?1452760887,,,pink-tipped anemone
Cribrinopsis fernaldi,465158,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Cribrinopsis,Cribrinopsis fernaldi,Cribrinopsis fernaldi,unlisted,unlisted,reported,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,snakelock anemone
Cribrinopsis rubens,936577,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Cribrinopsis,Cribrinopsis rubens,Cribrinopsis rubens,unlisted,unlisted,reported,2006-11-11,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,crimson anemone
Epiactis lisbethae,429853,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Epiactis,Epiactis lisbethae,Epiactis lisbethae,unlisted,unlisted,reported,1999-07-31,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,brooding anemone
Epiactis prolifera,49060,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Epiactis,Epiactis prolifera,Epiactis prolifera,unlisted,unlisted,reported,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,proliferating anemone
Urticina clandestina,898651,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Urticina,Urticina clandestina,Urticina clandestina,unlisted,unlisted,reported,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,stubby rose anemone
Urticina coriacea,122038,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Urticina,Urticina coriacea,Urticina coriacea,unlisted,unlisted,new 2016,,,,2016-02-07,Peter Luckham,,,http://www.inaturalist.org/observations/2763403,https://static.inaturalist.org/photos/3127639/medium.jpg?1457577398,,,stubby rose anemone
Urticina crassicornis,127236,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Urticina,Urticina crassicornis,Urticina crassicornis,unlisted,unlisted,new 2016,,,,2016-05-08,Karolle Wall,,,http://www.inaturalist.org/observations/3706034,https://static.inaturalist.org/photos/4303411/medium.jpg?1468965737,,,Christmas anemone
Urticina grebelnyi,492672,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Urticina,Urticina grebelnyi,Urticina grebelnyi,unlisted,unlisted,confirmed,1969-02-22,Andy Lamb & Donna Gibbs,PMLS,2013-10-13,Peter Luckham,,,http://www.inaturalist.org/observations/2975837,https://static.inaturalist.org/photos/3419900/medium.jpg?1461096606,,,painted anemone
Stomphia coccinea,459981,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinostoloidea,Actinostolidae,,,Stomphia,Stomphia coccinea,Stomphia coccinea,unlisted,unlisted,reported,2009-04-04,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,spotted swimming anemone
Stomphia didemon,501276,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinostoloidea,Actinostolidae,,,Stomphia,Stomphia didemon,Stomphia didemon,unlisted,unlisted,reported,1971-08-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,swimming anemone
Diadumene lineata,81783,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Diadumenidae,,,Diadumene,Diadumene lineata,Diadumene lineata,unlisted,unlisted,new 2018,,,,2018-08-05,Kristian Sigvardsen,,,https://www.inaturalist.org/observations/15156184,https://static.inaturalist.org/photos/22659175/medium.jpg?1533521228,,,striped green sea anemone
Halcampa decemtentaculata,124510,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Halcampidae,,,Halcampa,Halcampa decemtentaculata,Halcampa decemtentaculata,unlisted,unlisted,reported,2008-06-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,ten-tentacled burrowing anemone
Peachia quinquecapitata,47814,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Haloclavidae,,,Peachia,Peachia quinquecapitata,Peachia quinquecapitata,unlisted,unlisted,reported,2006-06-23,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,jelly-dwelling anemone
Metridium farcimen,51812,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Metridiidae,,,Metridium,Metridium farcimen,Metridium farcimen,unlisted,unlisted,reported,1973-09-21,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,giant plumose anemone
Metridium senile,49071,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Metridioidea,Metridiidae,,,Metridium,Metridium senile,Metridium senile,unlisted,unlisted,confirmed,1968-08-02,Andy Lamb & Donna Gibbs,PMLS,2017-04-30,Andrew Simon,,,https://www.inaturalist.org/observations/6047558,https://static.inaturalist.org/photos/7577726/medium.jpeg?1493700336,,,short plumose anemone
Alcyonium,338004,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,Alcyoniidae,,,Alcyonium,,Alcyonium sp.,unlisted,unlisted,reported,1985-12-07,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,"Dr. Gary Williams is still grappling with the official naming of this species; ""both the 'Gulf Island soft coral' and the 'Race Rocks/Browning Passage/Weynton Passage soft coral' are in the genus Alcyonium. But they are genetically different and await sorting out taxonomically."" (Neil McDaniel pers. comm. 2019)",orange soft coral
Discophyton rudyi,460061,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,Alcyoniidae,,,Discophyton,Discophyton rudyi,Discophyton rudyi,unlisted,unlisted,reported,1995-02-24,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,white soft coral
Thrombophyton trachydermum,424307,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,Alcyoniidae,,,Thrombophyton,Thrombophyton trachydermum,Thrombophyton trachydermum,unlisted,unlisted,reported,2009-01-30,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,pale soft coral
Scleronephthya,418133,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Alcyonacea,Alcyoniina,,Nephtheidae,,,Scleronephthya,,Scleronephthya sp.,unlisted,unlisted,new 2016,,,,2015-05-16,Peter Luckham,,,http://www.inaturalist.org/observations/2854918,https://static.inaturalist.org/photos/3257063/medium.jpg?1459383294,,,cauliflower coral
Pachycerianthus fimbriatus,47702,Animalia,Cnidaria,,,Anthozoa,Ceriantharia,,Spirularia,,,Cerianthidae,,,Pachycerianthus,Pachycerianthus fimbriatus,Pachycerianthus fimbriatus,unlisted,unlisted,confirmed,1973-09-20,Andy Lamb & Donna Gibbs,PMLS,2016-07-05,Karolle Wall,,,http://www.inaturalist.org/observations/4052594,https://static.inaturalist.org/photos/4799740/medium.jpg?1473210888,,,tube-dwelling anemone
Halipteris willemoesi,460078,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subselliflorae,,Halipteridae,,,Halipteris,Halipteris willemoesi,Halipteris willemoesi,unlisted,unlisted,reported,2007-12-09,Andy Lamb & Donna Gibbs,PMLS,,,,,,,,,sea whip
Ptilosarcus gurneyi,448320,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subselliflorae,,Pennatulidae,,,Ptilosarcus,Ptilosarcus gurneyi,Ptilosarcus gurneyi,unlisted,unlisted,confirmed,1923-06-18,,RBCM,2016-02-07,Peter Luckham,976-01146-015,1898281934,http://www.inaturalist.org/observations/2763461,https://static.inaturalist.org/photos/3130226/medium.jpg?1457631809,,no collector name in GBIF dataset,orange sea pen
