Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Super-class,Class,Sub-class,Super-order,Order,Sub-order,Superfamily,Family,Subfamily,Origin,Status,Reporting,Documented,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,Catalogue Number,First Documented,Documenter,iNaturalist Link,iNaturalist photo,Notes,ID,Stats Code,
Gavia immer,Brunnich,common loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,Gaviidae,,Native,S5 (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2008-02-17,hillanddale,https://www.inaturalist.org/observations/9568833,https://static.inaturalist.org/photos/13061590/medium.jpeg?1516676103,,4626,,
Gavia stellata,Pontoppidan,red-throated loon,Animalia,Chordata,Vertebrata,,Aves,,,Gaviiformes,,,Gaviidae,,Native,S4 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2014-06-27,hillanddale,https://www.inaturalist.org/observations/8511584,https://static.inaturalist.org/photos/11359972/medium.png?1508713200,,4627,,
Geothlypis tolmiei,Townsend,MacGillivray's warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,Native,S5B (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-07-14,sea2skynaturebc,http://inaturalist.ca/observations/7048307,https://static.inaturalist.org/photos/11208694/medium.jpg?1508108222,,145223,,
Geothlypis trichas,L.,common yellowthroat,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,Native,S5 (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2015-06-05,hillanddale,https://www.inaturalist.org/observations/8499841,https://static.inaturalist.org/photos/11339393/medium.png?1508642167,,9721,,
Glaucidium gnoma,Wagler,northern pygmy-owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,Native,S4B (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-10-05,hillanddale,https://www.inaturalist.org/observations/8473381,https://static.inaturalist.org/photos/11297750/medium.jpeg?1508467159,,19812,,
Haematopus bachmani,Audubon,black oystercatcher,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Haematopodidae,,Native,S4 (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-07-06,hillanddale,https://www.inaturalist.org/observations/8474076,https://static.inaturalist.org/photos/11298890/medium.jpeg?1508471269,,4838,,
Haemorhous mexicanus,Muller,house finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,Native,S5 (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-10-03,gwenlh,https://www.inaturalist.org/observations/8330888,https://static.inaturalist.org/photos/11068091/medium.jpg?1507580284,,199840,,
Haemorhous purpureus,Gmelin,purple finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,Native,S5B (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-06-03,gwenlh,https://www.inaturalist.org/observations/8374745,https://static.inaturalist.org/photos/11135969/medium.jpg?1507832973,,199841,,
Haliaeetus leucocephalus,L.,bald eagle,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,Native,"S5B,S5N (2015)",confirmed,documented,,,Dale&Ricker Bird Checklists,,2016-11-21,gwenlh,https://www.inaturalist.org/observations/8415552,https://static.inaturalist.org/photos/11202239/medium.jpg?1508093063,,5305,,
Hirundo rustica,L.,barn swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,Native,S3S4B (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-07-24,sea2skynaturebc,http://inaturalist.ca/observations/7195502,https://static.inaturalist.org/photos/11208303/medium.jpg?1508107167,,11901,,
Histrionicus histrionicus,L.,harlequin duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,Native,"S4B,S3N (2015)",confirmed,documented,,,Dale&Ricker Bird Checklists,,2015-05-03,hillanddale,https://www.inaturalist.org/observations/8499752,https://static.inaturalist.org/photos/11339201/medium.jpeg?1508641547,,7111,,
Hydroprogne caspia,Pallas,Caspian tern,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Sterninae,Native,S3B (2015) ,new 2008,documented,,,,,2008-05-19,hillanddale,https://www.inaturalist.org/observations/8527708,https://static.inaturalist.org/photos/11387855/medium.jpeg?1508814569,,144537,,
Icteria virens,L.,yellow-breasted chat,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteriidae,,Native,S2B (2018) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2013-05-27,hillanddale,https://www.inaturalist.org/observations/8486483,https://static.inaturalist.org/photos/11318714/medium.jpg?1508562138,,10243,,
Icterus bullockii,Swainson,Bullock's oriole,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,Native,S5B (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2016-05-21,hillanddale,https://www.inaturalist.org/observations/9524912,https://static.inaturalist.org/photos/12987050/medium.jpeg?1516332558,,9357,,
Ixoreus naevius,Gmelin,varied thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,Native,S5 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2014-03-02,gwenlh,https://www.inaturalist.org/observations/8409769,https://static.inaturalist.org/photos/11192120/medium.jpg?1508045950,,145088,,
Junco hyemalis hyemalis,L.,slate-coloured junco,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,Native,S5 (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2018-04-04,gwenlh,https://www.inaturalist.org/observations/10623551,https://static.inaturalist.org/photos/14818374/medium.jpg?1522879850,,132764,,
Lanius borealis,Vieillot,northern shrike,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Laniidae,,Native,"S4B,S4N (2015)",confirmed,documented,,,Dale&Ricker Bird Checklists,,2016-12-30,hillanddale,https://www.inaturalist.org/observations/8486145,https://static.inaturalist.org/photos/11318248/medium.png?1508560313,,558512,,
Lanius ludovicianus,L.,loggerhead shrike,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Laniidae,,Accidental,SNA (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2013-05-29,hillanddale,https://www.inaturalist.org/observations/8486291,https://static.inaturalist.org/photos/11318480/medium.jpeg?1508561261,,12024,,
Larus canus,L.,mew gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,Native,S4B (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-01-04,sea2skynaturebc,https://www.inaturalist.org/observations/8945243,https://static.inaturalist.org/photos/12053250/medium.jpeg?1511732189,,4356,,
Larus delawarensis,Ord.,ring-billed gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,Native,S4?B (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2014-05-18,hillanddale,https://www.inaturalist.org/observations/8515885,https://static.inaturalist.org/photos/11367152/medium.jpeg?1508729831,,4364,,
Larus glaucescens,Nauman,glaucous-winged gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,Native,S4 (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2018-04-12,hillanddale,https://www.inaturalist.org/observations/10829050,https://static.inaturalist.org/photos/15174436/medium.jpeg?1523572641,,4399,,
Larus glaucoides thayeri,Brooks,Thayer's gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,Native,S5N (2017) species level,confirmed,documented,,,Dale&Ricker Bird Checklists,,2018-12-15,hillanddale,https://www.inaturalist.org/observations/19370578,https://static.inaturalist.org/photos/29790046/medium.jpeg?1546407479,,556736,,
Larus heermanni,Cassin,Heerman's gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,Unknown,SUN (2015) ,reported,undocumented,1998-00-00,per Chris Dale,,,,,,,historical record Porteau Cove,4353,,
Larus hyperboreus,Gunnerus,glaucous gull,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,Native,SNRM (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2011-02-24,hillanddale,https://www.inaturalist.org/observations/9614059,https://static.inaturalist.org/photos/13119964/medium.png?1516918838,,4349,,
Leucosticte tephrocotis,Swainson,grey-crowned rosy-finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,Native,S5?B (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2012-12-10,hillanddale,https://www.inaturalist.org/observations/8490364,https://static.inaturalist.org/photos/11324052/medium.png?1508598637,,9617,,
Limnodromus scolopaceus,Say,long-billed dowitcher,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,Native,S4N (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2016-09-09,hillanddale,https://www.inaturalist.org/observations/8639789,https://static.inaturalist.org/photos/11565263/medium.jpeg?1509508026,,3873,,
Lophodytes cucullatus,L.,hooded merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,Native,S5 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-04-02,sea2skynaturebc,https://www.inaturalist.org/observations/5549021,https://static.inaturalist.org/photos/6851217/medium.jpg?1491188034,,7109,,
Loxia curvirostra,L.,red crossbill,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,Native,S5 (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2015-09-04,hillanddale,https://www.inaturalist.org/observations/8499935,https://static.inaturalist.org/photos/11339540/medium.png?1508642577,,10411,,
Loxia leucoptera,Gmelin,white-winged crossbill,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,Native,S5 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2012-12-24,hillanddale,https://www.inaturalist.org/observations/8490732,https://static.inaturalist.org/photos/11324692/medium.png?1508600330,,10423,,
Mareca americana,Gmelin,American wigeon,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,Native,"S5B,S5N (2015)",confirmed,documented,,,Dale&Ricker Bird Checklists,,2018-11-18,breannawilson,https://www.inaturalist.org/observations/18501047,https://static.inaturalist.org/photos/28297015/medium.jpg?1542656636,,485176,,
Mareca penelope,L.,Eurasian wigeon,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,Native,SNRN (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2018-03-28,hillanddale,https://www.inaturalist.org/observations/10479489,https://static.inaturalist.org/photos/14569248/medium.jpeg?1522276362,,558441,,
Mareca strepera,L.,gadwall,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,Native,S5 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2018-03-28,hillanddale,https://www.inaturalist.org/observations/10479503,https://static.inaturalist.org/photos/14569295/medium.jpeg?1522276455,,558439,,
Megaceryle alcyon,L.,belted kingfisher,Animalia,Chordata,Vertebrata,,Aves,,,Coraciiformes,,,Alcedinidae,,Native,S4S5 (2015),new 2017,documented,,,,,2017-05-22,hillanddale,https://www.inaturalist.org/observations/8504866,https://static.inaturalist.org/photos/11348741/medium.jpeg?1508687065,,2548,,
Megascops kennicottii,Elliott,western screech-owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,Native,S4 (2015),reported,undocumented,1985-03-11,,RBCM,23381,,,,,historical record Horseshoe Bay,19743,,
Melanerpes lewis,G.R. Gray,Lewis's woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,Native,S2S3B (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2014-05-08,hillanddale,https://www.inaturalist.org/observations/8497831,https://static.inaturalist.org/photos/11335968/medium.jpeg?1508631526,,18160,,
Melanitta fusca,L.,white-winged scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,Native,S4S5 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-10-22,hillanddale,https://www.inaturalist.org/observations/8510386,https://static.inaturalist.org/photos/11357816/medium.jpeg?1508707701,,7032,,
Melanitta perspicillata,L.,surf scoter,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,Native,"S3B,S4N (2015)",confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-02-17,sea2skynaturebc,https://www.inaturalist.org/observations/9036036,https://static.inaturalist.org/photos/12190813/medium.jpg?1512344757,,7036,,
Melospiza georgiana,Latham,swamp sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,Native,S4S5 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2011-12-17,hillanddale,https://www.inaturalist.org/observations/9613971,https://static.inaturalist.org/photos/13119862/medium.jpeg?1516918342,,9096,,
Melospiza lincolnii,Audubon,Lincoln's sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,Native,"S5B, SNRN (2015) ",confirmed,documented,,,Dale&Ricker Bird Checklists,,2018-08-30,hillanddale,https://www.inaturalist.org/observations/16055736,https://static.inaturalist.org/photos/24038392/medium.jpeg?1535674862,,9092,,
Melospiza melodia,Wilson,song sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,Native,S5 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-10-03,gwenlh,https://www.inaturalist.org/observations/8342558,https://static.inaturalist.org/photos/11088583/medium.jpg?1507653746,,9100,,
Mergus merganser,L.,common merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,Native,S5 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-12-03,sea2skynaturebc,https://www.inaturalist.org/observations/9036688,https://static.inaturalist.org/photos/12192639/medium.jpeg?1512348851,,7004,,
Mergus serrator,L.,red-breasted merganser,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,Native,"S4B, SNRN (2015)",confirmed,documented,,,Dale&Ricker Bird Checklists,,2014-03-11,hillanddale,https://www.inaturalist.org/observations/8497481,https://static.inaturalist.org/photos/11335483/medium.jpg?1508630557,,6996,,
Mimus polyglottos,L.,northern mockingbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Mimidae,,Native,SNRN (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2012-03-11,hillanddale,https://www.inaturalist.org/observations/8486240,https://static.inaturalist.org/photos/11318432/medium.jpeg?1508561010,,14886,,
Molothrus ater,Boddaert,brown-headed cowbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,Native,S5 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2009-05-24,hillanddale,https://www.inaturalist.org/observations/8527721,https://static.inaturalist.org/photos/11387871/medium.jpeg?1508814704,,10373,,
Myadestes townsendi,Audubon,Townsend's solitaire,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,Native,S5B (2015)  ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-04-26,hillanddale,https://www.inaturalist.org/observations/8473860,https://static.inaturalist.org/photos/11298488/medium.jpeg?1508469962,,12951,,
Numenius americanus,Bechstein,long-billed curlew,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,Native,S3B (2018) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-04-01,hillanddale,https://www.inaturalist.org/observations/8474488,https://static.inaturalist.org/photos/11299453/medium.jpeg?1508474220,,3906,,
Numenius phaeopus,L.,whimbrel,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,Native,S1S2B (2019) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2014-05-23,hillanddale,https://www.inaturalist.org/observations/8498048,https://static.inaturalist.org/photos/11336288/medium.jpeg?1508632261,,3901,,
Oceanodroma furcata,Gmelin,fork-tailed storm petrel ,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hydrobatidae,,Native,S4B (2015)  ,reported,undocumented,2015-00-00,Chris Dale, ,,,,,,,4077,,
Oreothlypis celata lutescens,Say,Pacific orange-crowned warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,Native,S5B (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2019-04-27,breannawilson,https://www.inaturalist.org/observations/24993132,https://static.inaturalist.org/photos/38670545/medium.jpg?1557667742,,484411,,
Oreothlypis ruficapilla,Wilson,Nashville warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,Native,S5B (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2008-05-25,hillanddale,https://www.inaturalist.org/observations/8551159,https://static.inaturalist.org/photos/11426212/medium.jpeg?1508974718,,145221,,
Oxyura jamaicensis,Gmelin,ruddy duck,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,Native,S5 (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-04-05,hillanddale,https://www.inaturalist.org/observations/8473532,https://static.inaturalist.org/photos/11298053/medium.jpeg?1508468388,,7079,,
Pandion haliaetus carolinensis,L.,osprey,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Pandionidae,,Native,S5B (2015) species level,confirmed,documented,,,Dale&Ricker Bird Checklists,,2010-10-26,hillanddale,https://www.inaturalist.org/observations/9568919,https://static.inaturalist.org/photos/13061744/medium.jpeg?1516676663,,116999,,
Passer domesticus,L.,house sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,Native,SNA (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2018-05-25,thuja,https://www.inaturalist.org/observations/12808523,https://static.inaturalist.org/photos/18574246/medium.jpeg?1527281546,,13858,,
Passerculus sandwichensis,Gmelin,Savannah sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,Native,S5B (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2010-07-09,hillanddale,https://www.inaturalist.org/observations/8553834,https://static.inaturalist.org/photos/11430782/medium.jpeg?1508990709,,9981,,
Passerella iliaca,Merrem,fox sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passerellidae,,Native,S5 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2013-01-12,gwenlh,https://www.inaturalist.org/observations/8413413,https://static.inaturalist.org/photos/11198306/medium.jpg?1508081779,,9156,,
Passerina amoena,Say,lazuli bunting,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,Native,S5B (2015),confirmed,documented,,,Dale&Ricker Bird Checklists,,2012-05-20,hillanddale,https://www.inaturalist.org/observations/8486306,https://static.inaturalist.org/photos/11318532/medium.jpeg?1508561514,,10234,,
Patagioenas fasciata,Say,band-tailed pigeon,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,Native,S3S4 (2015) ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2016-12-30,hillanddale,https://www.inaturalist.org/observations/8504343,https://static.inaturalist.org/photos/11348021/medium.jpeg?1508685033,,3108,,
Pelecanus erythrorhynchos,Gmelin,American white pelican,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Pelecanidae,,Native,S1B (2015)  ,confirmed,documented,,,Dale&Ricker Bird Checklists,,2017-06-23,hillanddale,https://www.inaturalist.org/observations/8474063,https://static.inaturalist.org/photos/11298864/medium.jpeg?1508471144,,4334,,
