Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name,Observation Taxon Name
Utricularia gibba,L.,,humped bladderwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,Utricularia,gibba,,,,native,S4 (2019),,new 2019,observed,,,,,,2019-08-17,benkeen,https://www.inaturalist.org/observations/31020692,,79464,,accepted,79464,Utricularia gibba,Utricularia gibba,Utricularia gibba
Utricularia macrorhiza,Leconte,,common bladderwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,Utricularia,macrorhiza,,,,native,S5 (2019),,new 2020,observed,,,,,,2020-06-10,benkeen,https://www.inaturalist.org/observations/49192833,,79465,,accepted,79465,Utricularia macrorhiza,Utricularia macrorhiza,Utricularia macrorhiza
Utricularia minor,L.,,lesser bladderwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lentibulariaceae,,,Utricularia,minor,,,,native,S5? (2015),,reported,unobserved,1982-08-02,A.A. Rose,UBC,UBC: V176400,,,,,UBC:  NW side of Squamish River Rd at Mile 15,79466,,accepted,79466,Utricularia minor,Utricularia minor,
Ligustrum vulgare,L.,,common privet,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Oleaceae,,,Ligustrum,vulgare,,,,exotic,SNA (2001),,new 2018,observed,,,,,,2018-09-26,benkeen,https://www.inaturalist.org/observations/16953216,,119805,,accepted,119805,Ligustrum vulgare,Ligustrum vulgare,Ligustrum vulgare
Castilleja elmeri,Fernald,,elmer indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Castilleja,elmeri,,,,native,S4 (2015),,reported,unobserved,1961-08-19,E.B. Petersen,UBC,UBC: V97862,,,,,"UBC:  Garibaldi PP Little Diamond Head. see https://www.inaturalist.org/observations/29204903 Mark Egger wrote  """"This looks like the North Cascades form of C. elmeri, which does extend into BC. Did you consider that species?""",147018,,accepted,147018,Castilleja elmeri,Castilleja elmeri,
Castilleja hispida var. hispida,Benth.,,harsh indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,,Castilleja,hispida,,,hispida,native,S4 (2015),,confirmed,observed,1948-05-11,C.B.W. Rogers,UBC,UBC: V195761,,2015-04-18,steveansell,https://www.inaturalist.org/observations/66762877,UBC:West Vancouver Copper Cove,234938,,unknown,,,Castilleja hispida hispida,Castilleja hispida
Castilleja miniata,Douglas ex Hook.,,giant red indian paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Castilleja,miniata,,,,native,S5 (2000),,confirmed,observed,1926-08-03,George A. Hardy,RBCM,V008057,,2021-08-08,ibnbattuta,https://www.inaturalist.org/observations/92109372,,76148,,accepted,76148,Castilleja miniata,Castilleja miniata,Castilleja miniata
Castilleja parviflora var. albida,Bong.,,small-flower indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Castilleja,parviflora,,,albida,native,S3S4 (2016),,reported,unobserved,1973-08-27,Vladimir J. Krajina,UBC,UBC: V151750,,,,,UBC:  Garibaldi PP Table Mt.,154246,,accepted,154246,Castilleja parviflora albida,Castilleja parviflora albida,
Castilleja parviflora var. parviflora,Bong.,,small-flower indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Castilleja,parviflora,,,parviflora,native,S5,,confirmed,observed,1926-07-25,George A. Hardy,RBCM,V008109,,2018-07-21,judithofsquamish,https://www.inaturalist.org/observations/14677376,UBC:  Garibaldi PP Little Diamond Head,154248,,accepted,154248,Castilleja parviflora parviflora,Castilleja parviflora parviflora,Castilleja parviflora
Castilleja rhexiifolia,Rydb.,,rhexia-leaved indian-paintbrush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Castilleja,rhexiifolia,,,,native,S5 (2015),,reported,unobserved,1964-09-20,Vladimir J. Krajina,UBC,UBC: V108880,,,,,,117513,,accepted,117513,Castilleja rhexiifolia,Castilleja rhexiifolia,
Euphrasia nemorosa,(Pers.) Wallr.,,common eyebright,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Rhinantheae,Euphrasia,nemorosa,,,,exotic,not in CDC records,,new 2018,observed,,,,,,2018-08-18,citizen1,https://www.inaturalist.org/observations/15731477,,118893,,accepted,118893,Euphrasia nemorosa,Euphrasia nemorosa,Euphrasia nemorosa
Kopsiopsis hookeri,(Walp.) Govaerts,,small ground-cone,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Orobancheae,Kopsiopsis,hookeri,,,,native,S4 (2015),,confirmed,observed,2001-06-05,Frank Lomer,UBC,UBC: V235042,,2012-06-17,judithofsquamish,https://www.inaturalist.org/observations/6040661,,77611,,accepted,77611,Kopsiopsis hookeri,Kopsiopsis hookeri,Kopsiopsis hookeri
Melampyrum lineare var. lineare,Desr.,,American cow-wheat,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Rhinantheae,Melampyrum,lineare,,,lineare,native,S5 (2015),,reported,unobserved,1942-08-18,John W. Eastham,UBC,UBC: V29830,,,,,UBC:  Garibaldi Alpine Lodge,241667,,invalid,62367,Melampyrum lineare,Melampyrum lineare lineare,
Pedicularis bracteosa,Benth.,,towering lousewort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Pedicularis,bracteosa,,,,native,S5 (2000),,confirmed,observed,1913-00-00,W. Taylor,UBC,UBC: V30030,,2019-08-25,lenachiasson,https://www.inaturalist.org/observations/31994709,,49646,,accepted,78367,Pedicularis bracteosa,Pedicularis,Pedicularis bracteosa
Pedicularis racemosa,Douglas ex Benth.,,leafy lousewort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,Pedicularideae,Pedicularis,racemosa,,,,native,S4S5 (2015),,confirmed,observed,1914-00-00,W. Taylor,UBC,UBC: V138985,,2020-08-19,yudel,https://www.inaturalist.org/observations/84275882,UBC:  Garibaldi,78372,,accepted,78372,Pedicularis racemosa,Pedicularis racemosa,Pedicularis racemosa
Erythranthe alsinoides,(Benth.) G.L. Nesom & N.S. Fraga,,wingstem monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,alsinoides,,,,native,S4? (2015),,confirmed,observed,1974-05-29,Charles E. Beil,UBC,UBC: V176113,,2011-05-29,hillanddale,https://www.inaturalist.org/observations/9551225,,771843,,accepted,771843,Erythranthe alsinoides,Erythranthe alsinoides,Erythranthe alsinoides
Erythranthe caespitosa,(Greene) G.L. Nesom,,large mountain monkey-flower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,caespitosa,,,,native,S5 (2019),,new 2017,observed,,,,,,2017-08-29,sunfishmoonlight,https://www.inaturalist.org/observations/7712117,"iNat also recognizes E. tilingii, but that it doesn't grow in BC or WA. see discussion in observation: https://www.inaturalist.org/observations/31947178",474721,,accepted,474721,Erythranthe caespitosa,Erythranthe caespitosa,Erythranthe caespitosa
Erythranthe guttata,(DC.) G.L. Nesom,,seep monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,guttata,,,,native,S5 (2015),,confirmed,observed,1990-05-22,Bev Benedict,UBC,UBC: V207911b,,2021-08-03,jmclatchie,https://www.inaturalist.org/observations/90078299,,470643,,accepted,470643,Erythranthe guttata,Erythranthe guttata,Erythranthe guttata
Erythranthe lewisii,(Pursh) G.L. Nesom & N.S. Fraga,,lewis' monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,lewisii,,,,native,S5 (2015),,new 2021,observed,,,,,,2021-08-05,grahamsorenson,https://www.inaturalist.org/observations/90351958,,777190,,accepted,777190,Erythranthe lewisii,Erythranthe lewisii,Erythranthe lewisii
Erythranthe microphylla,(Benth.) G.L. Nesom,,small-leaf monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,microphylla,,,,native,S4 (2015),,reported,unobserved,1990-05-22,Bev Benedict,UBC,UBC: V207911a,,,,,UBC:  Horseshoe Bay East side #99,453717,,accepted,453717,Erythranthe microphylla,Erythranthe microphylla,
Erythranthe nasuta,(Greene) G.L. Nesom,,little-yellow monkeyflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Phrymaceae,,,Erythranthe,nasuta,,,,native,S4S5 (2019),,reported,unobserved,,,,,,,,,,545973,,accepted,545973,Erythranthe nasuta,Erythranthe nasuta,
Callitriche heterophylla var. bolanderi,Pursh (Hegelm.) Calder & Roy L. Taylor,,diverse-leaved water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Callitricheae,Callitriche,heterophylla,,,bolanderi,native,S4S5 (2020),,reported,unobserved,,,,,,,,,,60158,,accepted,60158,Callitriche heterophylla bolanderi,Callitriche heterophylla bolanderi,
Callitriche heterophylla var. heterophylla,Pursh,,northern water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Callitricheae,Callitriche,heterophylla,,,heterophylla,native,S2S3 (2000),,reported,unobserved,1917-05-05,John Davidson,UBC,UBC: V43619,,,,,,75937,,accepted,80499,Callitriche heterophylla heterophylla,Callitriche palustris,
Callitriche palustris,L.,,narrow-fruited water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Callitricheae,Callitriche,palustris,,,,native,S5 (2015),,confirmed,observed,1941-09-06,John W. Eastham,UBC,UBC: V7016,,2019-08-20,judithofsquamish,https://www.inaturalist.org/observations/31387531,iNat: needs i.d.,75937,,accepted,75937,Callitriche palustris,Callitriche palustris,Callitriche palustris
Collinsia grandiflora,Lindl.,,giant blue-eyed mary,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Cheloneae,Collinsia,grandiflora,,,,native,S4 (2015),,confirmed,observed,1897-06-00,Albert J. Hill,UBC,UBC: V30388,,2021-04-21,jbindernagel,https://www.inaturalist.org/observations/74768335,,76409,,accepted,76409,Collinsia grandiflora,Collinsia grandiflora,Collinsia grandiflora
Collinsia parviflora,Lindl.,,maiden blue-eyed mary,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Cheloneae,Collinsia,parviflora,,,,native,S5 (2015),,confirmed,observed,1974-06-24,Charles E. Beil,UBC,UBC: V176132,,2021-05-08,ahusdon,https://www.inaturalist.org/observations/77939952,,59013,,accepted,59013,Collinsia parviflora,Collinsia parviflora,Collinsia parviflora
Cymbalaria muralis,"G. Gaertn., B. Mey. & Scherb.",,ivy-leaved toadflax,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Antirrhineae,Cymbalaria,muralis,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-08-17,benkeen,https://www.inaturalist.org/observations/31025545,,55727,,accepted,55727,Cymbalaria muralis,Cymbalaria muralis,Cymbalaria muralis
Digitalis purpurea,L.,,purple foxglove,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Digitalideae,Digitalis,purpurea,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-06-20,roslynmohr,https://www.inaturalist.org/observations/83883127,,53983,,accepted,53983,Digitalis purpurea,Digitalis purpurea,Digitalis purpurea
Limosella aquatica,L.,,water mudwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Limosella,aquatica,,,,native,S4 (2015),,new 2018,observed,,,,,,2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14398840,,59016,,accepted,59016,Limosella aquatica,Limosella aquatica,Limosella aquatica
Linaria purpurea,(L.) Mill.,,purple toadflax,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Antirrhineae,Linaria,purpurea,,,,exotic,SNA (2001),,new 2021,observed,,,,,,2021-05-26,sidalcea,https://www.inaturalist.org/observations/80421931,,77778,,accepted,77778,Linaria purpurea,Linaria purpurea,Linaria purpurea
Linaria vulgaris,Mill.,,butter-and-eggs,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Antirrhineae,Linaria,vulgaris,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-08-28,gwenlh,https://www.inaturalist.org/observations/57885728,,50790,,accepted,50790,Linaria vulgaris,Linaria vulgaris,Linaria vulgaris
Nothochelone nemorosa,(Dougl. ex Lindl.) Straw,,woodland beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Cheloneae,Nothochelone,nemorosa,,,,native,S4S5 (2019),,new 2020,observed,,,,,,2020-08-09,steveansell,https://www.inaturalist.org/observations/59542290,,78231,,accepted,78231,Nothochelone nemorosa,Nothochelone nemorosa,Nothochelone nemorosa
Nuttallanthus canadensis,(L.) D.A. Sutton,,blue toadflax,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Antirrhineae,Nuttallanthus,canadensis,,,,exotic,SNA (2016),,reported,unobserved,1978-09-17,R.C. Summerbell,UBC,UBC: V167630,,,,,UBC:  near Britannia Beach,59112,,accepted,59112,Nuttallanthus canadensis,Nuttallanthus canadensis,
Penstemon davidsonii var. menziesii,(Keck) Cronq.,,creeping beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Cheloneae,Penstemon,davidsonii,,,menziesii,native,S4 (2001),,confirmed,observed,1913-00-00,W. Taylor,UBC,UBC: V30175,,2012-08-05,judithofsquamish,https://www.inaturalist.org/observations/32714537,,242057,,accepted,242057,Penstemon davidsonii menziesii,Penstemon davidsonii menziesii,error
Penstemon procerus var. procerus,Douglas ex Graham,,tolmie's beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Cheloneae,Penstemon,procerus,,,procerus,native,S5 (2000),,confirmed,observed,1958-07-25,V.C. Brink,UBC,UBC: V120477,,2011-05-14,mzifkin,https://www.inaturalist.org/observations/68868314,UBC:  Garibaldi,78414,,accepted,242100,Penstemon procerus procerus,Penstemon procerus,Penstemon procerus
Penstemon procerus var. tolmiei,(Hook.) Cronquist,,tolmie's beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Cheloneae,Penstemon,procerus,,,tolmiei,native,S5 (2000),,reported,unobserved,1943-08-01,John Davidson,UBC,UBC: V29500,,,,,UBC:  P. tolmiei ssp. tolmiei,153359,,accepted,153359,Penstemon procerus tolmiei,Penstemon procerus tolmiei,
Penstemon serrulatus,Menzies ex Sm.,,cascade beardtongue,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Cheloneae,Penstemon,serrulatus,,,,native,S5 (2019),,confirmed,observed,1913-07-08,A. E. Baggs,UBC,UBC: V47118,,2016-05-23,hillanddale,https://www.inaturalist.org/observations/9604802,,143674,,accepted,143674,Penstemon serrulatus,Penstemon serrulatus,Penstemon serrulatus
Plantago elongata ssp. elongata,Pursh,,slender plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,elongata,,elongata,,native,S4 (2001),,reported,unobserved,1993-05-24,Terry Taylor,RBCM,V182021,,,,,RBCM:  Bowen Island,237970,,accepted,237970,Plantago elongata elongata,Plantago elongata elongata,
Plantago lanceolata,L.,,English plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,lanceolata,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-05-29,judithofsquamish,https://www.inaturalist.org/observations/47813081,,53178,,accepted,53178,Plantago lanceolata,Plantago lanceolata,Plantago lanceolata
Plantago macrocarpa,Cham. & Schltdl.,,Alaska plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,macrocarpa,,,,native,S4 (2015),,confirmed,observed,2016-05-30,Judith Holm,UBC,UBC: V244881,,2015-05-20,judithofsquamish,http://www.inaturalist.org/observations/4402324,,167006,,accepted,167006,Plantago macrocarpa,Plantago macrocarpa,Plantago macrocarpa
Plantago major,L.,,greater plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,major,,,,exotic,SNA (2001),,new 2020,observed,,,,,,2020-07-04,benkeen,https://www.inaturalist.org/observations/51964176,,58961,,accepted,58961,Plantago major,Plantago major,Plantago major
Plantago maritima var. juncoides,L. (Lam.) A. Gray,,seaside plantain,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Plantagineae,Plantago,maritima,,,juncoides,native,S5,,new 2015,observed,,,,,,2015-05-30,judithofsquamish,http://www.inaturalist.org/observations/4402796,,67812,,accepted,67812,Plantago maritima juncoides,Plantago maritima juncoides,Plantago maritima juncoides
Veronica alpina?,L.,,alpine speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Veroniceae,Veronica,alpina,,,,native,"not in CDC records, see 'notes'",,reported,unobserved,1917-08-12,John Davidson,UBC,UBC: V29638,,,,,"UBC:  Garibaldi PP near Garibaldi Lake, however is a European sp not recorded in BC- was this V. wormskioldii?",170185,,accepted,170185,Veronica alpina,Veronica alpina,
Veronica americana,Schwein ex. Benth.,,American speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Veroniceae,Veronica,americana,,,,native,S5 (2000),,new 2021,observed,,,,,,2021-08-08,gwenlh,https://www.inaturalist.org/observations/107684839,"historical record V. beccabunga var. americana; ITIS lists no varieties/ssp., V. beccabunga var. muscosa sole variety in iNaturalist",57277,,accepted,57277,Veronica americana,Veronica americana,Veronica americana
Veronica arvensis,L.,,corn speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Veroniceae,Veronica,arvensis,,,,exotic,SNA (2019),,new 2020,observed,,,,,,2020-04-10,benkeen,https://www.inaturalist.org/observations/41844743,,55748,,accepted,55748,Veronica arvensis,Veronica arvensis,Veronica arvensis
Veronica filiformis,Sm.,,slender speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Veroniceae,Veronica,filiformis,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-07-07,benkeen,https://www.inaturalist.org/observations/28402081,,55825,,accepted,55825,Veronica filiformis,Veronica filiformis,Veronica filiformis
Veronica officinalis,L.,,heath speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Veroniceae,Veronica,officinalis,,,,exotic,SNA (2001),,new 2021,observed,,,,,,2021-06-06,judithofsquamish,https://www.inaturalist.org/observations/82218460,,129020,,accepted,129020,Veronica officinalis,Veronica officinalis,Veronica officinalis
Veronica scutellata,L.,,marsh speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Veroniceae,Veronica,scutellata,,,,native,S5 (2015),,new 2019,observed,,,,,,2019-08-27,benkeen,https://www.inaturalist.org/observations/31649668,,61112,,accepted,61112,Veronica scutellata,Veronica scutellata,Veronica scutellata
Veronica serpyllifolia,L.,,thyme-leaved speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Veroniceae,Veronica,serpyllifolia,,,,exotic,SNA (2000),,new 2018,observed,,,,,,2018-07-03,judithofsquamish,https://www.inaturalist.org/observations/14191672,,55749,,accepted,55749,Veronica serpyllifolia,Veronica serpyllifolia,Veronica serpyllifolia
Veronica wormskjoldii,Roem. & Schult.,,American alpine speedwell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,Veroniceae,Veronica,wormskjoldii,,,,native,see notes S5 (Apr 2019),,new 2017,observed,,,,,,2017-09-05,judithofsquamish,https://www.inaturalist.org/observations/8849452,CDC: V. nutans Bongard,61145,,accepted,61145,Veronica wormskjoldii,Veronica wormskjoldii,Veronica wormskjoldii
Buddleja davidii,Franch.,,butterfly bush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,Buddlejeae,Buddleja,davidii,,,,exotic,SNA (2001),,confirmed,observed,2015-06-26,A. Lynn,,,,2021-07-18,roslynmohr,https://www.inaturalist.org/observations/87639042,,75916,,accepted,75916,Buddleja davidii,Buddleja davidii,Buddleja davidii
Verbascum blattaria,L.,,moth mullein,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,Scrophularieae,Verbascum,blattaria,,,,exotic,SNA (2019),,new 2021,observed,,,,,,2021-07-01,benkeen,https://www.inaturalist.org/observations/85283853,,59028,,accepted,59028,Verbascum blattaria,Verbascum blattaria,Verbascum blattaria
Verbascum phlomoides,L.,,orange mullein,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,Scrophularieae,Verbascum,phlomoides,,,,exotic,SNA (2019),,new 2019,observed,,,,,,2019-08-11,benkeen,https://www.inaturalist.org/observations/30648666,,170140,,accepted,170140,Verbascum phlomoides,Verbascum phlomoides,Verbascum phlomoides
Verbascum thapsus,L.,,common mullein,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,Scrophularieae,Verbascum,thapsus,,,,exotic,SNA (2001),,new 2019,observed,,,,,,2019-07-20,benkeen,https://www.inaturalist.org/observations/29203126,,59029,,accepted,59029,Verbascum thapsus,Verbascum thapsus,Verbascum thapsus
