Taxon,Author,Common Name,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,Catalogue Number,iNaturalist Link,ID,iNaturalist photo,Notes
Euphagus cyanocephalus,Wagler,Brewer's blackbird,Native,S5 (2015),confirmed,,,Dale&Ricker Bird Checklists,2017-03-03,sea2skynaturebc,,https://www.inaturalist.org/observations/9035583,10325,https://static.inaturalist.org/photos/12190232/medium.jpg?1512341930,
Falco columbarius,L.,merlin,Native,S5 (2015),confirmed,,,Dale&Ricker Bird Checklists,2018-09-23,breannawilson,,https://www.inaturalist.org/observations/17089496,4672,https://static.inaturalist.org/photos/25870906/medium.jpg?1538364883,
Falco peregrinus,Tunstall,peregrine falcon,Native,S3 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2014-05-26,hillanddale,,https://www.inaturalist.org/observations/8498083,4647,https://static.inaturalist.org/photos/11336361/medium.jpeg?1508632432,
Falco sparverius,L.,American kestrel,Native,S4S5B (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2012-10-26,hillanddale,,https://www.inaturalist.org/observations/8500866,4665,https://static.inaturalist.org/photos/11341462/medium.jpeg?1508651037,
Fulica americana,Gmelin,American coot,Native,S4S5B (2015),confirmed,,,Dale&Ricker Bird Checklists,2017-09-24,hillanddale,,https://www.inaturalist.org/observations/8474598,473,https://static.inaturalist.org/photos/11299670/medium.jpeg?1508475410,
Gallinago delicata,Ord.,Wilson's snipe,Native,S5B (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2018-09-01,breannawilson,,https://www.inaturalist.org/observations/16408409,144496,https://static.inaturalist.org/photos/24683261/medium.jpg?1536633035,
Gavia immer,Brunnich,common loon,Native,S5 (2015),confirmed,,,Dale&Ricker Bird Checklists,2008-02-17,hillanddale,,https://www.inaturalist.org/observations/9568833,4626,https://static.inaturalist.org/photos/13061590/medium.jpeg?1516676103,
Gavia stellata,Pontoppidan,red-throated loon,Native,S4 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2014-06-27,hillanddale,,https://www.inaturalist.org/observations/8511584,4627,https://static.inaturalist.org/photos/11359972/medium.png?1508713200,
Geothlypis tolmiei,Townsend,MacGillivray's warbler,Native,S5B (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2017-07-14,sea2skynaturebc,,http://inaturalist.ca/observations/7048307,145223,https://static.inaturalist.org/photos/11208694/medium.jpg?1508108222,
Geothlypis trichas,L.,common yellowthroat,Native,S5 (2015),confirmed,,,Dale&Ricker Bird Checklists,2015-06-05,hillanddale,,https://www.inaturalist.org/observations/8499841,9721,https://static.inaturalist.org/photos/11339393/medium.png?1508642167,
Glaucidium gnoma,Wagler,northern pygmy-owl,Native,S4B (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2017-10-05,hillanddale,,https://www.inaturalist.org/observations/8473381,19812,https://static.inaturalist.org/photos/11297750/medium.jpeg?1508467159,
Haematopus bachmani,Audubon,black oystercatcher,Native,S4 (2015),confirmed,,,Dale&Ricker Bird Checklists,2017-07-06,hillanddale,,https://www.inaturalist.org/observations/8474076,4838,https://static.inaturalist.org/photos/11298890/medium.jpeg?1508471269,
Haemorhous mexicanus,Muller,house finch,Native,S5 (2015),confirmed,,,Dale&Ricker Bird Checklists,2017-10-03,gwenlh,,https://www.inaturalist.org/observations/8330888,199840,https://static.inaturalist.org/photos/11068091/medium.jpg?1507580284,
Haemorhous purpureus,Gmelin,purple finch,Native,S5B (2015),confirmed,,,Dale&Ricker Bird Checklists,2017-06-03,gwenlh,,https://www.inaturalist.org/observations/8374745,199841,https://static.inaturalist.org/photos/11135969/medium.jpg?1507832973,
Haliaeetus leucocephalus,L.,bald eagle,Native,"S5B,S5N (2015)",confirmed,,,Dale&Ricker Bird Checklists,2016-11-21,gwenlh,,https://www.inaturalist.org/observations/8415552,5305,https://static.inaturalist.org/photos/11202239/medium.jpg?1508093063,
Hirundo rustica,L.,barn swallow,Native,S3S4B (2015),confirmed,,,Dale&Ricker Bird Checklists,2017-07-24,sea2skynaturebc,,http://inaturalist.ca/observations/7195502,11901,https://static.inaturalist.org/photos/11208303/medium.jpg?1508107167,
Histrionicus histrionicus,L.,harlequin duck,Native,"S4B,S3N (2015)",confirmed,,,Dale&Ricker Bird Checklists,2015-05-03,hillanddale,,https://www.inaturalist.org/observations/8499752,7111,https://static.inaturalist.org/photos/11339201/medium.jpeg?1508641547,
Hydroprogne caspia,Pallas,Caspian tern,Native,S3B (2015) ,new 2008,,,,2008-05-19,hillanddale,,https://www.inaturalist.org/observations/8527708,144537,https://static.inaturalist.org/photos/11387855/medium.jpeg?1508814569,
Icteria virens,L.,yellow-breasted chat,Native,S2B (2018) ,confirmed,,,Dale&Ricker Bird Checklists,2013-05-27,hillanddale,,https://www.inaturalist.org/observations/8486483,10243,https://static.inaturalist.org/photos/11318714/medium.jpg?1508562138,
Icterus bullockii,Swainson,Bullock's oriole,Native,S5B (2015),confirmed,,,Dale&Ricker Bird Checklists,2016-05-21,hillanddale,,https://www.inaturalist.org/observations/9524912,9357,https://static.inaturalist.org/photos/12987050/medium.jpeg?1516332558,
Ixoreus naevius,Gmelin,varied thrush,Native,S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2014-03-02,gwenlh,,https://www.inaturalist.org/observations/8409769,145088,https://static.inaturalist.org/photos/11192120/medium.jpg?1508045950,
Junco hyemalis hyemalis,L.,slate-coloured junco,Native,S5 (2015),confirmed,,,Dale&Ricker Bird Checklists,2018-04-04,gwenlh,,https://www.inaturalist.org/observations/10623551,132764,https://static.inaturalist.org/photos/14818374/medium.jpg?1522879850,
Lanius borealis,Vieillot,northern shrike,Native,"S4B,S4N (2015)",confirmed,,,Dale&Ricker Bird Checklists,2016-12-30,hillanddale,,https://www.inaturalist.org/observations/8486145,558512,https://static.inaturalist.org/photos/11318248/medium.png?1508560313,
Lanius ludovicianus,L.,loggerhead shrike,Accidental,SNA (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2013-05-29,hillanddale,,https://www.inaturalist.org/observations/8486291,12024,https://static.inaturalist.org/photos/11318480/medium.jpeg?1508561261,
Larus canus,L.,mew gull,Native,S4B (2015),confirmed,,,Dale&Ricker Bird Checklists,2017-01-04,sea2skynaturebc,,https://www.inaturalist.org/observations/8945243,4356,https://static.inaturalist.org/photos/12053250/medium.jpeg?1511732189,
Larus delawarensis,Ord.,ring-billed gull,Native,S4?B (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2014-05-18,hillanddale,,https://www.inaturalist.org/observations/8515885,4364,https://static.inaturalist.org/photos/11367152/medium.jpeg?1508729831,
Larus glaucescens,Nauman,glaucous-winged gull,Native,S4 (2015),confirmed,,,Dale&Ricker Bird Checklists,2018-04-12,hillanddale,,https://www.inaturalist.org/observations/10829050,4399,https://static.inaturalist.org/photos/15174436/medium.jpeg?1523572641,
Larus glaucoides thayeri,Brooks,Thayer's gull,Native,S5N (2017) species level,confirmed,,,Dale&Ricker Bird Checklists,2018-12-15,hillanddale,,https://www.inaturalist.org/observations/19370578,556736,https://static.inaturalist.org/photos/29790046/medium.jpeg?1546407479,
Larus heermanni,Cassin,Heerman's gull,Unknown,SUN (2015) ,reported,1998-00-00,per Chris Dale,,,,,,4353,,historical record Porteau Cove
Larus hyperboreus,Gunnerus,glaucous gull,Native,SNRM (2015),confirmed,,,Dale&Ricker Bird Checklists,2011-02-24,hillanddale,,https://www.inaturalist.org/observations/9614059,4349,https://static.inaturalist.org/photos/13119964/medium.png?1516918838,
Leucosticte tephrocotis,Swainson,grey-crowned rosy-finch,Native,S5?B (2015),confirmed,,,Dale&Ricker Bird Checklists,2012-12-10,hillanddale,,https://www.inaturalist.org/observations/8490364,9617,https://static.inaturalist.org/photos/11324052/medium.png?1508598637,
Limnodromus scolopaceus,Say,long-billed dowitcher,Native,S4N (2015),confirmed,,,Dale&Ricker Bird Checklists,2016-09-09,hillanddale,,https://www.inaturalist.org/observations/8639789,3873,https://static.inaturalist.org/photos/11565263/medium.jpeg?1509508026,
Lophodytes cucullatus,L.,hooded merganser,Native,S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2017-04-02,sea2skynaturebc,,https://www.inaturalist.org/observations/5549021,7109,https://static.inaturalist.org/photos/6851217/medium.jpg?1491188034,
Loxia curvirostra,L.,red crossbill,Native,S5 (2015),confirmed,,,Dale&Ricker Bird Checklists,2015-09-04,hillanddale,,https://www.inaturalist.org/observations/8499935,10411,https://static.inaturalist.org/photos/11339540/medium.png?1508642577,
Loxia leucoptera,Gmelin,white-winged crossbill,Native,S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2012-12-24,hillanddale,,https://www.inaturalist.org/observations/8490732,10423,https://static.inaturalist.org/photos/11324692/medium.png?1508600330,
Mareca americana,Gmelin,American wigeon,Native,"S5B,S5N (2015)",confirmed,,,Dale&Ricker Bird Checklists,2018-11-18,breannawilson,,https://www.inaturalist.org/observations/18501047,485176,https://static.inaturalist.org/photos/28297015/medium.jpg?1542656636,
Mareca penelope,L.,Eurasian wigeon,Native,SNRN (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2018-03-28,hillanddale,,https://www.inaturalist.org/observations/10479489,558441,https://static.inaturalist.org/photos/14569248/medium.jpeg?1522276362,
Mareca strepera,L.,gadwall,Native,S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2018-03-28,hillanddale,,https://www.inaturalist.org/observations/10479503,558439,https://static.inaturalist.org/photos/14569295/medium.jpeg?1522276455,
Megaceryle alcyon,L.,belted kingfisher,Native,S4S5 (2015),new 2017,,,,2017-05-22,hillanddale,,https://www.inaturalist.org/observations/8504866,2548,https://static.inaturalist.org/photos/11348741/medium.jpeg?1508687065,
Megascops kennicottii,Elliott,western screech-owl,Native,S4 (2015),reported,1985-03-11,,RBCM,,,23381,,19743,,historical record Horseshoe Bay
Melanerpes lewis,G.R. Gray,Lewis's woodpecker,Native,S2S3B (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2014-05-08,hillanddale,,https://www.inaturalist.org/observations/8497831,18160,https://static.inaturalist.org/photos/11335968/medium.jpeg?1508631526,
Melanitta fusca,L.,white-winged scoter,Native,S4S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2017-10-22,hillanddale,,https://www.inaturalist.org/observations/8510386,7032,https://static.inaturalist.org/photos/11357816/medium.jpeg?1508707701,
Melanitta perspicillata,L.,surf scoter,Native,"S3B,S4N (2015)",confirmed,,,Dale&Ricker Bird Checklists,2017-02-17,sea2skynaturebc,,https://www.inaturalist.org/observations/9036036,7036,https://static.inaturalist.org/photos/12190813/medium.jpg?1512344757,
Melospiza georgiana,Latham,swamp sparrow,Native,S4S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2011-12-17,hillanddale,,https://www.inaturalist.org/observations/9613971,9096,https://static.inaturalist.org/photos/13119862/medium.jpeg?1516918342,
Melospiza lincolnii,Audubon,Lincoln's sparrow,Native,"S5B, SNRN (2015) ",confirmed,,,Dale&Ricker Bird Checklists,2018-08-30,hillanddale,,https://www.inaturalist.org/observations/16055736,9092,https://static.inaturalist.org/photos/24038392/medium.jpeg?1535674862,
Melospiza melodia,Wilson,song sparrow,Native,S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2017-10-03,gwenlh,,https://www.inaturalist.org/observations/8342558,9100,https://static.inaturalist.org/photos/11088583/medium.jpg?1507653746,
Mergus merganser,L.,common merganser,Native,S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2017-12-03,sea2skynaturebc,,https://www.inaturalist.org/observations/9036688,7004,https://static.inaturalist.org/photos/12192639/medium.jpeg?1512348851,
Mergus serrator,L.,red-breasted merganser,Native,"S4B, SNRN (2015)",confirmed,,,Dale&Ricker Bird Checklists,2014-03-11,hillanddale,,https://www.inaturalist.org/observations/8497481,6996,https://static.inaturalist.org/photos/11335483/medium.jpg?1508630557,
Mimus polyglottos,L.,northern mockingbird,Native,SNRN (2015),confirmed,,,Dale&Ricker Bird Checklists,2012-03-11,hillanddale,,https://www.inaturalist.org/observations/8486240,14886,https://static.inaturalist.org/photos/11318432/medium.jpeg?1508561010,
Molothrus ater,Boddaert,brown-headed cowbird,Native,S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2009-05-24,hillanddale,,https://www.inaturalist.org/observations/8527721,10373,https://static.inaturalist.org/photos/11387871/medium.jpeg?1508814704,
Myadestes townsendi,Audubon,Townsend's solitaire,Native,S5B (2015)  ,confirmed,,,Dale&Ricker Bird Checklists,2017-04-26,hillanddale,,https://www.inaturalist.org/observations/8473860,12951,https://static.inaturalist.org/photos/11298488/medium.jpeg?1508469962,
Numenius americanus,Bechstein,long-billed curlew,Native,S3B (2018) ,confirmed,,,Dale&Ricker Bird Checklists,2017-04-01,hillanddale,,https://www.inaturalist.org/observations/8474488,3906,https://static.inaturalist.org/photos/11299453/medium.jpeg?1508474220,
Numenius phaeopus,L.,whimbrel,Native,S1S2B (2019) ,confirmed,,,Dale&Ricker Bird Checklists,2014-05-23,hillanddale,,https://www.inaturalist.org/observations/8498048,3901,https://static.inaturalist.org/photos/11336288/medium.jpeg?1508632261,
Oceanodroma furcata,Gmelin,fork-tailed storm petrel ,Native,S4B (2015)  ,reported,2015-00-00,Chris Dale, ,,,,,4077,,
Oreothlypis celata lutescens,Say,Pacific orange-crowned warbler,Native,S5B (2015),confirmed,,,Dale&Ricker Bird Checklists,2019-04-27,breannawilson,,https://www.inaturalist.org/observations/24993132,484411,https://static.inaturalist.org/photos/38670545/medium.jpg?1557667742,
Oreothlypis ruficapilla,Wilson,Nashville warbler,Native,S5B (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2008-05-25,hillanddale,,https://www.inaturalist.org/observations/8551159,145221,https://static.inaturalist.org/photos/11426212/medium.jpeg?1508974718,
Oxyura jamaicensis,Gmelin,ruddy duck,Native,S5 (2015),confirmed,,,Dale&Ricker Bird Checklists,2017-04-05,hillanddale,,https://www.inaturalist.org/observations/8473532,7079,https://static.inaturalist.org/photos/11298053/medium.jpeg?1508468388,
Pandion haliaetus carolinensis,L.,osprey,Native,S5B (2015) species level,confirmed,,,Dale&Ricker Bird Checklists,2010-10-26,hillanddale,,https://www.inaturalist.org/observations/9568919,116999,https://static.inaturalist.org/photos/13061744/medium.jpeg?1516676663,
Passer domesticus,L.,house sparrow,Native,SNA (2015),confirmed,,,Dale&Ricker Bird Checklists,2018-05-25,thuja,,https://www.inaturalist.org/observations/12808523,13858,https://static.inaturalist.org/photos/18574246/medium.jpeg?1527281546,
Passerculus sandwichensis,Gmelin,Savannah sparrow,Native,S5B (2015),confirmed,,,Dale&Ricker Bird Checklists,2010-07-09,hillanddale,,https://www.inaturalist.org/observations/8553834,9981,https://static.inaturalist.org/photos/11430782/medium.jpeg?1508990709,
Passerella iliaca,Merrem,fox sparrow,Native,S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2013-01-12,gwenlh,,https://www.inaturalist.org/observations/8413413,9156,https://static.inaturalist.org/photos/11198306/medium.jpg?1508081779,
Passerina amoena,Say,lazuli bunting,Native,S5B (2015),confirmed,,,Dale&Ricker Bird Checklists,2012-05-20,hillanddale,,https://www.inaturalist.org/observations/8486306,10234,https://static.inaturalist.org/photos/11318532/medium.jpeg?1508561514,
Patagioenas fasciata,Say,band-tailed pigeon,Native,S3S4 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2016-12-30,hillanddale,,https://www.inaturalist.org/observations/8504343,3108,https://static.inaturalist.org/photos/11348021/medium.jpeg?1508685033,
Pelecanus erythrorhynchos,Gmelin,American white pelican,Native,S1B (2015)  ,confirmed,,,Dale&Ricker Bird Checklists,2017-06-23,hillanddale,,https://www.inaturalist.org/observations/8474063,4334,https://static.inaturalist.org/photos/11298864/medium.jpeg?1508471144,
Perisoreus canadensis,L.,Canada jay,Native,S5 (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2015-04-14,hillanddale,,https://www.inaturalist.org/observations/8499710,8335,https://static.inaturalist.org/photos/11339114/medium.jpeg?1508641258,
Petrochelidon pyrrhonota,Viellot,cliff swallow,Native,S4S5B (2015),confirmed,,,Dale&Ricker Bird Checklists,2017-04-03,hillanddale,,https://www.inaturalist.org/observations/8474503,11858,https://static.inaturalist.org/photos/11299475/medium.png?1508474380,
Phalacrocorax auritus,Lesson,double-crested cormorant,Native,S3S4 (2015),confirmed,,,Dale&Ricker Bird Checklists,2013-04-08,hillanddale,,https://www.inaturalist.org/observations/8491919,4265,https://static.inaturalist.org/photos/11326546/medium.jpeg?1508606993,
Phalacrocorax pelagicus,Pallas,pelagic cormorant,Native,S4 (2015),confirmed,,,Dale&Ricker Bird Checklists,2017-04-17,hillanddale,,https://www.inaturalist.org/observations/8474833,4283,https://static.inaturalist.org/photos/11300134/medium.jpeg?1508477686,
Phalacrocorax penicillatus,Brant,Brandt's cormorant,Native,"S1B,S4N (2015) ",confirmed,,,Dale&Ricker Bird Checklists,2018-12-25,benkeen,,https://www.inaturalist.org/observations/19216308,4277,https://static.inaturalist.org/photos/29518031/medium.jpg?1545765820,
Phalaropus tricolor,Vieillot,Wilson's phalarope,Native,S4B (2015) ,new 2019,,,,2019-06-20,hillanddale,,https://www.inaturalist.org/observations/27349513,144497,https://static.inaturalist.org/photos/42543159/medium.jpeg?1561068897,
Phasianus colchicus,L.,ring-necked pheasant ,Exotic,SNA (2015),reported,2008-00-00,Chris Dale,,,,,,981,,"seen at ""Oliver's Landing about 2008"""
Pheucticus ludovicianus,L.,rose-breasted grosbeak,Native,S4S5B (2015) ,confirmed,,,Dale&Ricker Bird Checklists,2017-06-03,gwenlh,,https://www.inaturalist.org/observations/8342996,10271,https://static.inaturalist.org/photos/11089240/medium.jpg?1507655592,
Pheucticus melanocephalus,Swainson,black-headed grosbeak,Native,S5B (2016) ,confirmed,,,Dale&Ricker Bird Checklists,2017-05-15,sea2skynaturebc,,http://inaturalist.ca/observations/6227964,10274,https://static.inaturalist.org/photos/12050288/medium.jpeg?1511724722,
