Taxon,Author of Species,Author of       Subspecies or Variety,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status (B.C.),reporting,Documented,Last Collected/ Reported,Collector/Source,Collection Accession #/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Arctostaphylos uva-ursi,(L.) Spreng.,,bearberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Arbutoideae,native,S5 (2015) ,confirmed,documented,2015-06-26,D. Mosquin,2015 Squamish Bioblitz part of Whistler BB Bob Brett),2016-07-31,judithofsquamish,https://www.inaturalist.org/observations/5948333,https://static.inaturalist.org/photos/7428707/medium.jpeg?1493090747,,68049,
Arctostaphylos x media,Greene ,,hybrid manzanita,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Ericales,,,Ericaceae,Arbutoideae,native,S4 (2015) ,reported,undocumented,1974-04-26,W.H. Parker ,UBC: V146357,,,,,,181436,
Arnica angustifolia subsp. angustifolia ,Vahl , ,narrowleaf leopardbane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2000),reported,undocumented,1970-07-28,C. M. Tay,V144334,,,,,,234430,
Arnica cordifolia,Hook.,,heartleaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015),confirmed,documented,1956-08-07,Vernon C. Brink,UBC: V55449,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8231339,https://static.inaturalist.org/photos/10914090/medium.jpeg?1506999870,,75569,
Arnica gracilis ,Rydb.,,slender leopardbane,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2000),reported,undocumented,1961-08-19,E.B. Peterson ,UBC: V97820,,,,,,158686,
Arnica lanceolata subsp. prima ,Nutt. ,(Maguire) Strother & S.J. Wolf,clasping arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015) ,confirmed,documented,1979-07-21,Gerald B. Straley,UBC: V166358,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/8891577,https://static.inaturalist.org/photos/11962080/medium.jpeg?1511313857,,79623,
Arnica latifolia,Bong.,,broadleaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015) ,reported,undocumented,1979-07-21,Gerald B. Straley,UBC: V166358,,,,,,75573,
Arnica mollis,Hook.,,hairy arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015),reported,undocumented,1938-08-08,John W. Eastham,UBC: V9215,,,,,,75575,
Arnica ovata ,Greene,,sticky leaf arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015),reported,undocumented,1965-08-14,B. Fraser ,UBC: V158316,,,,,,75577,
Arnica parryi ,A. Gray,,nodding arnica,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015) ,confirmed,documented,1912-08-13,J. Davidson ,UBC: V9224,,,,,,75578,
Artemisia norvegica ,Fr.,,Norwegian mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015),reported,undocumented,1956-08-07,Vernon C. Brink,UBC: V55155,,,,,Warren Gl. Foreland,75591,
Artemisia norvegica  subsp. saxatilis,Fr.,(Besser) H.M. Hall & Clem.,Norwegian mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015) ,reported,undocumented,1917-08-07,John Davidson ,UBC: V9352,,,,,,79631,
Artemisia norvegica var. longepedunculata?,Fr. ,Rudolphi. ,Norwegian mugwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,"not in CDC records, see 'notes'",reported,undocumented,1912-08-00,John Davidson ,UBC: V9353,,,,,"variety seems to no longer be recognized - not in NatureServe, FNA, I.T.I.S. or iNaturalist",0,
Aruncus dioicus,(Walter) Fernald,,goatsbeard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae, ,native,S5 (2015),confirmed,documented,1965-07-14,B. Fraser ,UBC: V158317,2016-05-17,judithofsquamish,https://www.inaturalist.org/observations/6018513,https://static.inaturalist.org/photos/7531195/medium.jpeg?1493523457,,75600,
Asarum caudatum,Lindl.,,western wild ginger,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Piperales,,,Aristolochiaceae,,native,S5 (2015) ,confirmed,documented,2012-05-05,Paul Kroeger,UBC: V245578,2017-05-28,hillanddale,https://www.inaturalist.org/observations/8505001,https://static.inaturalist.org/photos/11348935/medium.jpeg?1508687449,,52858,
Asparagus officinalis,L.,,wild asparagus,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Asparagoideae,exotic,SNA (2001),new 2011,documented,,,,2015-07-14,judithofsquamish,https://www.inaturalist.org/observations/9971627,https://static.inaturalist.org/photos/13700100/medium.jpeg?1519431210,,60265,
Aspidotis densa,(Brack.) Lellinger,,serpentine fern,Plantae,Tracheophyta,Angiospermae,,Polypodiopsida,,,Polypodiales,,,Pteridaceae,,native,S5 (2015),confirmed,documented,1993-05-24,Terry Taylor ,V182028,2018-12-15,benkeen,https://www.inaturalist.org/observations/19035660,https://static.inaturalist.org/photos/29196493/medium.jpg?1544910337,,63868,
Asplenium trichomanes,L.,,maidenhair spleenwort,Plantae,Tracheophyta,Angiospermae,,Polypodiopsida,,,Polypodiales,,,Aspleniaceae,,native,S4S5 (2008),confirmed,documented,1946-04-13,Terry Taylor,UBC: V51390,2016-10-18,judithofsquamish,http://inaturalist.ca/observations/4386193,https://static.inaturalist.org/photos/5263379/medium.jpg?1476818087,"2 subspecies in BC not clearly defined, according to CDC",75609,
Athyrium distentifolium  subsp. americanum ,Tausch ex Opiz,(Butters) Hultén,American alpine lady fern,Plantae,Tracheophyta,Angiospermae,,Polypodiopsida,,,Polypodiales,,,Athyriaceae,,native,S5 (2015),confirmed,documented,1960-08-16,E.B. Peterson ,UBC: V100639,2017-09-05,judithofsquamish,https://www.inaturalist.org/observations/8275046,https://static.inaturalist.org/photos/10977282/medium.jpeg?1507249640,Athyrium alpestre subsp. americanum in CDC,80451,
Athyrium filix-femina subsp. cyclosorum,(L.) Roth ex Mertens, (Rupr.) C. Chr.,lady fern,Plantae,Tracheophyta,Angiospermae,,Polypodiopsida,,,Polypodiales,,,Athyriaceae,,native,S5 (2015) ,confirmed,documented,2013-09-08,Carl J. Rothfels,UBC: V245629,2017-05-05,chlorophilia,https://www.inaturalist.org/observations/6113065,https://static.inaturalist.org/photos/7648140/medium.jpeg?1494087563,,52669,
Atriplex patula,L.,,common orache,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Amaranthaceae,,exotic,SNA (2001),confirmed,documented,2015-06-26,B. Johnson,2015 Squamish Bioblitz part of Whistler BB Bob Brett),,judithofsquamish,https://www.inaturalist.org/observations/10484143,https://static.inaturalist.org/photos/14577315/medium.jpeg?1522293663,,60175,
Aucuba sp.,Thunb.,,none,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Garryales,,,Garryaceae,,,n/a,new 2018,documented,,,,2018-11-12,benkeen,https://www.inaturalist.org/observations/18362907,https://static.inaturalist.org/photos/28065730/medium.jpg?1542071155,,56207,
Barbarea orthoceras,Ledeb.,,American yellowrocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,native,S5 (2015),confirmed,documented,2004-05-05,T. Taylor ,report,2016-04-25,judithofsquamish,https://www.inaturalist.org/observations/9971751,https://static.inaturalist.org/photos/13700267/medium.jpeg?1519431872,,52976,
Barbarea vulgaris ,W.T. Aiton,,bittercress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Brassicales,,,Brassicaceae,,exotic,SNA (2001),reported,undocumented,1967-06-10,P. Warrington ,LEA,,,,,,56126,
Bellis perennis,L.,,common daisy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,exotic,SNA (2001),new 2018,documented,,,,2018-09-11,benkeen,https://www.inaturalist.org/observations/16442100,https://static.inaturalist.org/photos/24740293/medium.jpg?1536720487,,55563,
Berberis aquifolium,Pursh,,Oregon grape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,,native,S5 (2015)  ,confirmed,documented,2015-06-26,A. Lynn,2015 Squamish Bioblitz part of Whistler BB Bob Brett),2017-10-27,gwenlh,https://www.inaturalist.org/observations/8595536,https://static.inaturalist.org/photos/11490459/medium.jpg?1509242715,,126887,
Berberis nervosa,Pursh,,Cascade Oregon-grape,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,,native,S5 (2000),confirmed,documented,1967-06-24,P. Warrinton ,LEA,2017-06-24,vanezo,http://inaturalist.ca/observations/6863005,https://static.inaturalist.org/photos/8747622/medium.jpg?1498851580,,75756,
Berberis thunbergii ,DC.,,Japanese barberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Berberidaceae,,exotic,SNA (2008),reported,undocumented,2011-04-17,Frank Lomer,UBC: V236396,,,,,,58727,
Betula glandulosa,Michx.,,dwarf resin birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,native,S5 (2015) ,new 2017,documented,,,,2017-06-11,alicia49,https://www.inaturalist.org/observations/6597870,https://static.inaturalist.org/photos/8376107/medium.jpeg?1497224775,,75763,
Betula papyrifera,(Regel) Fern.,,paper birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,native,S4 (2001),confirmed,documented,2004-05-05,T. Taylor ,report,2018-07-12,judithofsquamish,https://www.inaturalist.org/observations/14556424,https://static.inaturalist.org/photos/21685360/medium.jpeg?1532129487,,49883,
Betula pendula,Roth.,,silver birch,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Fagales,,,Betulaceae,,exotic,SNA (2001) ,reported,undocumented,2004-05-05,T. Taylor ,report,,,,,,83992,
Bidens amplissima,Greene,,Vancouver Island beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S3 (2015) ,confirmed,documented,2014-08-07,Anne Anderson,UBC: V244536,2016-09-15,judithofsquamish,http://www.inaturalist.org/observations/4366532,https://static.inaturalist.org/photos/5231946/medium.jpeg?1476582635,,159233,
Bidens cernua,L.,,nodding beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015),new 2016,documented,,,,2016-09-14,judithofsquamish,https://www.inaturalist.org/observations/10489112,https://static.inaturalist.org/photos/14585854/medium.jpeg?1522331705,,75765,
Bidens frondosa,L.,,devil's beggarticks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,exotic,SNA (2001),reported,undocumented,1978-09-17,R.C. Summerbell,UBC: V167632,,,,,,51712,
Bistorta vivipara ,(L.) Delarbre,,alpine bistort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,,native,S5 (2015),reported,undocumented,1917-08-10,John Davidson,UBC: V35634,,,,,,130545,
Boechera lyallii ,(S. Watson) Dorn,,Lyall's rockcress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Brassicales,,,Brassicaceae,,native,S5 (2015),reported ,undocumented,1926-10-08,G. A. Hardy ,V: V008032,,,,,,75799,
Boechera stricta ,(Graham) Al-Shehbaz,,Drummond's rockcress,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Brassicales,,,Brassicaceae,,native,S5 (2015) ,reported,undocumented,1967-08-17,V. Bednar ,UBC: V158312,,,,,,75824,
Bolboschoenus maritimus,(L.) Palla,,sea clubrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,,native,S4 (2000),confirmed,documented,2007-08-19,F. Lomer,UBC: V233607,2015-06-17,judithofsquamish,https://www.inaturalist.org/observations/8737843,https://static.inaturalist.org/photos/13740414/medium.jpeg?1519597490,,58345,
Botrypus virginianus ,(L.) Michx.,,rattlesnake fern,Plantae,Tracheophyta, ,,Polypodiopsida,Ophioglossidae,,Ophioglossales,,,Ophioglossaceae,,native,S4S5 (2015,reported,undocumented,1963-05-17,Thomas M.C. Taylor ,UBC: V101055,,,,,,75855,
Boykinia occidentalis  ,Torr. & A. Gray,,coastal brookfoam,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2015) ,reported,undocumented,2012-07-25,E. R. Manton,UBC: V239473,2018-08-18,citizen1,https://www.inaturalist.org/observations/15727184,https://static.inaturalist.org/photos/23481294/medium.jpg?1534783342,,68213,
Brasenia schreberi,J.F. Gmel. ,,watershield,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Nymphaeales,,,Cabombaceae,,native,S5 (2015),new 2018,documented,,,,2018-09-06,benkeen,https://www.inaturalist.org/observations/16276550,https://static.inaturalist.org/photos/24440994/medium.jpg?1536286594,,75867,
Brassica napus subsp. rapifera ,L.,Metzg.,turnip,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,exotic,SNA (2001),reported,undocumented,2015-12-30,Frank Lomer,UBC: V247101,,,,,,450737,
Brassica oleracea,L.,,cabbage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,exotic,SNA,reported,undocumented,2015-03-27,Frank Lomer,UBC: V246473,,,,,,54516,
Brassica rapa,L.,,field mustard,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Brassicales,,,Brassicaceae,,exotic,SNA (2001)  ,reported,undocumented,1991-05-18,G. B. Straley,UBC s.n.,,,,, ,53271,
Briza maxima,L.,,greater quaking grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,exotic,SNA (2000),reported,undocumented,1988-06-28,Frank Lomer,UBC: V195475,,,,,,57157,
Brodiaea coronaria .,(Salisb.) Engl,,crown brodiaea,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,,native,S3S4 (2015),reported,undocumented,1975-07-06,Golden Stanley,V083598,,,,,,57126,
Bromus carinatus ,Hook. & Arn.,,California brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,, ,Poales,,,Poaceae,Pooidiae,native,S5 (2015),reported,undocumented,1966-07-21,B. Fraser ,UBC: V158372,,,,,aka B. carinatus var. marginatus and B. marginatus,52700,
Bromus diandrus ,Roth,,great brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,exotic,SNA (2000) ,reported,undocumented,2006-05-27,Jeffery M. Saarela,UBC: V228355,,,,,,52702,
Bromus hordeaceus,L.,,common soft-brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,exotic,SNA,reported,undocumented,2006-05-27,Jeffery M. Saarela,UBC: V228357,,,,,,52703,
Bromus inermis ,Leyss.,,smooth brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,exotic,SNA (2000),reported,undocumented,1979-06-06,G.E. Bradfield,UBC: V190183,,,,,,75903,
Bromus racemosus,L.,,bald brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,native,SNA (2000),reported,undocumented,2015-05-30,Frank Lomer,UBC: V246599,,,,,,75909,
Bromus tectorum,L.,,drooping brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,, ,Poales,,,Poaceae,Pooidiae,exotic,SNA (2000),reported,undocumented,2015-06-26,A. Lynn,2015 Squamish Bioblitz part of Whistler BB Bob Brett),,,,,,58369,
Bromus vulgaris,(Hook.) Shear,,Columbia brome,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,native,S5 (2015) ,reported,undocumented,2015-05-30,Frank Lomer,UBC: V246601,,,,,,75915,
Buddleja davidii,Franch.,,butterfly bush,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,exotic,SNA (2001)   ,confirmed,documented,2015-06-26,A. Lynn,2015 Squamish Bioblitz part of Whistler BB Bob Brett),2017-09-24,thuja,https://www.inaturalist.org/observations/8075430,https://static.inaturalist.org/photos/10705104/medium.jpeg?1506284318,,75916,
Calamagrostis canadensis var. canadensis,(Michx.) P. Beauv.,,Canadian bluejoint,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2000),confirmed,documented,2015-06-26,D. Mosquin,2015 Squamish Bioblitz part of Whistler BB Bob Brett),2018-05-30,judithofsquamish,https://www.inaturalist.org/observations/13098027,https://static.inaturalist.org/photos/19084801/medium.jpeg?1528073393,,75925,
Calamagrostis canadensis var. langsdorffii ,(Michx.) P. Beauv.,(Link) Inman,bluejoint reedgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2000),reported,undocumented,1966-07-21,B. Fraser ,UBC: V158373,,,,,,80497,
Calamagrostis stricta subsp. inexpansa ,(Timm) Koeler,(A. Gray) C.W. Greene,slimstem reedgrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2000,reported,undocumented,1974-07-04,Charles E. Beil,UBC: V176166,,,,,,79649,
Callitriche sp.,L.,,water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,native,n/a,new 2018,documented,,,,2018-11-08,judithofsquamish,https://www.inaturalist.org/observations/18276851,https://static.inaturalist.org/photos/27921729/medium.jpeg?1541734629,,58096,
Callitriche heterophylla var. heterophylla,Pursh,,northern water-starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,native,S2S3 (2000),reported,undocumented,1917-05-05,John Davidson,UBC: V43619,,,,,,80499,
Callitriche palustris ,L.,,spring starwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,native,S5 (2015),reported,undocumented,1941-09-06,John W. Eastham,UBC: V7016,,,,,,75937,
Callitropsis nootkatensis,D. Don,,Nootka cypress,Plantae,Tracheophyta, ,,Pinopsida,,,Pinales,,,Cupressaceae,,native,S4 (2015),confirmed,documented,1986-02-12,12-Feb-86,UBC: V194548,2015-03-13,judithofsquamish,https://www.inaturalist.org/observations/5996321,https://static.inaturalist.org/photos/7498893/medium.jpeg?1493399234,,820904,
Caltha leptosepala,DC.,,white marsh marigold,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Ranunculales,,,Ranunculaceae,,native,S5 (2000),confirmed,documented,1971-08-02,C. J. Marchant,UBC: V183689,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/6940225,https://static.inaturalist.org/photos/8868890/medium.jpeg?1499318008,,64445,
Caltha leptosepala,DC.,,white marsh marigold,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,,native,S5 (2000),confirmed,documented,1971-08-02,C. J. Marchant,UBC: V183689,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/6940225,https://static.inaturalist.org/photos/8868890/medium.jpeg?1499318008,,64445,
Caltha palustris,L.,,marsh marigold,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Ranunculales,,,Ranunculaceae,,native,S4 (2015),reported,undocumented,1973-04-00,Lim & Levings,report,,,,,,75937,
Calypso bulbosa ,(L.) Oakes,,fairy slipper,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,,native,S5 (2000) ,reported,undocumented,1914-04-27,W. Taylor,UBC: V218590,,,,,,47215,
Calystegia sepium,(L.) R. Br. ,,hedge bindweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,,exotic,SNA (2008),new 2018,documented,,,,2018-08-23,benkeen,https://www.inaturalist.org/observations/15829795,https://static.inaturalist.org/photos/23665375/medium.jpg?1535071643,,57481,
Calystegia silvatica,(Kit.) Griseb.,,large bindweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Solanales,,,Convolvulaceae,,exotic,SNA (2008),new 2016,documented,,,,2016-06-30,hillanddale,https://www.inaturalist.org/observations/9531708,https://static.inaturalist.org/photos/12998664/medium.jpg?1516399819,,75968,
Calystegia soldanella  ,(L.) Roem. & Schult.,,sea bindweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,, ,Solanales,,,Convolvulaceae,,native,S2 (2015),reported,undocumented,1920-07-00,J. Davidson,UBC: V44990,,,,,,60880,
Camassia leichtlinii ,(Baker) S. Watson,,Leichtlin's Camassia,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asparagales,,,Asparagaceae,Agavoideae,native,S4 (2015)  ,reported,undocumented,1993-05-24,Terry Taylor ,V182029,,,,,,62218,
Campanula persicifolia,L.,,peach-leaved bellflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,Campanuloideae,exotic,SNA (2001),new,documented,,,,2018-06-25,thuja,https://www.inaturalist.org/observations/13835729,https://static.inaturalist.org/photos/20417475/medium.jpeg?1530123022,,159764,
Campanula rotundifolia,L.,,harebell,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Campanulaceae,,native,S5 (2015),confirmed,documented,1958-06-22,W.M. Bird,UBC: V80066,2017-09-05,judithofsquamish,https://www.inaturalist.org/observations/8896467,https://static.inaturalist.org/photos/11970616/medium.jpeg?1511365932,,62312,
Capnoides sempervirens,(L.) Pers.,,rock harlequin,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Papaveraceae,,native,S5 (2015),confirmed,documented,1974-05-22,John Pinder-Moss,UBC: V156935,2006-06-06,hillanddale,https://www.inaturalist.org/observations/8553563,https://static.inaturalist.org/photos/11430312/medium.jpeg?1509291957,aka Corydalis sempervirens (L.) Pers.including herbarium record,204148,
