iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Author,Date observed,Description,Place name,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Documenting
Hesperocorixa laevigata,221236,Hesperocorixa laevigata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Nepomorpha,Corixoidea,Corixidae,Corixinae,Corixini,Hesperocorixa,Hesperocorixa laevigata,(Uhler),,,,water boatman,1982-04-09,Geoffrey G.E. Scudder,Animalia,,,unobserved
Hesperocorixa vulgaris,221243,Hesperocorixa vulgaris,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Nepomorpha,Corixoidea,Corixidae,Corixinae,Corixini,Hesperocorixa,Hesperocorixa vulgaris,(Hungerford),,,,water boatman,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
Sigara omani,450962,Sigara omani,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Nepomorpha,Corixoidea,Corixidae,Corixinae,Corixini,Sigara,Sigara omani,(Hungerford),,,,water boatman,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
Cymus luridus,453839,Cymus luridus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Cymidae,,,Cymus,Cymus luridus,Stål,,,,true bug,1974-06-16,Geoffrey G.E. Scudder,Animalia,,,unobserved
Delphacodes lutulentella,498435,Delphacodes lutulentella,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Delphacidae,Delphacinae,Delphacini,Delphacodes,Delphacodes lutulentella,Muir & Gifford,,,,delphacid planthopper,1989-06-24,Geoffrey G.E. Scudder,Animalia,,,unobserved
Javesella lutulentella,1338021,Javesella lutulentella,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Delphacidae,Delphacinae,Delphacini,Javesella,Javesella lutulentella,(Muir & Gifford),,,,,1989-06-24,Geoffrey G.E. Scudder,Animalia,,,unobserved
Liburniella ornata,326721,Liburniella ornata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Delphacidae,Delphacinae,Delphacini,Liburniella,Liburniella ornata,,,,,ornate planthopper,2019-08-21,Chris G. Ratzlaff,Animalia,2019-08-21,Chris Ratzlaff,observed
Nothodelphax consimilis,500961,Nothodelphax consimilis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Delphacidae,Delphacinae,Delphacini,Nothodelphax,Nothodelphax consimilis,,,,,delphacid planthopper,1973-07-19,Geoffrey G.E. Scudder,Animalia,,,unobserved
Nothodelphax consimilis,500961,Nothodelphax consimilis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Delphacidae,Delphacinae,Delphacini,Nothodelphax,Nothodelphax consimilis,(Van Duzee),,,,delphacid planthopper,1973-07-19,Geoffrey G.E. Scudder,Animalia,,,unobserved
Nothodelphax occlusa,498415,Nothodelphax occlusa,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Delphacidae,Delphacinae,Delphacini,Nothodelphax,Nothodelphax occlusa,(Van Duzee),,,,delphacid planthopper,1982-05-09,Geoffrey G.E. Scudder,Animalia,,,unobserved
Stenocranus felti,451288,Stenocranus felti,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Delphacidae,Stenocraninae,,Stenocranus,Stenocranus felti,,,,,,2019-08-22,Chris G. Ratzlaff,Animalia,2019-08-22,Chris Ratzlaff,observed
Omolicna,340042,Omolicna sp.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Derbidae,Derbinae,Cenchreini,Omolicna,,,,,,,1981-04-18,Richard Cannings,Animalia,,,unobserved
Periphyllus testudinaceus,394830,Periphyllus testudinaceus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Chaitophorinae,Chaitophorini,Periphyllus,Periphyllus testudinaceus,(Fernie),,,,Common Maple Aphid,2000-05-18,C.-K. Chan,Animalia,,,unobserved
Tuberculatus columbiae,1339930,Tuberculatus columbiae,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidomorpha,Aphidoidea,Aphididae,Calaphidinae,Panaphidini,Tuberculatus,Tuberculatus columbiae,Richards,,,,,2000-05-18,C.-K. Chan,Animalia,,,unobserved
Geocoris bullatus,296394,Geocoris bullatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Geocoridae,Geocorinae,,Geocoris,Geocoris bullatus,(Say),,,,big-eyed bug,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
Aquarius remigis,1144391,Aquarius remigis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,Gerrini,Aquarius,,,,,,common water strider,,,Animalia,2018-07-02,Christian Adler,observed
Gerris buenoi,220375,Gerris buenoi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,Gerrini,Gerris,Gerris buenoi,Kirkaldy,,,,water strider,1982-05-09,Geoffrey G.E. Scudder,Animalia,,,unobserved
Gerris incognitus,209850,Gerris incognitus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,Gerrini,Gerris,Gerris incognitus,Drake & Hottes,,,,water strider,1971-04-03,Geoffrey G.E. Scudder,Animalia,,,unobserved
Gerris incurvatus,878056,Gerris incurvatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,Gerrini,Gerris,Gerris incurvatus,Drake & Hottes,,,,water strider,1985-04-05,Geoffrey G.E. Scudder,Animalia,,,unobserved
Gerris pingreensis,453233,Gerris pingreensis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,Gerrini,Gerris,Gerris pingreensis,Drake & Hottes,,,,water strider,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
Limnoporus notabilis,366934,Limnoporus notabilis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,Gerrini,Limnoporus,Limnoporus notabilis,Drake & Hottes,,,,water strider,1977-04-09,Geoffrey G.E. Scudder,Animalia,,,unobserved
Neophyllura arbuti,560509,Neophyllura arbuti,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,,Psylloidea,Liviidae,Euphyllurinae,,Neophyllura,Neophyllura arbuti,(Schwarz),,,,,1928-06-27,unknown,Animalia,,,unobserved
Kleidocerys franciscanus,1093116,Kleidocerys franciscanus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Ischnorhynchinae,,Kleidocerys,Kleidocerys franciscanus,(Stal),,,,,1984-07-19,Geoffrey G.E. Scudder,Animalia,,,unobserved
Kleidocerys resedae,261586,Kleidocerys resedae,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Ischnorhynchinae,,Kleidocerys,Kleidocerys resedae,,,,,,1969-05-18,Geoffrey G.E. Scudder,Animalia,2017-05-14,Scott Gilmore,observed
Lygaeus kalmii,62045,Lygaeus kalmii,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Lygaeinae,,Lygaeus,Lygaeus kalmii,,,,,small milkweed bug,,,Animalia,2015-08-28,Andrew Simon,observed
Neacoryphus bicrucis,261608,Neacoryphus bicrucis,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Lygaeinae,,Neacoryphus,Neacoryphus bicrucis,(Say),,,,,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
Nysius niger,453993,Nysius niger,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Orsillinae,Nysiini,Nysius,Nysius niger,Baker,,,,,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
Nysius tenellus,296406,Nysius tenellus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Orsillinae,Nysiini,Nysius,Nysius tenellus,Barber,,,,,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
Platycotis vittata,48679,Platycotis vittata,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Membracidae,Membracinae,Hoplophorionini,Platycotis,Platycotis vittata,(Fabricius),,,,oak tree hopper,1982-08-25,Geoffrey G.E. Scudder,Animalia,2017-05-13,Scott Gilmore,observed
Mesovelia mulsanti,224954,Mesovelia mulsanti,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Gerromorpha,Mesovelioidea,Mesoveliidae,,,Mesovelia,Mesovelia mulsanti,White,,,,water treader,1984-09-01,Geoffrey G.E. Scudder,Animalia,,,unobserved
Asciodema obsoleta,481110,Asciodema obsoleta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Phylinae,Phylini,Asciodema,Asciodema obsoleta,(Fieber),,,,,1989-06-24,Geoffrey G.E. Scudder,Animalia,,,unobserved
Atractotomus cooperi,1030945,Atractotomus cooperi,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Phylinae,Nasocorini,Atractotomus,Atractotomus cooperi,Stonedahl,,,,plant bug,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
Blepharidopterus angulatus,481398,Blepharidopterus angulatus,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Orthotylinae,Orthotylini,Blepharidopterus,Blepharidopterus angulatus,(Fallén),,,,plant bug,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
Blepharidopterus provancheri,453803,Blepharidopterus provancheri,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Orthotylinae,Orthotylini,Blepharidopterus,Blepharidopterus provancheri,(Burque),,,,plant bug,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
Campyloneura virgula,360042,Campyloneura virgula,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Bryocorinae,Dicyphini,Campyloneura,Campyloneura virgula,(Herrich-Schaeffer),,,,plant bug,2019-06-21,Geoffrey G.E. Scudder,Animalia,,,unobserved
