iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Common name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,sinceTimestamp,sinceRecordedBy,sinceCollection,reportingStatus,foodValue,medicinalValue,spiritualValue,materialValue,tradeValue,indicatorValue,hulquminumName,hulquminumAuthority
Agaricus deardorffensis,521662,Agaricus deardorffensis,0,accepted,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Agaricus,deardorffensis,,,,,2020-10-10,Adam Huggins,iNat,new 2020,,,,,,,,
Agaricus diminutivus,118387,Agaricus diminutivus,0,accepted,diminuitive agaricus,Peck,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Agaricus,diminutivus,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Agaricus hondensis,118386,Agaricus hondensis,0,accepted,felt-ringed agaricus,Murrill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Agaricus,hondensis,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,2019-10-06,Sarah Tweedale,iNat,confirmed,,,,,,,,
Agaricus moelleri,118382,Agaricus moelleri,0,accepted,flat-topped agaricus,Wasser,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Agaricus,moelleri,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Agaricus subrufescens,179249,Agaricus subrufescens,0,accepted,almond mushroom,Peck,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Agaricus,subrufescens,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Agaricus sylvaticus,480776,Agaricus sylvaticus,0,accepted,scaly wood mushroom,Schaeff.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Agaricus,sylvaticus,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Agaricus sylvicola,154291,Agaricus sylvicola,0,accepted,woodland mushroom,(Vittad.) Peck,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Agaricus,sylvicola,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Agaricus xanthodermus,118394,Agaricus xanthodermus,0,accepted,yellow stainer,Genev.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Agaricus,xanthodermus,,,,,2016-10-10,Graham Barber,iNat,new 2016,,,,,,,,
Agrocybe praecox,118391,Agrocybe praecox,0,accepted,spring fieldcap,(Pers.) Fayod,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Hymenogastraceae,,,Agrocybe,praecox,2010-04-17,Paul Kroeger,UBC,F22074,2015-03-21,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Albatrellopsis confluens,350017,Albatrellopsis confluens,0,accepted,,(Alb. & Schwein.) Kotl. & Pouzar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Albatrellaceae,,,Albatrellopsis,confluens,2016-02-01,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Albatrellus ovinus,123891,Albatrellus ovinus,0,accepted,Sheep Polypore,(Schaeff.) Kotl. & Pouzar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Albatrellaceae,,,Albatrellus,ovinus,2016-02-01,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Aleuria aurantia,48716,Aleuria aurantia,0,accepted,orange peel fungus,(Pers.) Fuckel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Aleuria,aurantia,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,2016-10-07,Lauren Magner,iNat,confirmed,,,,,,,,
Aleurodiscus grantii,500161,Aleurodiscus grantii,0,accepted,,Lloyd (1920),Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Stereaceae,,,Aleurodiscus,grantii,,,,,2021-10-23,Dan Tucker,iNat,new 2021,,,,,,,,
Amanita aprica,496850,Amanita aprica,0,accepted,sunshine amanita,J. Lindgr. & Tulloss,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,aprica,2011-05-14,Paul Kroeger,UBC,F22073,2011-05-14,Emma Harrower,iNat,confirmed,,,,,,,,
Amanita constricta,67355,Amanita constricta,0,accepted,Grisette,Thiers & Ammirati,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,constricta,2019-11-01,Rene Zich,19th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Amanita muscaria,48715,Amanita muscaria,0,accepted,gemmed amanita,(Fr.) Bertill.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,muscaria,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,2016-10-11,Graham Barber,iNat,confirmed,,,,,,,,
Amanita muscaria flavivolvata,335932,Amanita muscaria ssp. flavivolvata,0,accepted,fly agaric,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,muscaria,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,2020-11-04,Flora Lake,iNat,confirmed,,,,,,,,
Amanita pachycolea,67357,Amanita pachycolea,0,accepted,western grisette,D.E. Stuntz,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,pachycolea,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,2001-08-31,Elizabeth McClelland,iNat,confirmed,,,,,,,,
Amanita pantherina,48418,Amanita pantherina,0,accepted,panthercap,(DC.) Krombh.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,pantherina,2010-04-17,Paul Kroeger,UBC,F22067,2015-03-21,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Amanita pantherinoides,738406,Amanita pantherinoides,0,accepted,Western Panther,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,pantherinoides,,,,,2019-11-23,Caitlin Robinson,iNat,new 2019,,,,,,,,
Amanita phalloides,52135,Amanita phalloides,0,accepted,death cap,(Fr.) Link,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,phalloides,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Amanita porphyria,118400,Amanita porphyria,0,accepted,booted amanita,Alb. & Schwein.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,porphyria,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Amanita silvicola,318795,Amanita silvicola,0,accepted,woodland amanita,Kauffman,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,silvicola,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,2020-10-29,Adrian Levine,iNat,confirmed,,,,,,,,
Amanita smithiana,62485,Amanita smithiana,0,accepted,Smith’s amanita,Bas,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,smithiana,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Vaginatae,906594,Amanita vaginata,0,invalid,Grisette,(Bull.) Lam.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,,Amanitaceae,,Amaniteae,Amanita,,2016-05,Kent Brothers,VMS,,,,iNat,reported,,,,,,,,
Ampulloclitocybe,194738,Ampulloclitocybe sp.,0,accepted,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Cuphophylloideae,,Ampulloclitocybe,,,,,,2020-10-14,Sylvie Hawkes,iNat,new 2020,,,,,,,,
Annulohypoxylon thouarsianum,55516,Annulohypoxylon thouarsianum,0,accepted,cramp balls,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Hypoxylaceae,,,Annulohypoxylon,thouarsianum,,,,,2019-05-05,Jason Headley,iNat,new 2019,,,,,,,,
Apioperdon pyriforme,972793,Apioperdon pyriforme,0,accepted,pear-shaped puffball,(Schaeff.) Vizzini,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Lycoperdaceae,,,Apioperdon,pyriforme,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Armillaria mellea,55950,Armillaria mellea grp.,0,accepted,honey fungi,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Physalacriaceae,,,Armillaria,mellea,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,2010-11-05,Ian Guthrie,iNat,confirmed,,,,,,,,
Arrhenia chlorocyanea,354693,Arrhenia chlorocyanea,0,accepted,blue omphalina,"(Pat.) Redhead, Lutzoni, Moncalvo & Vilgalys",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Lichenomphalioideae,Arrhenieae,Arrhenia,chlorocyanea,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Arthophacopsis parmeliarum,462358,Arthophacopsis parmeliarum,0,accepted,,,Fungi,Ascomycota,Pezizomycotina,,Arthoniomycetes,,,Arthoniales,,,,,,,Arthophacopsis,parmeliarum,,,,,2021-10-23,Alejandro Huereca Delgado,iNat,new 2021,,,,,,,,
Ascocoryne sarcoides,49075,Ascocoryne sarcoides,0,accepted,purple gel,(Jacq.) J.W. Groves & D.E. Wilson,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Gelatinodiscaceae,,,Ascocoryne,sarcoides,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,2017-11-19,Kevin Toomer,iNat,confirmed,,,,,,,,
Aspropaxillus giganteus,1409270,Aspropaxillus giganteus,0,accepted,giant clitocybe,(Sowerby) Quél.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,Pseudoclitocybaceae,,,Aspropaxillus,giganteus,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,2018-10-31,Sarah Tweedale,iNat,confirmed,,,,,,,,
Astraeus,48774,Astraeus sp.,1,accepted,Barometer Earthstars,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Astraeaceae,,,Astraeus,,,,,,2017-04-06,Andrew Simon,iNat,new 2017,,,,,,,,
Atheniella adonis,485685,Atheniella adonis,0,accepted,scarlet bonnet,(Bull.),Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Porotheleaceae,,,Atheniella,adonis,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,2021-11-03,Randal Mindell,iNat,confirmed,,,,,,,,
Aureoboletus mirabilis,790782,Aureoboletus mirabilis,0,accepted,admirable bolete,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Boletaceae,Xerocomoideae,,Aureoboletus,mirabilis,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,2013-10-26,Ian Guthrie,iNat,confirmed,,,,,,,,
Auriscalpium vulgare,55175,Auriscalpium vulgare,0,accepted,pinecone earpick,Gray,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,,Auriscalpiaceae,,,Auriscalpium,vulgare,2017-05-01,Kent Brothers,VMS,,2017-12-10,Kevin Toomer,iNat,confirmed,,,,,,,,
Baeospora myosura,118349,Baeospora myosura,0,accepted,crowded gills,(Fr.) Singer,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Cyphellaceae,,,Baeospora,myosura,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Battarrea phalloides,119969,Battarrea phalloides,0,accepted,scaley-stalked puffball,(Dicks.) Pers.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Battarreaceae,,,Battarrea,phalloides,2008-10-25,Rene Zich,UBC,F29851,,,iNat,reported,,,,,,,,
Bertia moriformis,381382,Bertia moriformis,0,accepted,wood mulberry,(Tode) De Not.,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Coronophorales,,,,Bertiaceae,,,Bertia,moriformis,2017-05-06,Kent Brothers,VMS,,,,iNat,reported,,,,,,,,
Biatoropsis usnearum,215193,Biatoropsis usnearum,0,accepted,Beard-lichen parasite,,Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Tremellales,,,,,,,Biatoropsis,usnearum,,,,,2022-03-05,Andrew Simon,iNat,new 2022,,,,,,,,
Biscogniauxia mediterranea,350183,Biscogniauxia cf. mediterranea,0,accepted,,(De Not.) Kuntze,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Graphostromataceae,,,Biscogniauxia,mediterranea,2011-05-14,Kent Brothers,VMS,,,,iNat,reported,,,,,,,,
Bjerkandera adusta,118038,Bjerkandera adusta,0,accepted,Smoky polypore,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Phanerochaetaceae,,,Bjerkandera,adusta,,,,,2020-02-08,ssilverman,iNat,new 2020,,,,,,,,
Bolbitius titubans,55474,Bolbitius titubans,0,accepted,sunny side up,(Bull.) Fries,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Bolbitiaceae,,,Bolbitius,titubans,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,2018-10-07,Kevin Toomer,iNat,confirmed,,,,,,,,
Boletopsis subsquamosa,194472,Boletopsis subsquamosa,0,accepted,kurokawa,(L.) Kotl. & Pouzar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,,Bankeraceae,,,Boletopsis,subsquamosa,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Boletus edulis,48701,Boletus edulis,0,accepted,cep,Bull.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Boletaceae,Boletoideae,,Boletus,edulis,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Bovista plumbea,118132,Bovista plumbea,0,accepted,tumbling puffball,Pers.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Lycoperdaceae,,,Bovista,plumbea,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Fomitopsis malicola,1536898,Brunneoporus malicola,0,unaccepted,polypore,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Fomitopsidaceae,,,Fomitopsis,malicola,2015-03-21,Paul Kroeger,UBC,F31147,2018-03-18,Andrew Simon,iNat,confirmed,,,,,,,,
Byssomerulius corium,118073,Byssomerulius corium,0,accepted,Netted Crust,(Pers.) Parmasto,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Irpicaceae,,,Byssomerulius,corium,2010-04-01,Kent Brothers,VMS,,2021-09-05,bradva73,iNat,confirmed,,,,,,,,
Callistosporium luteo-olivaceum,118354,Callistosporium luteo-olivaceum,0,accepted,Olive Lute,(Berk. & M.A. Curtis) Singer,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,Callistosporiaceae,,,Callistosporium,luteo-olivaceum,2010-04-17,Paul Kroeger,UBC,F22065,,,iNat,reported,,,,,,,,
Calocera cornea,118027,Calocera cornea,0,accepted,yellow hair,(Batsch) Fr.,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,,Dacrymycetaceae,,,Calocera,cornea,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,2017-11-03,Kevin Toomer,iNat,confirmed,,,,,,,,
Calocera viscosa,63405,Calocera viscosa,0,accepted,staghorn jelly fungus,(Pers.) Fr.,Fungi,Basidiomycota,Agaricomycotina,,Dacrymycetes,,,Dacrymycetales,,,,Dacrymycetaceae,,,Calocera,viscosa,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,2017-05-19,Andrew Simon,iNat,confirmed,,,,,,,,
Caloscypha fulgens,153035,Caloscypha fulgens,0,accepted,spring orange peel,(Pers.) Boud.,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Caloscyphaceae,,,Caloscypha,fulgens,2009-05-16,Kent Brothers,VMS,,2016-03-22,Tyson Ehlers,iNat,confirmed,,,,,,,,
Calycina citrina,955949,Calycina citrina,0,accepted,yellow fairy cups,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Pezizellaceae,,,Calycina,citrina,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,2016-10-12,Andrew Simon,iNat,confirmed,,,,,,,,
Calyptospora columnaris,1023789,Calyptospora columnaris,0,accepted,fir-blueberry rust,(Kühn) Kleb.,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Melampsorineae,,,Pucciniastraceae,,,Calyptospora,columnaris,2009-05-16,Kent Brothers,VMS,,2018-07-08,Kevin Toomer,iNat,confirmed,,,,,,,,
Cantharellula umbonata,341438,Cantharellula umbonata,0,accepted,grayling,(J.F. Gmel.) Singer,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Lichenomphalioideae,Cantharelluleae,Cantharellula,umbonata,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Cantharellus formosus,120443,Cantharellus formosus,0,accepted,pacific golden chanterelle,Corner,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,,Hydnaceae,,,Cantharellus,formosus,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,2018-11-05,Larissa Marie,iNat,confirmed,,,,,,,,
Cantharellus subalbidus,54132,Cantharellus subalbidus,0,accepted,white chanterelle,A.H. Sm. & Morse,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,,Hydnaceae,,,Cantharellus,subalbidus,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,2016-10-12,Andrew Simon,iNat,confirmed,,,,,,,,
Cerioporus leptocephalus,928232,Cerioporus leptocephalus,0,accepted,blackfoot polypore,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Cerioporus,leptocephalus,2010-04-17,Paul Kroeger,UBC,F22080,2020-10-06,Adrian Levine,iNat,confirmed,,,,,,,,
Cerioporus squamosus,940028,Cerioporus squamosus,0,accepted,dryad’s saddle,(Huds.) Fr.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Cerioporus,squamosus,2007-04-01,Kent Brothers,VMS,,2020-04-23,Adam Huggins,iNat,confirmed,,,,,,,,
Cerioporus varius,895267,Cerioporus varius,0,accepted,Elegant Polypore,(Pers.) Zmitr. & Kovalenko,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,,Polyporaceae,,,Cerioporus,varius,2011-05-14,Kent Brothers,VMS,,,,iNat,reported,,,,,,,,
Chalciporus piperatus,147354,Chalciporus piperatus,0,accepted,peppery bolete,(Bull.) Bataille,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Boletaceae,,,Chalciporus,piperatus,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Cheilymenia,344607,Cheilymenia sp.,0,accepted,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Cheilymenia,,2012-05-12,Kent Brothers,VMS,,,,iNat,reported,,,,,,,,
Chlorociboria aeruginascens,122329,Chlorociboria aeruginascens,0,accepted,green wood cup,"(Nyl.) Kanouse ex C.S. Ramamurthi, Korf & L.R. Batra",Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Chlorociboriaceae,,,Chlorociboria,aeruginascens,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Chlorophyllum brunneum,58693,Chlorophyllum brunneum,0,accepted,shaggy parasol,(Farl. & Burt) Vellinga,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Chlorophyllum,brunneum,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,iNat,reported,,,,,,,,
Chlorophyllum olivieri,424530,Chlorophyllum olivieri,0,accepted,dark parasol,(Barla) Vellinga,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Chlorophyllum,olivieri,2016-11-01,Rene Zich,15th Galiano Mushroom Festival List,,2017-10-23,Kevin Toomer,iNat,confirmed,,,,,,,,
Chlorophyllum rhacodes,56535,Chlorophyllum rhacodes,0,accepted,Shaggy Parasol,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,,Agaricaceae,,,Chlorophyllum,rhacodes,,,,,2019-10-06,Sarah Tweedale,iNat,new 2019,,,,,,,,
Chondrostereum purpureum,118036,Chondrostereum purpureum,0,accepted,silver leaf,(Pers.) Pouzar,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,,Cyphellaceae,,,Chondrostereum,purpureum,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,2021-11-03,Andrew Simon,iNat,confirmed,,,,,,,,
Chromosera cyanophylla,118359,Chromosera cyanophylla,0,accepted,,"(Fries) Redhead, Ammirati & Norvell",Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Hygrocyboideae,Chromosereae,Chromosera,cyanophylla,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Chroogomphus ochraceus,118358,Chroogomphus ochraceus,0,accepted,Olive Pine Spike,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Gomphidiaceae,,,Chroogomphus,ochraceus,,,,,2021-06-18,Caitlin Robinson,iNat,new 2021,,,,,,,,
Chroogomphus rutilus,194275,Chroogomphus rutilus,0,accepted,colourful chroogomphus,(Schaeff.) O.K. Mill.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Gomphidiaceae,,,Chroogomphus,rutilus,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Chroogomphus tomentosus,48639,Chroogomphus tomentosus,0,accepted,woolly chroogomphus,(Murrill) O.K. Mill.,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,,Gomphidiaceae,,,Chroogomphus,tomentosus,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Chrysomphalina aurantiaca,343259,Chrysomphalina aurantiaca,0,accepted,Orange Chrysomphalina,(Peck) Redhead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Hygrophoroideae,Chrysomphalineae,Chrysomphalina,aurantiaca,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,2021-10-17,"Dave “Zeuss"" Cochrane",iNat,confirmed,,,,,,,,
Chrysomphalina chrysophylla,484686,Chrysomphalina chrysophylla,0,accepted,False Yellowfoot,(Fr.) Clémençon,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,,Hygrophoraceae,Hygrophoroideae,Chrysomphalineae,Chrysomphalina,chrysophylla,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,iNat,reported,,,,,,,,
Ciboria rufofusca,326843,Ciboria rufofusca,0,accepted,fir cone fungus,(O. Weberb.) Sacc.,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Sclerotiniaceae,,,Ciboria,rufofusca,2007-04-28,Kent Brothers,VMS,,2022-03-27,Mo Singh,iNat,confirmed,,,,,,,,
Clavaria fragilis vermicularis,53888,Clavaria fragilis var. vermicularis,0,accepted,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Clavariineae,,,Clavariaceae,,,Clavaria,fragilis,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,2017-11-11,Kevin Toomer,iNat,confirmed,,,,,,,,
Clavariadelphus truncatus,55160,Clavariadelphus truncatus,0,accepted,flat-topped club coral,(Quél.) Donk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,,Clavariadelphaceae,,,Clavariadelphus,truncatus,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,2013-10-26,Ian Guthrie,iNat,confirmed,,,,,,,,
