iNaturalist taxon name,iNaturalist taxon ID,Taxon name,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Date observed,Description,Common name,Recorded by,Captive/Cultivated,Quality grade,coordinateUncertaintyInMeters
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:16605271,49.351116,-123.393115,2018-09-16T13:00:53-07:00,,,Ben Keen,false,needs_id,5
Graphis scripta,117987,Graphis scripta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Graphis,scripta,iNat:16646985,49.711929,-123.114308,2016-10-18,,,judith holm,false,research,171
Graphis scripta,117987,Graphis scripta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Graphis,scripta,iNat:16647127,49.702382,-123.133184,2018-09-17,,,judith holm,false,research,21
Flavoparmelia caperata,117943,Flavoparmelia caperata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Flavoparmelia,caperata,iNat:16719584,49.397472,-123.360386,2018-09-20T08:55:52-07:00,,,Ben Keen,false,needs_id,10
Peltigera membranacea,117858,Peltigera membranacea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,membranacea,iNat:16736263,49.389764,-123.351499,2018-09-20T18:06:43-07:00,,,Ben Keen,false,needs_id,10
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:16852447,49.388337,-123.367555,2018-09-23T14:19:51-07:00,,,Ben Keen,false,needs_id,5
Cladonia bellidiflora,123391,Cladonia bellidiflora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,iNat:16875201,49.376838,-123.390254,2018-09-24T10:28:26-07:00,,,Keegan Durovich,false,research,5
Lecanoromycetidae,952186,Lecanoromycetidae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,,,,,,,,,,iNat:16875244,49.376699,-123.38999,2018-09-24T10:29:39-07:00,,,Keegan Durovich,false,needs_id,10
Usnea glabrescens,233313,Usnea glabrescens,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,glabrescens,iNat:16875386,49.379535,-123.388477,2018-09-24T10:35:05-07:00,,,Keegan Durovich,false,needs_id,5
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:16895163,49.377,-123.39,2018-09-24T10:35:00-10:00,,,Keegan Durovich,false,needs_id,15
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:16895168,49.377,-123.39,2018-09-24T10:43:00-10:00,,,Keegan Durovich,false,needs_id,15
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:16948905,49.407719,-123.363029,2018-09-26T15:16:37-07:00,,,Sarah Rurak,false,needs_id,
Parmelia sulcata,54734,Parmelia sulcata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Parmelia,sulcata,iNat:17041766,49.386093,-123.372113,2018-09-29T13:22:50-07:00,,,Ben Keen,false,needs_id,10
Evernia prunastri,123175,Evernia prunastri,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,iNat:17041773,49.386197,-123.371745,2018-09-29T13:27:30-07:00,,,Ben Keen,false,research,10
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:17086935,49.392287,-123.35835,2018-09-30T18:02:15-07:00,,,Ben Keen,false,research,5
Cladonia fimbriata,179037,Cladonia fimbriata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,fimbriata,iNat:17086953,49.391584,-123.356705,2018-09-30T18:17:14-07:00,,,Ben Keen,false,needs_id,10
Cladonia macilenta,117950,Cladonia macilenta,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,macilenta,iNat:17086960,49.391652,-123.35678,2018-09-30T18:20:54-07:00,,,Ben Keen,false,research,5
Cladonia bellidiflora,123391,Cladonia bellidiflora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,iNat:17166302,49.970015,-123.171115,2018-09-20T15:37:00-04:00,,,,false,research,251
Peltigera,54294,Peltigera,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,,iNat:17166313,49.854537,-123.091797,2018-09-20T20:09:00-04:00,,,,false,needs_id,821
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:17166323,49.91587,-123.085815,2018-09-20T20:05:00-04:00,,,,false,research,1104
Lecanoromycetes,54743,Lecanoromycetes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,iNat:17256064,49.340392,-123.431041,2018-10-06T11:42:49-07:00,,,Ben Keen,false,needs_id,5
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:17287394,49.679195,-123.146055,2018-10-07T11:22:54-07:00,,,judith holm,false,research,50
Alectoria sarmentosa,126626,Alectoria sarmentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Alectoria,sarmentosa,iNat:17369594,49.693214,-123.077118,2018-10-09T14:37:44-07:00,,,Drea,false,research,526
Cladonia bellidiflora,123391,Cladonia bellidiflora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,bellidiflora,iNat:17455978,50.023943,-123.183151,2018-08-29,,,judith holm,false,research,683
Alectoria sarmentosa,126626,Alectoria sarmentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Alectoria,sarmentosa,iNat:17655922,49.674004,-123.131149,2018-10-19T11:40:19-07:00,,,E.D. Cook,false,needs_id,
Rhizocarpon geographicum,119888,Rhizocarpon geographicum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,,Rhizocarpaceae,,,Rhizocarpon,geographicum,iNat:17661329,49.399834,-123.199749,2018-10-19T08:52:09-07:00,,,Derek Killby,false,research,473
Alectoria sarmentosa,126626,Alectoria sarmentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Alectoria,sarmentosa,iNat:17702801,49.96452,-123.030548,2018-10-20T13:42:54-07:00,,,Sam Herniman,false,research,5
Diaporthe,209161,Diaporthe,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Diaporthomycetidae,,Diaporthales,,,,Diaporthaceae,,,Diaporthe,,iNat:17718862,49.674644,-123.131988,2018-10-01,,,judith holm,false,needs_id,85
Aleuria aurantia,48716,Aleuria aurantia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Aleuria,aurantia,iNat:17732187,49.77853,-123.124642,2018-10-21T13:15:07-07:00,,,,false,research,16
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:17736708,49.674556,-123.13199,2018-10-01,,,judith holm,false,needs_id,85
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:17736883,49.674556,-123.13199,2018-10-01,,,judith holm,false,needs_id,85
Cladonia,49490,Cladonia,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,,iNat:17953650,49.761565,-123.036387,2018-10-05,,,judith holm,false,needs_id,85
Aleuria aurantia,48716,Aleuria aurantia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Aleuria,aurantia,iNat:17976043,49.76751,-123.160902,2018-10-30T17:37:59-07:00,,,,false,research,12
Hypomyces lactifluorum,48215,Hypomyces lactifluorum,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Hypocreaceae,,,Hypomyces,lactifluorum,iNat:18003093,49.917279,-123.248189,2018-10-09,,,judith holm,false,research,5457
Hypogymnia inactiva,126597,Hypogymnia inactiva,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,inactiva,iNat:18003107,49.917279,-123.248189,2018-10-09,,,judith holm,false,needs_id,5457
Peltigera aphthosa,119675,Peltigera aphthosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,aphthosa,iNat:18003252,49.916809,-123.256873,2018-10-09,,,judith holm,false,needs_id,5507
Pilophorus acicularis,128919,Pilophorus acicularis,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Pilophorus,acicularis,iNat:18003289,49.916809,-123.256873,2018-10-09,,,judith holm,false,needs_id,5507
Porpidia crustulata,182467,Porpidia crustulata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,Porpidia,crustulata,iNat:18013024,49.909292,-123.265113,2018-10-09,,,judith holm,false,needs_id,2744
Thelotrema lepadinum,129667,Thelotrema lepadinum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Graphidaceae,,,Thelotrema,lepadinum,iNat:18013155,49.909292,-123.265113,2018-10-09,,,judith holm,false,research,2744
Usnea longissima,122681,Usnea longissima,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,longissima,iNat:18013429,49.909292,-123.265113,2018-10-09,,,judith holm,false,research,2744
Helvella vespertina,423950,Helvella vespertina,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,vespertina,iNat:18036135,49.704664,-123.135237,2018-11-02T11:35:42-07:00,,,judith holm,false,research,10
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:18036944,49.707595,-123.130394,2018-11-02T12:11:57-07:00,,,judith holm,false,needs_id,10
Peltigera collina,194736,Peltigera collina,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,collina,iNat:18043202,49.704966,-123.138141,2018-11-02,,,judith holm,false,research,85
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:18043368,49.706784,-123.131009,2018-11-02,,,judith holm,false,needs_id,42
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:18102224,49.397826,-123.355973,2018-11-04T12:58:18-08:00,,,Ben Keen,false,research,5
Cladonia chlorophaea,1080564,Cladonia chlorophaea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,chlorophaea,iNat:18102241,49.396821,-123.356355,2018-11-04T12:52:23-08:00,,,Ben Keen,false,needs_id,10
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:18147054,49.340953,-123.267678,2018-11-05T09:51:24-08:00,,,Derek Killby,false,research,7
Lecanora,50252,Lecanora,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Lecanoraceae,,,Lecanora,,iNat:18174122,49.715359,-123.110823,2018-11-05,,,judith holm,false,needs_id,343
Cladonia asahinae,210582,Cladonia asahinae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,asahinae,iNat:18236220,49.71403,-123.106608,2018-11-07,,,judith holm,false,research,171
Cladonia cervicornis,54284,Cladonia cervicornis,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,cervicornis,iNat:18236354,49.71403,-123.106608,2018-11-07,,,judith holm,false,research,171
Peltigera neopolydactyla,147374,Peltigera neopolydactyla,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,neopolydactyla,iNat:18237281,49.712358,-123.108748,2018-11-07,,,judith holm,false,needs_id,207
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:18237353,49.712358,-123.108748,2018-11-07,,,judith holm,false,needs_id,207
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:18263929,49.713962,-123.10672,2018-11-07,,,judith holm,false,needs_id,171
Ascocoryne sarcoides,49075,Ascocoryne sarcoides,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Gelatinodiscaceae,,,Ascocoryne,sarcoides,iNat:18306585,49.334267,-123.260816,2018-11-04T08:36:00-08:00,,,,false,research,542
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:18310288,49.334267,-123.260816,2018-11-04T11:24:00-08:00,,,,false,research,542
Phlyctis argena,182631,Phlyctis argena,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Ostropales,,,,Phlyctidaceae,,,Phlyctis,argena,iNat:18315427,49.395926,-123.360344,2018-11-10T14:51:28-08:00,,,Ben Keen,false,needs_id,5
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:18315435,49.394922,-123.359871,2018-11-10T14:48:17-08:00,,,Ben Keen,false,research,5
Ramalina farinacea,54758,Ramalina farinacea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Ramalinaceae,,,Ramalina,farinacea,iNat:18315455,49.396737,-123.358838,2018-11-10T12:32:35-08:00,,,Ben Keen,false,research,5
Usnea,67747,Usnea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,,iNat:18315464,49.396768,-123.350833,2018-11-10T13:33:17-08:00,,,Ben Keen,false,needs_id,5
Helvella,49206,Helvella,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Helvellaceae,,,Helvella,,iNat:18329445,49.732498,-123.099998,2018-11-10T10:11:40-08:00,,,Samantha Leigh,false,needs_id,
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:18362927,49.340155,-123.269119,2018-11-12T10:36:05-08:00,,,Ben Keen,false,research,5
Spathularia flavida,231270,Spathularia flavida,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,,Cudoniaceae,,,Spathularia,flavida,iNat:18395070,49.896581,-123.02469,2018-11-10T13:34:27-08:00,,,,false,needs_id,3825
Cladonia chlorophaea,1080564,Cladonia chlorophaea,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,chlorophaea,iNat:18404620,49.707809,-123.140447,2018-11-10,,,judith holm,false,needs_id,85
Evernia prunastri,123175,Evernia prunastri,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,iNat:18404666,49.706859,-123.135853,2018-11-10,,,judith holm,false,needs_id,171
Hypogymnia physodes,117971,Hypogymnia physodes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,physodes,iNat:18404674,49.710682,-123.132674,2018-11-10,,,judith holm,false,needs_id,342
Icmadophila ericetorum,119695,Icmadophila ericetorum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Icmadophilaceae,,,Icmadophila,ericetorum,iNat:18404747,49.707392,-123.139668,2018-11-10,,,judith holm,false,research,85
Icmadophila ericetorum,119695,Icmadophila ericetorum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Icmadophilaceae,,,Icmadophila,ericetorum,iNat:18404769,49.707392,-123.139668,2018-11-10,,,judith holm,false,research,85
Icmadophila ericetorum,119695,Icmadophila ericetorum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,,Icmadophilaceae,,,Icmadophila,ericetorum,iNat:18404793,49.707392,-123.139668,2018-11-10,,,judith holm,false,research,85
Lepraria,154184,Lepraria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Lepraria,,iNat:18404948,49.707466,-123.139462,2018-11-10,,,judith holm,false,needs_id,42
Nectria,118022,Nectria,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,Nectriaceae,,,Nectria,,iNat:18405260,49.70706,-123.138172,2018-11-10,,,judith holm,false,needs_id,85
Peltigera neopolydactyla,147374,Peltigera neopolydactyla,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,neopolydactyla,iNat:18405314,49.709161,-123.140822,2018-11-10,,,judith holm,false,needs_id,42
Peltigera neopolydactyla,147374,Peltigera neopolydactyla,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,neopolydactyla,iNat:18405329,49.706813,-123.137072,2018-11-10,,,judith holm,false,needs_id,343
Lecideaceae,154106,Lecideaceae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,,Lecideaceae,,,,,iNat:18413270,49.707294,-123.136524,2018-11-10,,,judith holm,false,needs_id,85
Hypogymnia inactiva,126597,Hypogymnia inactiva,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,inactiva,iNat:18439972,49.708507,-123.139968,2018-11-15,,,judith holm,false,needs_id,85
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:18440134,49.708507,-123.139968,2018-11-15,,,judith holm,false,needs_id,85
Ascocoryne sarcoides,49075,Ascocoryne sarcoides,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,Gelatinodiscaceae,,,Ascocoryne,sarcoides,iNat:18442859,49.792451,-123.128564,2018-11-12,,,judith holm,false,research,171
Lepraria,154184,Lepraria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Lepraria,,iNat:18448829,49.801861,-123.114568,2018-11-12,,,judith holm,false,needs_id,343
Lobaria pulmonaria,48711,Lobaria pulmonaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,iNat:18448931,49.792386,-123.128642,2018-11-12,,,judith holm,false,research,85
Lobaria pulmonaria,48711,Lobaria pulmonaria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Lobariaceae,,,Lobaria,pulmonaria,iNat:18449029,49.792386,-123.128642,2018-11-12,,,judith holm,false,research,85
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:18449736,49.792139,-123.128985,2018-11-12T15:16:12-08:00,,,judith holm,false,research,85
Evernia prunastri,123175,Evernia prunastri,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Evernia,prunastri,iNat:18487249,49.352223,-123.240725,2018-11-18T10:28:52-08:00,,,,false,research,8
Xylaria hypoxylon,55267,Xylaria hypoxylon,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,,Xylariaceae,,,Xylaria,hypoxylon,iNat:18487474,49.354729,-123.239246,2018-11-18T13:40:43-08:00,,,,false,research,32
Peltigera neopolydactyla,147374,Peltigera neopolydactyla,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Peltigerales,,,,Peltigeraceae,,,Peltigera,neopolydactyla,iNat:18549466,49.732494,-123.099048,2018-11-16T12:55:00+00:00,,,,false,needs_id,12
Cladonia portentosa,119666,Cladonia portentosa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,portentosa,iNat:18566661,49.340155,-123.269455,2012-02-06T11:47:00-08:00,,,Derek Killby,false,needs_id,0
Cladonia fimbriata,179037,Cladonia fimbriata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Cladoniaceae,,,Cladonia,fimbriata,iNat:18637399,49.403942,-123.210147,2018-11-25T13:45:11-08:00,,,Ben Keen,false,research,5
Parmeliaceae,54321,Parmeliaceae,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,,,,,iNat:18637407,49.403955,-123.210181,2018-11-25T13:46:13-08:00,,,Ben Keen,false,needs_id,5
Usnea subfloridana,182682,Usnea subfloridana,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Usnea,subfloridana,iNat:18718066,49.711714,-123.166187,2012-05-18T16:11:00-07:00,,,Derek Killby,false,needs_id,18
Aleuria aurantia,48716,Aleuria aurantia,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,Pyronemataceae,,,Aleuria,aurantia,iNat:18726327,49.737322,-123.100746,2018-11-29T14:54:26+09:00,,,Samantha Leigh,false,research,33
Lepraria,154184,Lepraria,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Stereocaulaceae,,,Lepraria,,iNat:18742609,49.902132,-123.284818,2018-10-09,,,judith holm,false,needs_id,1368
Hypogymnia enteromorpha,222048,Hypogymnia enteromorpha,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,enteromorpha,iNat:18748025,49.708871,-123.132492,2018-11-24,,,judith holm,false,research,85
Hypogymnia physodes,117971,Hypogymnia physodes,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Hypogymnia,physodes,iNat:18763402,49.644092,-123.21016,2018-12-01T08:51:53-08:00,,,Ben Keen,false,needs_id,5
Platismatia glauca,117874,Platismatia glauca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,,Parmeliaceae,Parmelioideae,,Platismatia,glauca,iNat:18763410,49.644174,-123.210111,2018-12-01T08:52:26-08:00,,,Ben Keen,false,needs_id,10
