Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,Notes,Stats Code
Thelephora terrestris,Ehrh.,earth fan,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Thelephoraceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2016-10-12,A. Simon,http://www.inaturalist.org/observations/4337456,,FUN
Thelepora palmata,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Thelephoraceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Trametes versicolor,(L.) Lloyd,turkey-tail,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Polyporaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2015-02-12,L. Magner,http://www.inaturalist.org/observations/2565284,,FUN
Tremella mesenterica,,witch’s butter,Fungi,Basidiomycota,,,Tremellomycetes,,,Tremellales,,,Tremellaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,I. Guthrie,http://www.inaturalist.org/observations/4209528,,FUN
Tricholoma imbricatum,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Tricholoma magnivelare,,American matsutake,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Tricholoma pardinum,,Tiger Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Tricholoma saponaceum,,soapy trich,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Tricholoma sulphureum,,sulphur knight,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Tricholoma terreum,,Mouse Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Tricholoma virgatum,,Streaked Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Tricholoma zelleri,,Zeller’s Tricholoma,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Tricholomopsis rutilans,(Schaeff.) Singer,plums & custard,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Tubaria punicea,,Christmas naucoria,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tubariaceae,—,—,undocumented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,,,,,FUN
Turbinellus floccosus,,scaly chanterelle,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Gomphales,,,Gomphaceae,—,—,documented,2016-11-07,R. Zich,15th Galiano Mushroom Festival List,2013-10-26,I. Guthrie,http://www.inaturalist.org/observations/4209885,,FUN
Tylopilus pseudoscaber,Secr. ex A.H.Sm. & Thiers,Dark Boletus,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,Boletineae,,Boletaceae,,,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Heimiomyces fulvipes,,orange fuzzy foot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Tricholomataceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,FUN
Antrodia malicola,(Berk. & M.A. Curtis),polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Polyporales,,,Fomitopsidaceae,—,—,undocumented,,,,,,,,FUN
Marasmiellus albuscorticis,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,Marasmiaceae,—,—,new 2016,,,,,,,,FUN
Tintinnopsis sp.,,,Protozoa,Ciliophora,,,Oligotrichea,,,Choreotrichida,,,Codonellidae,—,—,new 2016,—,—,—,2005-07-01,M. Weber,,,PRO
Amphilithidae (sp),,radiolarians,Protozoa,Labyrinthista,,,Labyrinthulea,,,Radiolaria,,,Amphilithidae,—,—,new 2016,—,—,—,2006-01-24,M. Weber,,,PRO
Radiolaria (sp),,radiolarians,Protozoa,Labyrinthista,,,Labyrinthulea,,,Radiolaria,,,—,—,—,new 2017,—,—,—,2008-12-31,M. Weber,,,PRO
Arcyria incarnata,(Pers. ex J.F. Gmel.) Pers.,,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiida,,,Arcyriidae,—,—,new 2017,—,—,—,2017-05-27,P. Janszen,,,PRO
Arcyria obvelata,(Oeder) Onsberg.,,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiida,,,Arcyriidae,—,—,new 2017,—,—,—,2017-07-07,E. Andrusiak,http://www.inaturalist.org/observations/7626272,,PRO
Physarum viride,,,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Physaraceae,,—,new 2017,—,—,—,2017-05-27,P. Janszen,,,PRO
Trichia decipiens,,—,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiales,,,Trichiaceae,—,—,new 2016,—,—,—,2016-03-25,S. Tweedale,,,PRO
Ceratiomyxa fruticulosa,(O.F. Müll.) T. Macbr.,white coral slime,Protozoa,Mycetozoa,,,Protostelea,,,Protosteliales,,,Ceratiomyxaceae,—,—,documented,—,K. Brothers,VMS Private List,2017-05-27,P. Janszen,,,PRO
Lycogala epidendrum,(J.C. Buxb. ex L.) Fr.,wolf's milk,Protozoa,Mycetozoa,,,Myxomycetes,,,Liceales,,,Tubiferaceae,—,—,documented,—,K. Brothers,VMS Private List,2016-11-05,S. Tweedale,,,PRO
Metatrichia floriformis,(Schwein.) Nann.-Bremek.,,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiales,,,Trichiaceae,—,—,documented,—,K. Brothers,VMS Private List,2017-05-27,P. Janszen,,,PRO
Arcyria cinerea,(Bull.) Pers.,white slime,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiida,,,Arcyriidae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,PRO
Arcyria denudata,(L.) Wettst.,carnival candy red slime,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiida,,,Arcyriidae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,PRO
Brefeldia maxima,(Fr.) Rostaf.,tapioca slime,Protozoa,Mycetozoa,,,Myxomycetes,,,Stemonitales,,,Stemonitidaceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2015-03-04,A. Simon,,,PRO
Fuligo septica,(L.) F.H. Wigg.,tapioca slime,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Physaraceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2016-06-22,A. Simon,,,PRO
Leocarpus fragilis,,insect egg slime,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Physaraceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,PRO
Physarum cinereum,,,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Physaraceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,PRO
Physarum virescens,Ditmar,yellow slime,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Physaraceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,PRO
Stemonitis fusca,,pipe-cleaner slime,Protozoa,Mycetozoa,,,Myxomycetes,,,Stemonitales,,,Stemonitidaceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2017-05-27,P. Janszen,http://www.inaturalist.org/observations/7150093,,PRO
Stemonitis splendens,,chocolate tube slime,Protozoa,Mycetozoa,,,Myxomycetes,,,Stemonitales,,,Stemonitidaceae,—,—,undocumented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,PRO
Tubifera ferruginosa,,red raspberry slime,Protozoa,Mycetozoa,,,Myxomycetes,,,Liceales,,,Reticulariaceae,—,—,documented,2016-02,R. Zich,Galiano Comprehensive Mushroom List Feb 2016,2016-11-29,L. Magner,,,PRO
Acantharia (sp),,radiozoans,Protozoa,Retaria,Radiozoa,,Acantharia,,,—,,,—,,,new 2017,—,—,—,2006-01-22,M. Weber,https://www.inaturalist.org/observations/4874707,,PRO
Arachnocorallium sp.,,,Protozoa,Retaria,Radiozoa,,Polycystinea,,,Nassellaria,,,Plagiacanthidae,—,—,new 2016,—,—,—,2006-01-24,M. Weber,,,PRO
Nassellaria (sp),,,Protozoa,Retaria,Radiozoa,,Polycystinea,,,Nassellaria,,,,,—,new 2017,—,—,—,2006-01-18,M. Weber,,,PRO
Pylolena armata,,,Protozoa,Retaria,Radiozoa,,Polycystinea,,,Spumellaria,,,Pyloniidae,—,—,new 2016,,,,2006-01-20,M. Weber,,,PRO
Phycomyces sp.,,,Fungi,Zygomycota,,,,,,Mucorales,,,Phycomycetaceae,,,new 2017,—,—,—,2017-01-30,A. Simon,https://www.inaturalist.org/observations/5028622,,FUN
Endogone cf pisiformis,Link,pea truffle,Fungi,Zygomycota,Mucoromycotina,,,,,Endogonales,,,Endogonaceae,,,undocumented,—,K. Brothers,VMS Private List,,,,,FUN
