Taxon,Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Origin,Status,Reporting,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,First Documented,Documenter,iNaturalist Link,iNaturalist Photo,Notes,ID,Stats Code
Eremophila alpestris,,horned lark,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Alaudidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Bombycilla cedrorum,,cedar waxwing,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Bombycillidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2014-05-30,M. Hoebel,http://www.inaturalist.org/observations/4046864,https://static.inaturalist.org/photos/4790329/medium.jpg?1473145236,,7428,BIR
Passerina amoena,,lazuli bunting,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Pheucticus melanocephalus,,black-headed grosbeak,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-05-14,S. Tweedale,http://www.inaturalist.org/observations/4039998,https://static.inaturalist.org/photos/4779409/medium.jpg?1473085515,,10274,BIR
Piranga ludoviciana,,western tanager,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cardinalidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-06-21,B. Spencer,http://www.inaturalist.org/observations/2677173,https://static.inaturalist.org/photos/2952607/medium.jpg?1454269249,,9919,BIR
Certhia americana,,brown creeper,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Certhiidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-07-13,A. Simon,http://www.inaturalist.org/observations/3682235,https://static.inaturalist.org/photos/4271109/medium.jpg?1468619412,,7458,BIR
Cinclus mexicanus,,American dipper,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Cinclidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2017-02-01,C. King,https://www.inaturalist.org/observations/5815600,https://static.inaturalist.org/photos/7232065/medium.jpg?1492495692,,7643,BIR
Corvus caurinus,,northwestern crow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-04-26,S. Tweedale,http://www.inaturalist.org/observations/4039816,https://static.inaturalist.org/photos/4529930/medium.jpg?1470966429,,8018,BIR
Corvus corax,,common raven,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-02-12,L. Magner & A. Simon,http://www.inaturalist.org/observations/2565259,https://static.inaturalist.org/photos/2859048/medium.png?1452288883,,8010,BIR
Cyanocitta stelleri,,Steller's jay,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-03-29,M. Hoebel,http://www.inaturalist.org/observations/4046909,https://static.inaturalist.org/photos/4790386/medium.jpg?1473146067,,8234,BIR
Junco hyemalis,,dark-eyed junco,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-02-15,A. Simon,http://www.inaturalist.org/observations/2565000,https://static.inaturalist.org/photos/2858583/medium.JPG?1452280944,,10094,BIR
Melospiza georgiana,,swamp sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Melospiza lincolnii,,Lincoln’s sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Melospiza melodia,Wilson,song sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2014-11-30,L. Magner & A. Simon,http://www.inaturalist.org/observations/2565604,https://static.inaturalist.org/photos/2859558/medium.png?1452295398,,9100,BIR
Passerculus sandwichensis,,savannah sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-09-16,M. Hoebel,http://www.inaturalist.org/observations/4047043,https://static.inaturalist.org/photos/4790696/medium.jpg?1473151058,,9981,BIR
Passerella iliaca,,fox sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2014-04-18,M. Hoebel,http://www.inaturalist.org/observations/4046924,https://static.inaturalist.org/photos/4790398/medium.jpg?1473146419,,9156,BIR
Passerella passerdomesticus,,house sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Pipilo maculatus,,spotted towhee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-02-09,A. Simon,http://www.inaturalist.org/observations/2661928,https://static.inaturalist.org/photos/2992816/medium.JPG?1455062124,,9420,BIR
Spizella passerina,Bechstein,Chipping Sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,9135,BIR
Zonotrichia atricapilla,,golden-crowned sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-06-27,S. Tweedale,http://www.inaturalist.org/observations/4041637,https://static.inaturalist.org/photos/4781929/medium.jpg?1473100830,,9185,BIR
Zonotrichia leucophrys,,white-crowned sparrow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-06-07,A. Huggins,http://www.inaturalist.org/observations/3405728,https://static.inaturalist.org/photos/3941927/medium.jpg?1465346789,,9176,BIR
Coccothraustes vespertinus,,evening grosbeak,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-05-21,S. Tweedale,http://www.inaturalist.org/observations/4039972,https://static.inaturalist.org/photos/4779353/medium.jpg?1473085185,,9800,BIR
Haemorhous mexicanus,,house finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-05-28,S. Tweedale,http://www.inaturalist.org/observations/4041658,https://static.inaturalist.org/photos/4781971/medium.jpg?1473101127,,199840,BIR
Haemorhous purpureus,,purple finch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2009-04-25,M. Hoebel,http://www.inaturalist.org/observations/4046920,https://static.inaturalist.org/photos/4790397/medium.jpg?1473146327,,199841,BIR
Loxia curvirostra,,red crossbill,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-06-19,B. Spencer,http://www.inaturalist.org/observations/2380928,https://static.inaturalist.org/photos/2652974/medium.jpg?1447539560,,10411,BIR
Spinus pinus,,pine siskin,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Spinus tristis,,American goldfinch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-07-23,A. Simon,http://www.inaturalist.org/observations/3781422,https://static.inaturalist.org/photos/4410882/medium.jpg?1470027196,,145310,BIR
Hirundo rustica,,barn swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,native,S3S4B (2015),documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-08-08,A. Simon,http://www.inaturalist.org/observations/3840481,https://static.inaturalist.org/photos/4495475/medium.jpg?1470713576,,11901,BIR
Petrochelidon pyrrhonota,,cliff swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2013-06-08,M. Hoebel,http://www.inaturalist.org/observations/4047010,https://static.inaturalist.org/photos/4790510/medium.jpg?1473149154,,11858,BIR
Progne subis,,purple martin,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,native,S3B (2015),documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-05-29,A. Huggins,http://www.inaturalist.org/observations/3344146,https://static.inaturalist.org/photos/3861981/medium.jpg?1464658690,,11867,BIR
Stelgidopteryx serripennis,,northern rough-winged swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2011-05-10,M. Hoebel,http://www.inaturalist.org/observations/4046993,https://static.inaturalist.org/photos/4802435/medium.jpg?1473231913,,11970,BIR
Tachycineta bicolor,,tree swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-06-03,A. Huggins,http://www.inaturalist.org/observations/3386978,https://static.inaturalist.org/photos/3915074/medium.jpg?1465144684,,11935,BIR
Tachycineta thalassina,Swainson,violet-green swallow,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Hirundinidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-07-26,A. Simon,http://www.inaturalist.org/observations/3766312,https://static.inaturalist.org/photos/4388707/medium.jpg?1469825401,,11931,BIR
Agelaius phoeniceus,,red-winged blackbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2010-02-20,M. Hoebel,http://www.inaturalist.org/observations/4046914,https://static.inaturalist.org/photos/4790391/medium.jpg?1473146210,,9744,BIR
Euphagus cyanocephalus,,Brewer’s blackbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Molothrus ater,,brown-headed cowbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-04-16,M. Hoebel,http://www.inaturalist.org/observations/4046911,https://static.inaturalist.org/photos/4790387/medium.jpg?1473146114,,10373,BIR
Sturnella neglecta,,western meadowlark,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Xanthocephalus xanthocephalus,,yellow-headed blackbird,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Anthus rubescens,,American pipit,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Motacillidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Poecile rufescens,,chestnut-backed chickadee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-01-08,A. Simon,http://www.inaturalist.org/observations/2565277,https://static.inaturalist.org/photos/2859128/medium.jpg?1452290551,,144820,BIR
Cardellina pusilla,,Wilson's warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-07-15,M. Hoebel,http://www.inaturalist.org/observations/4053962,https://static.inaturalist.org/photos/4802048/medium.jpg?1473226360,,145276,BIR
Geothlypis tolmiei,,MacGillivray's warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2013-05-17,M. Hoebel,http://www.inaturalist.org/observations/4046991,https://static.inaturalist.org/photos/4790484/medium.jpg?1473148420,,145223,BIR
Geothlypis trichas,,common yellowthroat,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2011-05-10,M. Hoebel,http://www.inaturalist.org/observations/4046958,https://static.inaturalist.org/photos/4790442/medium.jpg?1473147567,,9721,BIR
Oreothlypis celata,,orange-crowned warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-04-09,K. Sigvardsen,http://www.inaturalist.org/observations/2926959,https://static.inaturalist.org/photos/3352556/medium.jpg?1460518453,,145218,BIR
Setophaga coronata,,yellow-rumped warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,145245,BIR
Setophaga nigrescens,,black-throated gray warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2014-05-10,M. Hoebel,http://www.inaturalist.org/observations/4046971,https://static.inaturalist.org/photos/4790453/medium.jpg?1473147805,,145254,BIR
Setophaga petechia,,yellow warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Setophaga townsendi,,Townsend's Warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,145255,BIR
Wilsonia pusilla,,Wilson’s warbler,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Parulidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Regulus calendula,,ruby-crowned kinglet,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Regulidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-03-26,K. Sigvardsen,http://www.inaturalist.org/observations/2926950,https://static.inaturalist.org/photos/3352545/medium.jpg?1460518410,,117095,BIR
Regulus satrapa,,golden-crowned kinglet,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Regulidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-12-16,M. Hoebel,http://www.inaturalist.org/observations/4046925,https://static.inaturalist.org/photos/4790400/medium.jpg?1473146473,,117100,BIR
Sitta canadensis,,red-breasted nuthatch,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sittidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-02-23,A. Simon,http://www.inaturalist.org/observations/2711391,https://static.inaturalist.org/photos/3055437/medium.JPG?1456273445,,14823,BIR
Sturnus vulgaris,,common starling,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Cistothorus palustris,,Marsh Wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-01-24,L. Magner,http://www.inaturalist.org/observations/2616528,,,7601,BIR
Thryomanes bewickii,,Bewick’s wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Troglodytes aedon,,house wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2017-05-13,S. Gilmore,http://www.inaturalist.org/observations/3030504,,,7562,BIR
Troglodytes pacificus,,Pacific wren,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Troglodytidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2010-10-21,M. Hoebel,http://www.inaturalist.org/observations/4046875,https://static.inaturalist.org/photos/4790349/medium.jpg?1473145530,,144882,BIR
Catharus guttatus,,hermit thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2013-04-28,M. Hoebel,http://www.inaturalist.org/observations/4046977,https://static.inaturalist.org/photos/4790463/medium.jpg?1473147973,,12890,BIR
Catharus ustulatus,,Swainson's thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-07-07,A. Simon,http://www.inaturalist.org/observations/3641204,,,12878,BIR
Ixoreus naevius,,varied thrush,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-12-15,M. Hoebel,http://www.inaturalist.org/observations/4046990,https://static.inaturalist.org/photos/4790483/medium.jpg?1473148368,,145088,BIR
Myadestes townsendi,,Townsend's solitaire,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2010-05-01,M. Hoebel,http://www.inaturalist.org/observations/4046980,https://static.inaturalist.org/photos/4790471/medium.jpg?1473148021,,12951,BIR
Turdus migratorius,,American robin,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-02-22,A. Simon,http://www.inaturalist.org/observations/2566293,https://static.inaturalist.org/photos/2860575/medium.JPG?1452320829,,12727,BIR
Contopus cooperi,,olive-sided flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,native,S3S4B (2015),documented,2016,Galiano Naturalist,Galiano Bird Checklist,2012-05-20,M. Hoebel,http://www.inaturalist.org/observations/4046887,https://static.inaturalist.org/photos/4790367/medium.jpg?1473145748,,16110,BIR
Contopus sordidulus,,western wood-pewee,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Empidonax difficilis,,Pacific-slope flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-06-20,B. Spencer,http://www.inaturalist.org/observations/2380925,https://static.inaturalist.org/photos/2652970/medium.jpg?1447539472,,16598,BIR
Empidonax hammondii,,Hammond’s flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Empidonax traillii,,willow Flycatcher,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Tyrannidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-07-15,M. Hoebel,http://www.inaturalist.org/observations/4046901,https://static.inaturalist.org/photos/4790375/medium.jpg?1473145935,,16611,BIR
Vireo cassinii,,Cassin's bireo,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-05-18,M. Hoebel,http://www.inaturalist.org/observations/4054050,https://static.inaturalist.org/photos/4802207/medium.jpg?1473227729,,17382,BIR
Vireo gilvus,,warbling vireo,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-07-02,L. Magner & A. Simon,http://www.inaturalist.org/observations/2561814,https://static.inaturalist.org/photos/2854098/medium.jpg?1452151728,,17394,BIR
Vireo huttoni,,Hutton’s vireo,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Ardea herodias fannini,,Pacific great blue heron,Animalia,Chordata,Vertebrata,,Aves,,,Pelecaniformes,,,Ardeidae,Ardeinae,native,"S2S3B,S4N (2009)",documented,2016,Galiano Naturalist,Galiano Bird Checklist,2009-05-03,S. Street,http://www.inaturalist.org/observations/2635593,https://static.inaturalist.org/photos/2954876/large.JPG?1454302885,,4956,BIR
Colaptes auratus,,northern flicker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-02-12,L. Magner & A. Simon,http://www.inaturalist.org/observations/2565721,https://static.inaturalist.org/photos/2859712/medium.JPG?1452300456,,18236,BIR
Dryocopus pileatus,,pileated woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-03-06,A. Simon,http://www.inaturalist.org/observations/2780425,https://static.inaturalist.org/photos/3151333/medium.jpg?1457936331,,17855,BIR
Picoides pubescens,,downy woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-03-26,K. Sigvardsen,http://www.inaturalist.org/observations/2926951,https://static.inaturalist.org/photos/3352546/medium.jpg?1460518421,,17660,BIR
Picoides villosus,,hairy woodpecker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2016-04-23,A. Simon,http://www.inaturalist.org/observations/3030496,,,17678,BIR
Sphyrapicus nuchalis,,red-naped sapsucker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Sphyrapicus ruber,,red-breasted sapsucker,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-06-19,B. Spencer,http://www.inaturalist.org/observations/2677221,https://static.inaturalist.org/photos/3008364/large.jpg?1455386329,,18464,BIR
Aechmophorus occidentalis,,western grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Podiceps auritus,,horned grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2014-01-04,M. Hoebel,http://www.inaturalist.org/observations/4046939,https://static.inaturalist.org/photos/4790414/medium.jpg?1473147001,,4209,BIR
Podiceps grisegena,,red-necked grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Podiceps nigricollis,,eared grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Podilymbus podiceps,,pied-billed grebe,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Aegolius acadicus,,northern saw-whet owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Asio flammeus,,short-eared owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Bubo virginianus,,great horned owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Megascops kennicottii,,western screech owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,undocumented,2016,Galiano Naturalist,Galiano Bird Checklist,,,,,,,BIR
Strix varia,,barred owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2012-08-22,A. Simon,http://www.inaturalist.org/observations/2705712,https://static.inaturalist.org/photos/3047605/medium.jpg?1456114639,,19893,BIR
Tyto alba,,barn owl,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Tytonidae,,native,S2? (2015),new 2017,,,,2017-02-25,S. Tweedale,https://www.inaturalist.org/observations/5180293,https://static.inaturalist.org/photos/6389727/medium.jpg?1488080500,,20445,BIR
Phalacrocorax auritus,,double-crested cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,native,S3S4B (2015),documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-12-20,A. Simon,http://www.inaturalist.org/observations/2562503,https://static.inaturalist.org/photos/2854992/medium.png?1452191483,,4265,BIR
Phalacrocorax pelagicus,,pelagic cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,,documented,2016,Galiano Naturalist,Galiano Bird Checklist,2015-12-20,A. Simon,http://www.inaturalist.org/observations/2562745,https://static.inaturalist.org/photos/2855341/medium.png?1452197719,,4283,BIR
Phalacrocorax penicillatus,,Brandt's cormorant,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,"S1B,S4N (2015)",documented,2016,Galiano Naturalist,Galiano Bird Checklist,2012-05-03,M. Hoebel,http://www.inaturalist.org/observations/4046927,https://static.inaturalist.org/photos/4790402/medium.jpg?1473146580,,4277,BIR
Squalus suckleyi,,North Pacific spiny dogfish shark,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,Squalomorphi,Squaliformes,,,Squalidae,,,,new 2017,,,,2017-08-14,T. Ehlers,https://www.inaturalist.org/observations/8898612,https://static.inaturalist.org/photos/11974205/medium.jpeg?1511380177,,201523,FIS
Ovis aries,,domestic sheep,Animalia,Chordata,Vertebrata,,Mammalia,,,Artiodactyla,Ruminantia,,Bovidae,Caprinae,,,documented,,,,2015-02-12,L. Magner & A. Simon,http://www.inaturalist.org/observations/2565720,https://static.inaturalist.org/photos/2859709/medium.JPG?1452300446,,121578,MAM
Odocoileus hemionus columbianus,,Columbian black-tailed deer,Animalia,Chordata,Vertebrata,,Mammalia,,,Artiodactyla,Ruminantia,,Cervidae,Capreolinae,,,documented,,K. Brothers,VMS,2015-06-19,B. Spencer,http://www.inaturalist.org/observations/2360640,https://static.inaturalist.org/photos/2626346/medium.jpg?1447001557,,42221,MAM
Canis familiaris,,domestic dog,Animalia,Chordata,Vertebrata,,Mammalia,,,Carnivora,Caniformia,,Canidae,,,,documented,,K. Brothers,VMS,2016-04-02,A. Simon,http://www.inaturalist.org/observations/2975427,,,,MAM
Felis catus,,domestic cat,Animalia,Chordata,Vertebrata,,Mammalia,,,Carnivora,Feliformia,,Felidae,,,,new 2016,,,,2016-04-27,K. Buckley,https://www.inaturalist.org/observations/5142224,,https://static.inaturalist.org/photos/6331591/large.jpeg?1487607800,118552,MAM
