Taxon,Taxon Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Hybrid,Subspecies,Variety,Origin,Provincial Status,National Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code,Name Status,Referred iNaturalist Id,Referred iNaturalist Name,Indexed iNaturalist Name
Euphrasia nemorosa,Wettst.,,common eyebright,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Orobanchaceae,,,Euphrasia,nemorosa,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-08-13,Andrew Simon,http://www.inaturalist.org/observations/3882096,,118893,VAS,accepted,118893,Euphrasia nemorosa,Euphrasia nemorosa
Fallopia convolvulus,(L.) Á. Löve,,black bindweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,,Fallopia,convolvulus,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77129,VAS,accepted,77129,Fallopia convolvulus,Fallopia convolvulus
Fallopia japonica,(Houtt.) Ronse Decr.,,Japanese knotweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Caryophyllanae,Caryophyllales,,,Polygonaceae,,,Fallopia,japonica,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-07-13,Andrew Simon,https://www.inaturalist.org/observations/3682446,,77130,VAS,unaccepted,914922,Reynoutria japonica,Fallopia japonica
Festuca bromoides,L.,,barren fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,bromoides,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2022-06-17,Andrew Simon,https://www.inaturalist.org/observations/122258299,,170281,VAS,accepted,77136,Festuca bromoides,Vulpia bromoides
Festuca microstachys var. pauciflora,Nutt.,Scribn. ex Beal,Pacific fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,microstachys,,,pauciflora,native,S4,,confirmed,observed,2003-05-01,Frank Lomer,UBC,V231298,,2017-05-29,Alexander J. Wright & Andrew Simon,https://www.inaturalist.org/observations/6434874,only V. m. paucifloraknown,243404,VAS,accepted,1377236,Festuca microstachys pauciflora,Vulpia microstachys pauciflora
Festuca myuros,L.,,rattail fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,myuros,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2020-07-12,Andrew Simon,https://www.inaturalist.org/observations/53022046,,52814,VAS,accepted,77140,Festuca myuros,Vulpia myuros
Festuca occidentalis,Hook.,,western fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,occidentalis,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-04-20,Andrew Simon,https://www.inaturalist.org/observations/5885844,,59091,VAS,accepted,59091,Festuca occidentalis,Festuca occidentalis
Festuca roemeri var. roemeri,(Pavlick) E.B. Alexeev,,Roemer's fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,roemeri,,,,native,S4S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-05-26,Adam Huggins,http://www.inaturalist.org/observations/3405766,,162962,VAS,accepted,240796,Festuca roemeri roemeri,Festuca roemeri
Festuca rubra ssp. pruinosa,L.,(Hack.) Piper,rock red fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,rubra,,pruinosa,,native,S5? (2020),,confirmed,observed,1975-05-31,Angela Wood,RBCM,V097105,1949546257,2022-06-12,Andrew Simon & Frank Lomer,https://www.inaturalist.org/observations/121538510,,61061,VAS,accepted,181758,Festuca rubra pruinosa,Festuca rubra
Festuca rubra ssp. rubra,L.,,red fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,rubra,,,,native,S5? (2020),,new 2022,observed,2022-06-11,Frank Lomer,UBC,13010,,2022-06-11,Andrew Simon & Frank Lomer,https://www.inaturalist.org/observations/121373881,Lomer reports Festuca rubra ssp. aucta (syn. Festuca rubra ssp. rubra),181759,VAS,accepted,181759,Festuca rubra rubra,Festuca rubra rubra
Festuca subulata,Bong.,,bearded fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,subulata,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2021-06-27,Andrew Simon,https://www.inaturalist.org/observations/84757453,,77145,VAS,accepted,77145,Festuca subulata,Festuca subulata
Festuca subuliflora,Scribn.,,crinkle-awned fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,subuliflora,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-05-23,Andrew Simon,https://www.inaturalist.org/observations/12763124,,77146,VAS,accepted,77146,Festuca subuliflora,Festuca subuliflora
Festuca trachyphylla,(Hack.) Krajina,,hard fescue,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,Festuca,trachyphylla,,,,exotic,unlisted,,new 2021,observed,,,,,,2021-06-14,Eric Hagen,https://www.inaturalist.org/observations/83060940,,77148,VAS,accepted,77148,Festuca trachyphylla,Festuca trachyphylla
Filago germanica,(L.) Huds.,,common cudweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Filago,germanica,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-06-05,Andrew Simon,http://www.inaturalist.org/observations/3413966,reported as syn. Filago vulgaris,634625,VAS,accepted,634625,Filago germanica,Filago germanica
Fragaria chiloensis,(L.) Duchesne,,coastal strawberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,chiloensis,,,,native,S5,,reported,unobserved,1975-05-07,Harvey Janszen,RBCM,V083371,1949532094,,,,Dionisio Pt,55367,VAS,accepted,55367,Fragaria chiloensis,Fragaria chiloensis
Fragaria vesca ssp. bracteata,L.,(A.Heller) R.J.Davis,wood strawberry,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,Rosoideae,Potentilleae,Fragaria,vesca,, bracteata,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-04-21,Andrew Simon,http://www.inaturalist.org/observations/2567232,,50298,VAS,accepted,236055,Fragaria vesca bracteata,Fragaria vesca
Frangula purshiana,(DC.) A. Gray ex J.G. Cooper,,cascara,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rhamnaceae,,,Frangula,purshiana,,,,native,S5,,confirmed,observed,1980-03-29,Hans Roemer,ER 128 Inventory,,,2016-07-18,Andrew Simon,http://www.inaturalist.org/observations/3701040,,77156,VAS,accepted,77156,Frangula purshiana,Frangula purshiana
Fritillaria affinis,(Schult. & Schult.f.) Sealy,,chocolate lily,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Liliaceae,Lilioideae,Lilieae,Fritillaria,affinis,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2009-05-03,Shera Street,http://www.inaturalist.org/observations/2635125,,50618,VAS,accepted,50618,Fritillaria affinis,Fritillaria affinis
Fumaria officinalis,L.,,common fumitory,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Papaveraceae,Fumarioideae,,Fumaria,officinalis,,,,exotic,unlisted,,reported,unobserved,2012-04-21,Terry Taylor,Vascular Plants Seen on Galiano Island,,,,,,,53785,VAS,accepted,53785,Fumaria officinalis,Fumaria officinalis
Fumaria reuteri,Boiss.,,few-flowered fumitory,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Ranunculanae,Ranunculales,,,Papaveraceae,,,Fumaria,reuteri,,,,exotic,unlisted,,confirmed,observed,1987-05-02,Gerald B. Straley,UBC,V193811,,2022-06-15,Kevin Toomer,https://www.inaturalist.org/observations/121917751,Burril Road; escapee; Garden escape? remove?,132710,VAS,accepted,132710,Fumaria reuteri,Fumaria reuteri
Galanthus nivalis,L.,,common snowdrop,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,,,Galanthus,nivalis,,,,exotic,unlisted,,new 2017,observed,,,,,,2017-02-22,Kris Krüg,http://inaturalist.ca/observations/5155134,,51606,VAS,accepted,51606,Galanthus nivalis,Galanthus nivalis
Galinsoga quadriradiata,Ruiz & Pav.,,shaggy galinsoga,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Galinsoga,quadriradiata,,,,exotic,unlisted,,new 2016,observed,,,,,,2016-07-31,Andrew Simon,http://www.inaturalist.org/observations/3786954,,56170,VAS,accepted,56170,Galinsoga quadriradiata,Galinsoga quadriradiata
Galium aparine,L.,,cleavers,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Gentianales,,,Rubiaceae,Rubioideae,Rubieae,Galium,aparine,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-03-27,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2575091,,53059,VAS,accepted,1403902,Galium aparine,Galium aparine
Galium mollugo,L.,,white bedstraw,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Gentianales,,,Rubiaceae,Rubioideae,Rubieae,Galium,mollugo,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,"Reeces’ field, open field",77206,VAS,accepted,77206,Galium mollugo,Galium mollugo
Galium trifidum,L.,,small bedstraw,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Gentianales,,,Rubiaceae,Rubioideae,Rubieae,Galium,trifidum,,,,native,S4?,,confirmed,observed,2000-06-12,Hans Roemer,ER 128 Inventory,,,2016-08-13,Andrew Simon,http://www.inaturalist.org/observations/3881959,,77216,VAS,accepted,77216,Galium trifidum,Galium trifidum
Galium triflorum,Michx.,,sweet-scented bedstraw,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Gentianales,,,Rubiaceae,Rubioideae,Rubieae,Galium,triflorum,,,,native,S5,,confirmed,observed,1986-08-16,William J. Crins,UBC,V191354,,2016-05-03,Andrew Simon,http://www.inaturalist.org/observations/3093464,,53065,VAS,accepted,53065,Galium triflorum,Galium triflorum
Gamochaeta ustulata,(Nutt.) Holub,,purple cudweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Gnaphalieae,Gamochaeta,ustulata,,,,native,SU,,new 2015,observed,,,,,,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2631665,Yet uncertain whether both G. purpureum& G. ustulataare present on Galiano; some authorities collapse these taxa as one.,77224,VAS,accepted,77224,Gamochaeta ustulata,Gamochaeta ustulata
Gaultheria shallon,Pursh,,salal,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Vaccinioideae,,Gaultheria,shallon,,,,native,S5,,confirmed,observed,1975-07-11,Angela Wood,RBCM,V097704,1949546718,2009-04-25,Paul Abell,https://www.inaturalist.org/observations/38207180,,48441,VAS,accepted,48441,Gaultheria shallon,Gaultheria shallon
Geranium × oxonianum,Yeo,,Druce's crane's-bill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Geraniales,,,Geraniaceae,,,Geranium,,Geranium × oxonianum,,,exotic,unlisted,,new 2021,observed,,,,,,2021-07-01,Andrew Simon,https://www.inaturalist.org/observations/85291250,,450392,VAS,accepted,450392,Geranium × oxonianum,Geranium × oxonianum
Geranium bicknellii,Britton,,Bicknell's geranium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Geraniales,,,Geraniaceae,,,Geranium,bicknellii,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77251,VAS,accepted,77251,Geranium bicknellii,Geranium bicknellii
Geranium carolinianum,L.,,Carolina cranesbill,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Geraniales,,,Geraniaceae,,,Geranium,carolinianum,,,,native,,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2017-05-18,Andrew Simon,https://www.inaturalist.org/observations/6306968,,58917,VAS,accepted,58917,Geranium carolinianum,Geranium carolinianum
Geranium dissectum,L.,,cut-leaved geranium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Geraniales,,,Geraniaceae,,,Geranium,dissectum,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2625746,,53075,VAS,accepted,53075,Geranium dissectum,Geranium dissectum
Geranium molle,L.,,dovefoot geranium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Geraniales,,,Geraniaceae,,,Geranium,molle,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-17,Andrew Simon,http://www.inaturalist.org/observations/2621626,,53076,VAS,accepted,1178020,Geranium molle,Geranium molle
Geranium pusillum,L.,,small-flowered geranium,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Geraniales,,,Geraniaceae,,,Geranium,pusillum,,,,exotic,unlisted,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,60204,VAS,accepted,60204,Geranium pusillum,Geranium pusillum
Geranium robertianum,L.,,herb Robert,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Geraniales,,,Geraniaceae,,,Geranium,robertianum,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-01-23,Andrew Simon,http://www.inaturalist.org/observations/2610857,,55925,VAS,accepted,55925,Geranium robertianum,Geranium robertianum
Geum macrophyllum,Willd.,,large-leaved avens,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Rosales,,,Rosaceae,Rosoideae,Colurieae,Geum,macrophyllum,,,,native,S5 (2000),,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-05,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2574218,,77266,VAS,accepted,77266,Geum macrophyllum,Geum macrophyllum
Glechoma hederacea,L.,,ground-ivy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Lamiaceae,,,Glechoma,hederacea,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2020-02-19,Adam Huggins,https://www.inaturalist.org/observations/38875624,,55830,VAS,accepted,55830,Glechoma hederacea,Glechoma hederacea
Glyceria borealis,(Nash) Batch.,,northern mannagrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Glyceria,borealis,,,,native,S5,,reported,unobserved,1979-07-09,Harvey Janszen,RBCM,V097862,,,,,lakeshore (L20) Laughlin?,77287,VAS,accepted,77287,Glyceria borealis,Glyceria borealis
Glyceria elata,(Nash) M.E. Jones,,tall mannagrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Glyceria,elata,,,,native,S5,,confirmed,observed,2022-06-13,Frank Lomer,UBC,13042,,2018-06-07,Andrew Simon,https://www.inaturalist.org/observations/13225256,,77289,VAS,accepted,77289,Glyceria elata,Glyceria elata
Glyceria leptostachya,Buckley,,slender-spiked mannagrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Glyceria,leptostachya,,,,native,S4,,reported,unobserved,1982-07-20,Harvey Janszen,RBCM,V120299,1949569404,,,,,77292,VAS,accepted,77292,Glyceria leptostachya,Glyceria leptostachya
Glyceria striata,(Lam.) Hitchc.,,fowl mannagrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Glyceria,striata,,,,native,S5,,reported,unobserved,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,,,,,77293,VAS,accepted,77293,Glyceria striata,Glyceria striata
Gnaphalium palustre,Nutt.,,lowland cudweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Gnaphalium,palustre,,,,native,S5,,confirmed,observed,1986-08-03,Gerald B. Straley,UBC,V190608,,2021-06-21,Barbara Irving,https://www.inaturalist.org/observations/84000666,,57980,VAS,accepted,57980,Gnaphalium palustre,Gnaphalium palustre
Gnaphalium uliginosum,L.,,marsh cudweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,,Gnaphalium,uliginosum,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2018-07-11,Andrew Simon,https://www.inaturalist.org/observations/14281204,,136366,VAS,accepted,136366,Gnaphalium uliginosum,Gnaphalium uliginosum
Goodyera oblongifolia,Raf.,,rattlesnake-plantain,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Orchidaceae,Orchidoideae,,Goodyera,oblongifolia,,,,native,S5,,confirmed,observed,,Kent Brothers,VMS Private List,,,2014-06-24,Michael Butler,https://www.inaturalist.org/observations/39450092,,50719,VAS,accepted,50719,Goodyera oblongifolia,Goodyera oblongifolia
Grindelia hirsutula var. hirsutula,Hook. & Arn.,,hairy gumweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Astereae,Grindelia,hirsutula,,,,native,S4,,new 2016,observed,2017-05-27,Kristen and James Miskelly,Bioblitz Galiano 2017,,,2016-05-25,Adam Huggins,http://www.inaturalist.org/observations/3318989,,55365,VAS,unaccepted,55364,Grindelia hirsutula,Grindelia
Grindelia stricta,DC.,,Oregon gumweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Asteroideae,Astereae,Grindelia,stricta,,,,native,S5,,confirmed,observed,1975-06-06,Angela Wood,RBCM,V097251,,2011-08-10,Nancy Woodham,http://inaturalist.ca/observations/6410318,The literature does not support reliable distinction between Grindelia stricta and Grindelia integrifolia,61992,VAS,accepted,61992,Grindelia stricta,Grindelia stricta
Hedera helix,L.,,English ivy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Araliaceae,,,Hedera,helix,,,,exotic,unlisted,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2016-08-14,Andrew Simon,http://www.inaturalist.org/observations/3948552,,55882,VAS,accepted,55882,Hedera helix,Hedera helix
Hedera hibernica,(G.Kirchn.) Bean,,Atlantic Ivy,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Apiales,,,Araliaceae,,,Hedera,hibernica,,,,exotic,unlisted,,new 2022,observed,,,,,,2022-06-24,Andrew Simon,https://www.inaturalist.org/observations/123934484,,163549,VAS,accepted,163549,Hedera hibernica,Hedera hibernica
Hemitomes congestum,A. Gray,,gnome-plant,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Ericales,,,Ericaceae,Monotropoideae,,Hemitomes,congestum,,,,native,S4S5,,reported,unobserved,1981-07-16,Harvey Janszen,RBCM,V113511,1949562560,,,,Stockade Hill,54663,VAS,accepted,54663,Hemitomes congestum,Hemitomes congestum
Hesperis matronalis,L.,,sweet rocket,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Brassicales,,,Brassicaceae,,,Hesperis,matronalis,,,,exotic,unlisted,,confirmed,observed,1975-06-14,Angela Wood,RBCM,V097260,1949546194,2017-05-26,Andrew Simon,https://www.inaturalist.org/observations/6411585,,47697,VAS,accepted,47697,Hesperis matronalis,Hesperis matronalis
Heuchera micrantha var. diversifolia,Douglas,"(Rydb.) Rosend., Butters & Lakela (unresolved)",small-flowered alumroot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Rosanae,Saxifragales,,,Saxifragaceae,,,Heuchera,micrantha,,,diversifolia,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-10-08,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2647527,,51274,VAS,accepted,51344,Heuchera micrantha diversifolia,Heuchera micrantha
Hieracium albiflorum,Hook.,,white hawkweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Asterales,,,Asteraceae,Cichorioideae,,Hieracium,albiflorum,,,,native,S5,,confirmed,observed,2001-08-26,Harvey Janszen,Private List Aug 26 2001,,,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2624993,,63937,VAS,accepted,63937,Hieracium albiflorum,Hieracium albiflorum
Hippuris vulgaris,L.,,common mare's-tail,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,Magnoliidae,Asteranae,Lamiales,,,Plantaginaceae,,,Hippuris,vulgaris,,,,native,S5,,new 2017,observed,,,,,,2017-05-27,Alexander J. Wright,https://www.inaturalist.org/observations/6412027,,77422,VAS,accepted,77422,Hippuris vulgaris,Hippuris vulgaris
Holcus lanatus,L.,,common velvet-grass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Holcus,lanatus,,,,exotic,unlisted,,confirmed,observed,1986-08-16,William J. Crins,UBC,V190904,,2015-05-28,Lauren Magner & Andrew Simon,http://www.inaturalist.org/observations/2621500,,52793,VAS,accepted,52793,Holcus lanatus,Holcus lanatus
