"scientificName","taxonID","catalogNumber","occurrenceID","recordedBy","fieldNumber","eventDate","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","habitat","establishmentMeans","identificationRemarks","inBioBlitz","iNaturalistTaxonId","iNaturalistTaxonName","dataset"
Thuja plicata,48252,HUNTERSTON2010:274,HUNTERSTON2010:274,,Zone: 5,2010-05-22,Hunterston Farms,48.94402296,-123.5126318,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,western redcedar / red alder - salmonberry,native,,,48252,Thuja plicata,1
Thuja plicata,48252,HUNTERSTON2010:275,HUNTERSTON2010:275,,Zone: 8,2010-05-22,Hunterston Farms,48.94517734,-123.5119473,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - sword fern (grazed),native,,,48252,Thuja plicata,1
Thuja plicata,48252,HUNTERSTON2010:276,HUNTERSTON2010:276,,Zone: 11,2010-05-22,Hunterston Farms,48.94361488,-123.5116161,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,pond,native,,,48252,Thuja plicata,1
Thuja plicata,48252,,164150254,Jackson W.F. Chu,,2023-05-27,,48.9444085,-123.510305,,,,,,native,,1,48252,Thuja plicata,2
Toxicoscordion venenosum,59087,HUNTERSTON2010:277,HUNTERSTON2010:277,,Zone: 2,2010-05-22,Hunterston Farms,48.94248665,-123.5120439,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - arbutus,native,,,59087,Toxicoscordion venenosum,1
Trifolium dubium,53313,HUNTERSTON2010:278,HUNTERSTON2010:278,,Zone: 3,2010-05-22,Hunterston Farms,48.94288128,-123.5116576,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - salal,exotic,,,53313,Trifolium dubium,1
Trifolium dubium,53313,HUNTERSTON2010:279,HUNTERSTON2010:279,,Zone: 6,2010-05-22,Hunterston Farms,48.94586904,-123.5137497,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - salal (grazed),exotic,,,53313,Trifolium dubium,1
Trifolium dubium,53313,,165063020,Zeke Gilmore,,2023-05-27,,48.9442216667,-123.5153116667,,,,,,exotic,,1,53313,Trifolium dubium,2
Trifolium microcephalum,58911,,164089456,isaacbibb,,2023-05-27,,48.94352,-123.51545,,,,,,native,,1,58911,Trifolium microcephalum,2
Trifolium repens,55745,HUNTERSTON2010:280,HUNTERSTON2010:280,,Zone: 1,2010-05-22,Hunterston Farms,48.94471706,-123.5131164,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,pasture / grounds,exotic,,,55745,Trifolium repens,1
Trifolium repens,55745,HUNTERSTON2010:281,HUNTERSTON2010:281,,Zone: 6,2010-05-22,Hunterston Farms,48.94586904,-123.5137497,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - salal (grazed),exotic,,,55745,Trifolium repens,1
Trifolium subterraneum,60201,,164019534,andytaggartsmith,,2023-05-26,,48.9441424277,-123.5116228843,,,,,,exotic,,1,60201,Trifolium subterraneum,2
Trifolium wormskioldii,71146,HUNTERSTON2010:282,HUNTERSTON2010:282,,Zone: 8,2010-05-22,Hunterston Farms,48.94517734,-123.5119473,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - sword fern (grazed),native,,,71146,Trifolium wormskioldii,1
Triteleia hyacinthina,57132,HUNTERSTON2010:284,HUNTERSTON2010:284,,Zone: 2,2010-05-22,Hunterston Farms,48.94248665,-123.5120439,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - arbutus,native,,,57132,Triteleia hyacinthina,1
Triteleia hyacinthina,57132,,164354027,Joan Septembre,,2023-05-28,,48.9444,-123.5174416667,,,,,,native,,1,57132,Triteleia hyacinthina,2
Turritis glabra,79460,,164091081,isaacbibb,,2023-05-27,,48.9442666667,-123.5174783333,,,,,,native,,1,79460,Turritis glabra,2
Urtica gracilis ssp. gracilis,141854,HUNTERSTON2010:285,HUNTERSTON2010:285,,Zone: 2,2010-05-22,Hunterston Farms,48.94248665,-123.5120439,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - arbutus,native,,,1074432,Urtica gracilis gracilis,1
Urtica gracilis ssp. gracilis,141854,,164150277,Jackson W.F. Chu,,2023-05-27,,48.944855,-123.51539,,,,,,native,,1,1074432,Urtica gracilis gracilis,2
Urtica gracilis ssp. gracilis,141854,,164049704,andytaggartsmith,,2023-05-27,,48.9453126976,-123.5119476744,,,,,,native,,1,1074432,Urtica gracilis gracilis,2
Vaccinium ovatum,48349,HUNTERSTON2010:286,HUNTERSTON2010:286,,Zone: 3,2010-05-22,Hunterston Farms,48.94288128,-123.5116576,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - salal,native,,,48349,Vaccinium ovatum,1
Vaccinium ovatum,48349,HUNTERSTON2010:287,HUNTERSTON2010:287,,Zone: 4,2010-05-22,Hunterston Farms,48.94348025,-123.5125266,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir sword fern,native,,,48349,Vaccinium ovatum,1
Vaccinium ovatum,48349,,148560787,lsourimd,,2023-02-11,,48.943637833,-123.5147636478,,,,,,native,,,48349,Vaccinium ovatum,2
Vaccinium parvifolium,48354,HUNTERSTON2010:288,HUNTERSTON2010:288,,Zone: 3,2010-05-22,Hunterston Farms,48.94288128,-123.5116576,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - salal,native,,,48354,Vaccinium parvifolium,1
Vaccinium parvifolium,48354,HUNTERSTON2010:289,HUNTERSTON2010:289,,Zone: 5,2010-05-22,Hunterston Farms,48.94402296,-123.5126318,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,western redcedar / red alder - salmonberry,native,,,48354,Vaccinium parvifolium,1
Vaccinium parvifolium,48354,HUNTERSTON2010:290,HUNTERSTON2010:290,,Zone: 11,2010-05-22,Hunterston Farms,48.94361488,-123.5116161,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,pond,native,,,48354,Vaccinium parvifolium,1
Veronica americana,57277,HUNTERSTON2010:291,HUNTERSTON2010:291,,Zone: 1,2010-05-22,Hunterston Farms,48.94471706,-123.5131164,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,pasture / grounds,native,,,57277,Veronica americana,1
Veronica americana,57277,,164062966,andytaggartsmith,,2023-05-27,,48.9439265042,-123.5119227351,,,,,,native,,1,57277,Veronica americana,2
Veronica arvensis,55748,,164046644,andytaggartsmith,,2023-05-27,,48.9446024452,-123.5109525946,,,,,,exotic,,1,55748,Veronica arvensis,2
Veronica peregrina var. peregrina,60318,HUNTERSTON2010:292,HUNTERSTON2010:292,,Zone: 3,2010-05-22,Hunterston Farms,48.94288128,-123.5116576,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - salal,exotic,,,60318,Veronica peregrina peregrina,1
Veronica serpyllifolia,55749,HUNTERSTON2010:293,HUNTERSTON2010:293,,Zone: 1,2010-05-22,Hunterston Farms,48.94471706,-123.5131164,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,pasture / grounds,exotic,,,55749,Veronica serpyllifolia,1
Veronica serpyllifolia,55749,,164053832,Tyler Innes,,2023-05-27,,48.944774921,-123.5126470756,,,,,,exotic,,1,55749,Veronica serpyllifolia,2
Vicia americana,53320,HUNTERSTON2010:296,HUNTERSTON2010:296,,Zone: 2,2010-05-22,Hunterston Farms,48.94248665,-123.5120439,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - arbutus,native,,,53320,Vicia americana,1
Vicia americana,53320,,164019673,Lynden,,2023-05-27,,48.9438315807,-123.5099066701,,,,,,native,,1,53320,Vicia americana,2
Vicia americana,53320,,164027074,Andrew Simon,,2023-05-27,,48.943727729,-123.5098981207,,,,,,native,,1,53320,Vicia americana,2
Vicia americana,53320,,164148519,Jackson W.F. Chu,,2023-05-27,,48.943764,-123.509766,,,,,,native,,1,53320,Vicia americana,2
Vicia americana,53320,,165063243,Zeke Gilmore,,2023-05-27,,48.94258,-123.511825,,,,,,native,,1,53320,Vicia americana,2
Vicia americana,53320,,164025249,andytaggartsmith,,2023-05-27,,48.9437189315,-123.5096242463,,,,,,native,,1,53320,Vicia americana,2
Vicia gigantea,53322,HUNTERSTON2010:297,HUNTERSTON2010:297,,Zone: 2,2010-05-22,Hunterston Farms,48.94248665,-123.5120439,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - arbutus,native,,,53322,Vicia gigantea,1
Vicia hirsuta,56188,HUNTERSTON2010:298,HUNTERSTON2010:298,,Zone: 2,2010-05-22,Hunterston Farms,48.94248665,-123.5120439,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - arbutus,exotic,,,56188,Vicia hirsuta,1
Vicia sativa,53324,HUNTERSTON2010:299,HUNTERSTON2010:299,,Zone: 2,2010-05-22,Hunterston Farms,48.94248665,-123.5120439,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - arbutus,exotic,,,53324,Vicia sativa,1
Vicia sativa,53324,HUNTERSTON2010:300,HUNTERSTON2010:300,,Zone: 3,2010-05-22,Hunterston Farms,48.94288128,-123.5116576,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,Douglas-fir - salal,exotic,,,53324,Vicia sativa,1
Vicia sativa,53324,,164066245,Spencer Shields,,2023-05-27,,48.94375137,-123.51214959,,,,,,exotic,,1,53324,Vicia sativa,2
Vicia sativa,53324,,164148523,Jackson W.F. Chu,,2023-05-27,,48.94376,-123.509766,,,,,,exotic,,1,53324,Vicia sativa,2
Vicia sativa,53324,,164354227,Joan Septembre,,2023-05-28,,48.9443783333,-123.517555,,,,,,exotic,,1,53324,Vicia sativa,2
Vicia sativa,53324,,164025897,andytaggartsmith,,2023-05-27,,48.9436483889,-123.5096874231,,,,,,exotic,,1,53324,Vicia sativa,2
Viola adunca,53328,HUNTERSTON2010:301,HUNTERSTON2010:301,,Zone: 1,2010-05-22,Hunterston Farms,48.94471706,-123.5131164,50,Andrew Simon,verified by data custodian,coordinates generalized based on locality information,pasture / grounds,native,,,53328,Viola adunca,1
Wolffia columbiana,79528,,164888021,Andrew Simon,,2023-05-26,,48.9437,-123.5118,,,,,,native,,1,79528,Wolffia columbiana,2
Zostera marina,52614,,164355560,Joan Septembre,,2023-05-27,,48.9430583333,-123.5100633333,,,,,,native,,1,52614,Zostera marina,2
